Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,2nd Flr SF,Full Bath,Year Built,Year Remod/Add,TotRms AbvGrd,Lot Area,Fireplaces,BsmtFin SF 1,MS SubClass,Lot Frontage,SalePrice
7,1476,2.0,552.0,738.0,738,738,2,2007,2007,7,8145,0,0.0,60,70.0,179400
7,1797,2.0,639.0,939.0,939,858,2,2006,2006,8,9245,0,0.0,60,79.0,213500
7,1422,2.0,626.0,1422.0,1422,0,2,2004,2004,7,8500,0,0.0,20,63.0,179600
7,1190,2.0,578.0,1169.0,1190,0,2,2005,2005,5,8769,0,709.0,20,65.0,173500
6,1330,2.0,437.0,1330.0,1330,0,2,2006,2007,6,8334,1,0.0,20,64.0,167840
7,1491,2.0,484.0,738.0,738,753,2,2006,2006,7,8333,1,0.0,60,64.0,168675
5,1536,2.0,400.0,768.0,768,768,2,2005,2005,6,9045,0,0.0,60,64.0,167000
5,1214,2.0,461.0,1214.0,1214,0,1,1965,1965,6,9170,0,698.0,20,70.0,140000
5,936,1.0,384.0,936.0,936,0,1,1967,1967,4,9825,1,936.0,85,75.0,118500
4,1088,2.0,520.0,1088.0,1088,0,1,1963,1963,4,8308,0,132.0,20,67.0,110000
4,960,1.0,432.0,960.0,960,0,1,1965,1965,6,10921,0,520.0,20,73.0,94750
5,1351,2.0,576.0,901.0,901,450,1,1925,1950,7,16287,1,130.0,50,74.0,122000
6,1179,2.0,622.0,1179.0,1179,0,1,1960,1960,5,8240,0,0.0,20,80.0,110000
6,816,0.0,0.0,816.0,816,0,1,1990,1990,5,11841,0,816.0,90,81.0,118500
6,1044,2.0,528.0,960.0,1044,0,1,1976,1976,7,6285,1,504.0,80,65.0,133500
6,1113,1.0,504.0,1143.0,1113,0,1,1976,1976,6,7917,1,751.0,20,69.22459016393442,148000
5,2233,2.0,579.0,0.0,1100,1133,2,1979,1979,11,9555,0,0.0,90,69.22459016393442,141000
5,1125,2.0,430.0,1125.0,1125,0,1,2006,2007,5,8536,0,0.0,20,74.0,155000
5,1090,2.0,450.0,1090.0,1090,0,1,2005,2006,5,7024,0,980.0,20,60.0,157000
5,1408,2.0,489.0,734.0,734,674,2,2005,2006,6,7023,0,611.0,60,60.0,171500
10,5095,3.0,1154.0,5095.0,5095,0,2,2008,2009,15,39290,2,4010.0,20,128.0,183850
10,4676,3.0,884.0,3138.0,3138,1538,3,2007,2008,11,40094,1,2260.0,60,130.0,184750
6,1072,2.0,525.0,547.0,1072,0,1,2005,2005,5,3675,0,467.0,180,35.0,140000
5,960,1.0,392.0,960.0,960,0,1,1959,2000,4,6400,0,77.0,20,64.0,131750
4,1152,0.0,0.0,0.0,1152,0,2,1955,1955,6,6882,0,0.0,90,74.0,61500
4,948,1.0,248.0,864.0,948,0,1,1954,1954,5,10215,0,492.0,20,75.0,111000
5,1195,0.0,0.0,1195.0,1195,0,2,1946,1950,8,8741,0,0.0,90,52.0,98500
3,774,0.0,0.0,544.0,774,0,1,1931,2006,6,4270,0,544.0,30,70.0,79000
6,865,1.0,216.0,660.0,740,125,1,1920,1995,4,10042,1,144.0,40,62.0,108500
4,894,2.0,400.0,894.0,894,0,1,1954,1954,5,9450,0,552.0,20,68.0,110000
4,1346,1.0,384.0,560.0,796,550,1,1910,2000,6,11767,0,0.0,50,70.0,112000
4,768,1.0,355.0,768.0,768,0,1,1955,1955,4,8172,1,544.0,20,60.0,125000
4,864,2.0,528.0,864.0,864,0,1,1955,1955,5,8172,0,682.0,20,60.0,79275
4,948,1.0,280.0,948.0,948,0,1,1954,1954,5,8190,1,732.0,20,60.0,119000
6,3395,0.0,0.0,1440.0,1440,1440,2,1914,1995,14,10896,0,256.0,190,60.0,200000
5,2592,0.0,0.0,1296.0,1296,1296,2,1923,1950,12,10890,0,371.0,90,60.0,150000
6,1502,1.0,180.0,602.0,900,602,1,1923,1996,7,10592,2,0.0,70,55.0,165000
5,789,1.0,200.0,768.0,789,0,1,1926,1950,5,10594,0,0.0,45,55.0,96500
5,1422,1.0,352.0,1290.0,1422,0,1,1926,1950,6,7223,0,319.0,30,54.0,136500
6,1298,1.0,240.0,651.0,759,539,2,1921,2005,8,6821,1,113.0,50,51.0,146500
5,1768,1.0,240.0,731.0,981,787,1,1937,1950,7,7200,2,569.0,50,60.0,175000
7,1098,1.0,216.0,531.0,567,531,1,1930,1995,5,4000,1,246.0,70,63.0,148500
6,1436,1.0,228.0,585.0,851,585,1,1921,1950,7,6720,1,0.0,70,53.0,141500
7,1426,1.0,216.0,912.0,912,514,1,1918,1998,7,7642,1,0.0,50,55.0,189950
6,1461,1.0,225.0,686.0,686,775,1,1926,1991,6,7155,1,0.0,70,53.0,135000
7,1646,1.0,240.0,918.0,918,728,2,1941,1950,7,7128,2,364.0,75,53.0,164000
5,694,1.0,352.0,440.0,694,0,1,1913,2002,4,4280,1,365.0,30,40.0,90350
5,1250,2.0,552.0,661.0,661,589,2,1910,2003,8,5362,1,0.0,50,53.0,139000
5,954,1.0,240.0,920.0,954,0,1,1938,1950,5,6305,1,0.0,30,50.0,119750
6,1958,2.0,492.0,979.0,979,979,2,1946,1950,8,7136,0,484.0,90,82.0,145000
5,2002,3.0,871.0,1001.0,1001,1001,2,1949,1950,8,6270,0,284.0,90,82.0,145000
7,1718,2.0,264.0,851.0,867,851,2,1927,1992,8,7230,1,0.0,70,60.0,238000
5,1226,2.0,400.0,0.0,1226,0,1,1951,1951,7,13108,1,0.0,20,126.0,153500
6,2624,3.0,864.0,1370.0,1370,1254,2,1918,1950,10,22420,1,1128.0,70,86.0,239000
8,3194,2.0,380.0,965.0,1940,1254,2,1934,1998,10,12168,2,428.0,70,78.0,359100
4,1755,1.0,231.0,930.0,1230,525,2,1930,2003,7,7810,1,189.0,50,110.0,188000
6,1991,2.0,432.0,854.0,1096,895,1,1932,1950,7,11275,1,297.0,50,69.22459016393442,220000
5,1355,2.0,528.0,728.0,760,595,2,1941,1950,5,6221,0,533.0,190,79.0,140000
8,2727,2.0,440.0,853.0,1549,1178,2,1932,1994,10,10570,2,297.0,70,70.0,315000
6,2320,1.0,180.0,1028.0,1436,884,2,1945,2002,9,7259,1,774.0,70,61.0,259500
6,1839,2.0,416.0,1477.0,1839,0,2,1957,2004,7,14442,2,1186.0,20,110.0,257500
7,1740,1.0,240.0,800.0,960,780,1,1940,1984,6,13125,2,410.0,70,75.0,219500
6,2259,2.0,450.0,1809.0,2259,0,2,1953,1953,7,21000,2,35.0,20,69.22459016393442,217000
6,1560,2.0,580.0,1560.0,1560,0,1,1960,1960,6,25485,3,540.0,20,69.22459016393442,201000
6,1488,2.0,552.0,1488.0,1488,0,2,1968,1968,7,21579,2,813.0,20,69.22459016393442,215000
6,1045,2.0,462.0,516.0,529,516,1,1980,1980,5,1782,1,330.0,160,24.0,123900
4,1680,2.0,628.0,1680.0,1680,0,2,1995,1996,7,17871,0,0.0,20,69.22459016393442,170000
8,1020,2.0,509.0,1004.0,1020,0,1,1988,1988,4,3907,0,577.0,120,35.0,200000
7,1696,2.0,625.0,1696.0,1696,0,2,1971,1971,7,20693,2,434.0,20,69.22459016393442,198000
6,2515,2.0,484.0,2035.0,2515,0,3,1957,1975,9,32668,2,1219.0,20,69.22459016393442,200624
8,2726,2.0,691.0,279.0,2726,0,2,1986,1986,6,18044,1,0.0,20,70.0,315000
5,1517,0.0,0.0,793.0,997,520,2,1919,2005,7,8500,0,0.0,50,85.0,115000
6,1215,2.0,720.0,720.0,720,495,1,1940,1950,6,7000,0,375.0,50,50.0,141000
5,803,2.0,360.0,720.0,803,0,1,1941,1950,5,5000,0,116.0,45,50.0,87000
5,1601,0.0,0.0,936.0,936,665,2,1925,2003,6,7288,0,0.0,50,50.0,129850
4,1123,1.0,264.0,732.0,772,351,1,1939,1950,4,6060,0,0.0,50,50.0,100000
5,1828,2.0,472.8197336975077,859.0,942,886,2,1923,1999,6,9060,0,548.0,70,50.0,150909
5,816,1.0,100.0,816.0,816,0,1,1922,1950,5,3672,0,0.0,30,46.0,75200
6,1012,1.0,308.0,1012.0,1012,0,1,1920,1950,6,8263,1,0.0,30,59.0,118400
5,1077,1.0,338.0,961.0,1077,0,1,1920,1950,6,8967,0,0.0,30,60.0,67000
5,1558,1.0,282.0,910.0,910,648,1,1950,1950,6,13710,0,420.0,50,75.0,152000
2,845,1.0,256.0,0.0,640,0,1,1939,1950,4,11067,0,0.0,50,64.0,68104
5,1991,0.0,0.0,957.0,1034,957,2,1895,2006,9,8250,0,0.0,190,75.0,119600
4,1073,2.0,720.0,1073.0,1073,0,1,1957,1980,6,6565,0,967.0,20,65.0,140000
5,1001,1.0,216.0,837.0,1001,0,1,1930,2007,5,6060,0,737.0,30,60.0,124900
8,1625,2.0,495.0,1573.0,1625,0,2,2006,2007,5,5568,1,1573.0,120,59.0,375000
8,1625,2.0,538.0,1573.0,1625,0,2,2006,2007,5,4750,1,1573.0,120,44.0,235000
6,1299,2.0,486.0,1001.0,1299,0,2,1979,1979,5,12150,1,1001.0,85,69.22459016393442,183500
6,912,2.0,470.0,888.0,912,0,1,1978,1978,5,7540,1,773.0,85,69.22459016393442,156000
6,1080,2.0,484.0,1084.0,1080,0,1,1983,1983,5,9187,0,336.0,20,71.0,134000
5,1392,3.0,650.0,1441.0,1392,0,2,2002,2002,6,10000,1,585.0,20,80.0,215000
7,1409,2.0,576.0,1409.0,1409,0,1,2002,2002,4,12864,1,1392.0,20,44.0,245000
7,1478,2.0,506.0,1454.0,1478,0,2,1991,1992,6,9928,1,1239.0,20,69.22459016393442,210000
7,918,1.0,360.0,852.0,918,0,1,1975,1975,4,8750,0,224.0,80,69.22459016393442,148000
6,1026,2.0,528.0,970.0,1026,0,1,1974,1974,5,8410,1,924.0,85,82.0,143000
7,1501,2.0,512.0,1501.0,1501,0,2,1987,1987,5,4054,2,949.0,120,46.0,244000
7,1502,1.0,286.0,1502.0,1502,0,1,1998,1998,5,9763,1,1102.0,120,69.22459016393442,330000
5,1328,1.0,308.0,1350.0,1328,0,1,1959,1959,5,16905,2,967.0,20,115.0,170000
6,2279,2.0,461.0,585.0,2279,0,2,1958,1995,7,19958,1,0.0,20,149.0,257000
7,1689,2.0,433.0,1689.0,1689,0,2,2006,2007,7,8368,0,0.0,20,67.0,231713
8,1564,2.0,502.0,1546.0,1564,0,2,2006,2007,6,8298,1,583.0,20,68.0,267300
8,1484,2.0,472.0,1476.0,1484,0,2,2006,2006,6,9037,1,428.0,20,64.0,265900
8,1571,3.0,722.0,1571.0,1571,0,2,2007,2007,7,10991,1,0.0,20,89.0,239000
8,1646,3.0,870.0,1638.0,1646,0,2,2006,2007,6,10656,1,0.0,20,67.0,248900
7,1240,2.0,528.0,1265.0,1240,0,2,1985,1985,6,10331,0,215.0,20,42.0,174000
7,1717,2.0,400.0,1156.0,1187,530,2,1990,1991,7,13758,1,902.0,50,44.0,187500
6,1756,2.0,422.0,872.0,888,868,2,1996,1997,7,9303,0,742.0,60,69.22459016393442,204000
8,1312,2.0,471.0,1267.0,1312,0,2,2001,2001,5,6718,0,250.0,20,69.22459016393442,180500
7,1146,2.0,438.0,868.0,1146,0,2,2003,2003,6,9590,1,786.0,80,73.0,187500
8,1922,3.0,692.0,1922.0,1922,0,2,2002,2002,6,11305,1,1329.0,20,80.0,282000
6,1491,2.0,571.0,1491.0,1491,0,2,1996,1996,7,7777,1,0.0,20,69.22459016393442,178000
8,1629,3.0,808.0,1616.0,1629,0,2,2002,2003,9,14536,1,1300.0,20,85.0,270000
7,2486,2.0,452.0,1122.0,1146,1340,3,2003,2004,10,11800,1,766.0,60,69.22459016393442,279900
5,1572,3.0,995.0,1572.0,1572,0,1,1963,1963,5,35133,2,1159.0,20,50.0,186700
8,1776,3.0,712.0,1732.0,1776,0,2,2006,2007,7,15306,1,80.0,20,93.0,283463
10,1824,3.0,932.0,1824.0,1824,0,2,2006,2007,8,12633,1,0.0,20,85.0,392000
8,2482,3.0,642.0,1094.0,1133,1349,2,2005,2006,9,12665,1,0.0,60,88.0,281213
5,1120,0.0,0.0,1120.0,1120,0,1,2007,2007,6,8402,0,206.0,20,70.0,147000
3,2034,4.0,1041.0,0.0,2034,0,1,1953,1953,9,43500,0,0.0,20,200.0,130000
6,936,2.0,460.0,920.0,936,0,0,1996,1997,3,6710,0,16.0,120,62.0,140000
4,1040,2.0,648.0,1064.0,1040,0,1,1963,1963,5,25286,0,633.0,20,94.0,132250
5,1632,2.0,576.0,1632.0,1632,0,2,1967,1967,8,25000,0,0.0,90,100.0,143000
4,1622,4.0,1356.0,1249.0,1622,0,1,1961,1975,7,32463,1,1159.0,190,69.22459016393442,168000
5,1060,2.0,572.0,1040.0,1060,0,1,1976,1976,6,4224,1,840.0,120,44.0,129900
5,1142,2.0,528.0,1142.0,1142,0,1,1976,1976,6,4224,1,874.0,120,44.0,134000
4,1092,1.0,253.0,546.0,546,546,1,1972,1972,5,1504,0,252.0,160,21.0,85500
4,992,1.0,297.0,530.0,530,462,1,1970,1970,4,1533,0,503.0,180,69.22459016393442,106500
4,1092,0.0,0.0,546.0,546,546,1,1970,1970,5,1495,0,384.0,160,21.0,93900
4,1092,1.0,286.0,546.0,546,546,1,1970,1970,6,2001,0,0.0,160,21.0,75000
4,630,0.0,0.0,630.0,630,0,1,1970,1970,3,1936,0,131.0,180,21.0,84500
4,1092,1.0,286.0,546.0,546,546,1,1976,1976,6,1890,0,0.0,160,21.0,75190
6,1062,2.0,539.0,1029.0,1062,0,1,1976,1976,5,11333,2,539.0,80,69.22459016393442,146800
5,1008,2.0,678.0,923.0,1008,0,1,1977,1977,4,9129,1,923.0,85,72.0,153500
6,1356,2.0,528.0,1244.0,1356,0,2,1977,1977,6,15957,1,1148.0,80,69.22459016393442,188000
5,1676,2.0,672.0,1160.0,1676,0,1,1977,1994,6,33983,2,1112.0,20,61.0,196000
5,1432,2.0,531.0,716.0,716,716,1,1977,1977,6,8286,1,531.0,60,68.0,157000
5,796,0.0,0.0,796.0,796,0,1,1971,1971,5,6723,0,796.0,85,50.0,138000
5,768,2.0,624.0,768.0,768,0,1,1970,1970,5,7244,0,619.0,85,54.0,129500
4,1608,1.0,444.0,1396.0,1608,0,1,1961,1961,6,27697,0,811.0,20,124.0,80000
4,845,2.0,360.0,845.0,845,0,1,1982,2006,4,7599,0,565.0,20,69.0,129500
5,1178,2.0,502.0,1090.0,1178,0,1,1976,2003,6,11000,0,1090.0,20,69.22459016393442,135000
5,816,1.0,264.0,816.0,816,0,1,1982,1982,5,8314,0,546.0,20,76.0,124500
5,816,1.0,264.0,816.0,816,0,1,1983,1983,4,11625,0,596.0,20,65.0,139000
5,974,0.0,0.0,974.0,974,0,1,1991,1992,5,10712,0,212.0,20,63.0,93500
5,887,1.0,288.0,864.0,887,0,1,1984,1984,5,10447,0,516.0,20,62.0,124500
6,1293,2.0,452.0,1178.0,1293,0,2,1954,1954,5,11027,0,468.0,20,69.22459016393442,149900
6,1024,1.0,313.0,1008.0,1024,0,1,1956,1956,5,10533,2,773.0,20,85.0,157500
5,1797,3.0,963.0,1617.0,1797,0,1,1957,1957,7,11765,1,1127.0,20,69.22459016393442,169000
6,1390,2.0,550.0,1705.0,1390,0,1,1957,1957,4,39384,2,1110.0,20,69.22459016393442,252000
7,1851,2.0,506.0,1851.0,1851,0,2,1969,1969,8,11727,1,0.0,20,90.0,192100
6,1525,2.0,400.0,813.0,813,712,2,1997,1998,6,8238,1,700.0,60,60.0,183500
7,2236,2.0,642.0,964.0,993,1243,2,1997,1997,8,13006,1,0.0,60,69.22459016393442,222000
6,1671,2.0,423.0,781.0,781,890,2,1995,1995,7,13041,1,0.0,60,69.22459016393442,170000
6,1498,2.0,409.0,691.0,691,807,2,1995,1996,6,13031,1,592.0,60,69.22459016393442,187500
6,1776,2.0,443.0,821.0,821,955,2,1996,1996,7,9783,1,0.0,60,54.0,202000
6,1511,2.0,413.0,802.0,802,709,2,1997,1997,8,11207,1,714.0,60,70.0,185000
7,2462,2.0,576.0,1392.0,1392,1070,2,2005,2006,9,19378,1,57.0,60,134.0,320000
7,1670,3.0,690.0,1670.0,1670,0,2,2006,2006,7,14859,1,0.0,20,50.0,240000
8,2064,2.0,527.0,1074.0,1074,990,2,2005,2005,7,13128,1,0.0,60,50.0,250000
8,1801,3.0,800.0,893.0,901,900,2,2005,2005,8,10463,1,0.0,60,72.0,239900
7,2212,3.0,773.0,1700.0,1700,512,2,2005,2006,9,13751,1,60.0,60,42.0,309000
7,2021,2.0,422.0,868.0,887,1134,2,2006,2006,9,23257,1,0.0,60,168.0,274725
8,2687,2.0,618.0,2062.0,2079,608,2,1994,1994,9,13108,0,0.0,160,68.0,270000
6,1169,2.0,402.0,1160.0,1169,0,2,1993,1994,6,8076,1,705.0,20,69.22459016393442,183500
6,1501,2.0,420.0,697.0,697,804,2,1993,1994,6,7685,1,518.0,60,69.22459016393442,165600
7,1632,2.0,462.0,935.0,955,677,2,1998,1998,8,9084,1,0.0,60,63.0,176500
8,1204,2.0,461.0,1191.0,1204,0,2,1987,1987,5,3701,0,0.0,120,30.0,130000
7,1767,2.0,504.0,1064.0,1064,703,2,1987,1987,5,5306,1,495.0,160,44.0,239000
8,1742,2.0,564.0,1742.0,1742,0,2,1985,1985,5,6563,1,1148.0,120,69.22459016393442,275000
9,2798,3.0,670.0,1398.0,1414,1384,3,2005,2006,11,16023,1,1218.0,60,59.0,457347
10,3390,3.0,758.0,1528.0,1528,1862,3,2006,2006,10,18062,1,0.0,60,60.0,545224
9,2473,3.0,675.0,1094.0,1102,1371,2,2006,2006,11,12292,1,205.0,60,63.0,356383
9,2868,3.0,716.0,1992.0,1992,876,3,2005,2006,11,16056,1,240.0,60,85.0,556581
8,2576,3.0,666.0,1234.0,1264,1312,2,2006,2006,10,12438,1,0.0,60,82.0,361919
10,2698,3.0,736.0,1850.0,1850,848,2,2006,2006,11,16052,1,1206.0,60,82.0,535000
9,2795,3.0,660.0,1390.0,1390,1405,3,2005,2006,10,15922,1,0.0,60,92.0,401179
10,2945,3.0,641.0,1410.0,1426,1519,3,2006,2006,10,13682,1,0.0,60,66.0,438780
5,2320,2.0,672.0,0.0,1547,720,2,1948,1950,7,14762,1,0.0,60,69.22459016393442,169000
5,1056,2.0,572.0,1056.0,1056,0,1,1955,1955,5,34650,0,1056.0,190,100.0,145000
9,1714,2.0,517.0,1714.0,1714,0,2,2005,2005,7,8147,1,1191.0,120,60.0,318000
8,1826,3.0,758.0,1814.0,1826,0,2,2005,2006,7,11302,1,1422.0,20,69.0,319000
9,2000,3.0,722.0,1910.0,2000,0,2,2005,2005,8,18261,2,1416.0,20,90.0,470000
7,1621,2.0,440.0,1208.0,1621,0,2,1984,1998,8,14145,0,213.0,20,91.0,202500
7,2183,3.0,786.0,1204.0,1377,806,2,1988,1988,9,13837,0,1002.0,50,69.22459016393442,229000
7,2263,2.0,539.0,795.0,1468,795,2,1977,1994,9,16659,1,795.0,60,69.22459016393442,235000
6,1574,2.0,566.0,796.0,790,784,2,1976,1976,6,18800,1,712.0,60,69.22459016393442,190000
6,1102,2.0,582.0,988.0,1102,0,1,1980,1980,5,10464,1,850.0,85,69.22459016393442,169000
7,1872,2.0,604.0,1845.0,1872,0,2,1988,1988,6,10400,1,929.0,20,80.0,241500
7,1857,2.0,482.0,945.0,945,912,2,1978,1978,8,10530,1,0.0,60,81.0,188900
6,1686,2.0,612.0,1686.0,1686,0,2,1980,1980,7,10240,1,625.0,20,79.0,207500
7,2784,2.0,564.0,1392.0,1392,1392,3,1978,1978,12,16692,2,790.0,60,80.0,250000
6,1552,2.0,434.0,713.0,811,741,2,1975,1975,6,11475,1,550.0,60,85.0,179900
7,1083,2.0,596.0,1047.0,1083,0,1,1976,1976,5,9927,1,1005.0,85,69.22459016393442,172000
7,2318,2.0,541.0,960.0,960,1358,2,2005,2006,8,9512,1,788.0,60,75.0,294323
6,1875,2.0,485.0,675.0,1109,766,3,1975,2000,8,10530,1,548.0,80,81.0,184500
5,1074,2.0,495.0,1056.0,1074,0,1,1975,1975,6,10140,0,788.0,20,78.0,153500
7,1664,2.0,528.0,832.0,832,832,2,1976,1976,8,10140,1,194.0,60,78.0,162900
6,1309,2.0,484.0,1040.0,1309,0,1,1974,1999,5,10140,1,663.0,20,78.0,181000
6,1103,2.0,462.0,1103.0,1103,0,2,1974,1974,6,10000,0,755.0,20,80.0,155000
5,1096,1.0,299.0,1096.0,1096,0,1,1969,1969,6,15870,0,75.0,20,69.22459016393442,138800
4,864,1.0,280.0,864.0,864,0,1,1970,1970,5,9353,0,0.0,20,71.0,116050
4,858,0.0,0.0,858.0,858,0,1,1971,1971,5,8125,0,614.0,20,69.22459016393442,88000
4,874,2.0,576.0,864.0,874,0,1,1971,1971,5,7200,0,20.0,20,60.0,97500
6,1419,2.0,543.0,1487.0,1419,0,2,2002,2002,4,8773,0,951.0,120,26.0,190000
6,1092,2.0,440.0,525.0,525,567,1,1973,1973,6,2760,0,0.0,160,24.0,105500
5,1365,2.0,440.0,765.0,765,600,1,1973,1973,7,2160,1,402.0,160,24.0,125500
6,987,1.0,264.0,483.0,483,504,1,1973,1973,5,1953,0,309.0,160,21.0,83000
6,1030,1.0,264.0,494.0,494,536,1,1972,1972,6,1890,0,282.0,160,21.0,116000
6,1218,0.0,0.0,672.0,672,546,1,1971,1971,7,1680,0,0.0,160,21.0,91500
6,1218,1.0,264.0,672.0,672,546,1,1972,1972,7,1680,0,317.0,160,21.0,118000
6,948,1.0,264.0,483.0,483,465,1,1972,1972,5,1680,0,276.0,160,21.0,89000
6,1092,1.0,264.0,525.0,525,567,1,1972,1972,6,1680,0,382.0,160,21.0,108000
6,987,1.0,288.0,483.0,483,504,1,1972,1972,5,1680,1,0.0,160,21.0,94500
6,1069,2.0,440.0,1069.0,1069,0,2,1975,1975,4,4043,1,727.0,120,53.0,146300
5,1387,1.0,300.0,943.0,1387,0,1,1967,1975,6,7514,1,373.0,20,65.0,145000
5,900,1.0,288.0,864.0,900,0,1,1967,1967,6,7838,1,769.0,85,68.0,123000
7,1055,1.0,319.0,1055.0,1055,0,2,1976,1976,4,2280,0,120.0,120,24.0,137500
6,1456,2.0,460.0,855.0,855,601,2,1976,1976,6,2179,1,70.0,160,24.0,144000
9,1980,3.0,770.0,1980.0,1980,0,2,2004,2005,8,16737,1,1447.0,20,129.0,315000
9,2589,3.0,831.0,1738.0,1738,851,2,2006,2006,11,16387,1,1369.0,60,72.0,412083
9,2596,3.0,840.0,1249.0,1249,1347,3,2006,2006,9,16259,0,0.0,60,111.0,342643
8,1618,3.0,880.0,1618.0,1618,0,2,2004,2004,6,16163,1,0.0,20,110.0,252000
10,2076,3.0,850.0,2076.0,2076,0,2,2006,2006,7,13891,1,1386.0,20,107.0,465000
7,1740,3.0,874.0,1721.0,1740,0,2,2006,2006,8,12228,0,0.0,20,108.0,293000
9,1868,3.0,1085.0,1868.0,1868,0,2,2005,2005,7,14780,1,1505.0,20,120.0,415000
9,1850,3.0,772.0,1833.0,1850,0,2,2004,2005,8,16033,1,1261.0,20,98.0,326000
8,2376,3.0,853.0,1158.0,1158,1218,3,2005,2006,9,14215,1,0.0,60,101.0,325300
8,2452,3.0,691.0,1117.0,1132,1320,3,2004,2005,9,13418,1,0.0,60,108.0,309000
9,2206,3.0,670.0,1090.0,1117,1089,2,2005,2006,10,13975,1,0.0,60,120.0,300000
8,2098,3.0,878.0,1030.0,1038,1060,2,2005,2005,8,10240,1,0.0,60,80.0,275500
9,2091,2.0,521.0,1606.0,1625,466,2,2005,2006,8,9942,1,1290.0,60,82.0,338500
9,2324,3.0,736.0,1175.0,1182,1142,3,2005,2006,11,11924,2,998.0,60,85.0,345000
8,2253,2.0,575.0,1209.0,1209,1044,2,2005,2006,8,12867,1,0.0,60,103.0,344133
8,2389,3.0,672.0,1054.0,1054,1335,2,2006,2006,10,10672,1,0.0,60,82.0,298236
8,2358,3.0,784.0,1524.0,1544,814,2,2005,2006,10,11643,1,880.0,60,82.0,329900
9,1944,3.0,708.0,1896.0,1944,0,2,2003,2004,8,12378,3,1274.0,20,90.0,360000
8,1970,3.0,753.0,1085.0,1120,850,2,2006,2006,8,11065,1,0.0,60,86.0,281000
9,1792,3.0,925.0,1792.0,1792,0,2,2005,2006,6,13758,1,1232.0,20,121.0,372397
9,1780,3.0,816.0,1780.0,1780,0,2,2004,2005,7,14828,1,1383.0,20,131.0,378000
9,1792,3.0,874.0,1792.0,1792,0,2,2003,2004,6,11846,1,1567.0,20,72.0,374000
9,2728,3.0,706.0,1848.0,1848,880,2,2005,2006,10,20431,2,1410.0,60,56.0,437154
8,1904,2.0,736.0,1058.0,1058,846,2,2005,2005,8,10927,1,546.0,60,74.0,275000
8,1914,3.0,746.0,1420.0,1426,488,2,2004,2004,9,13215,1,994.0,60,69.22459016393442,279000
7,1364,2.0,484.0,1364.0,1364,0,2,2005,2005,6,7052,1,659.0,120,43.0,185850
9,1565,2.0,556.0,1560.0,1565,0,2,2005,2005,6,5911,1,472.0,120,48.0,282500
7,1368,2.0,474.0,1368.0,1368,0,2,2005,2006,6,6955,1,0.0,120,48.0,202500
7,1368,2.0,474.0,1368.0,1368,0,2,2005,2006,6,6792,1,0.0,120,40.0,202665
9,1686,3.0,899.0,1686.0,1686,0,2,2006,2006,6,7740,1,1023.0,20,61.0,332200
9,1666,2.0,575.0,1666.0,1666,0,2,2006,2006,6,6373,1,415.0,120,48.0,310090
7,1405,2.0,478.0,1405.0,1405,0,2,2003,2003,6,3136,1,0.0,120,69.22459016393442,171750
6,1316,2.0,397.0,1316.0,1316,0,2,2005,2006,6,10237,1,28.0,20,65.0,169990
6,1456,2.0,390.0,728.0,728,728,2,2005,2006,8,10237,1,0.0,60,65.0,170440
7,1492,2.0,440.0,738.0,738,754,2,2006,2006,8,10237,0,0.0,60,65.0,169985
7,1496,2.0,426.0,654.0,664,832,2,2006,2006,7,17104,1,554.0,60,58.0,179665
7,1863,3.0,660.0,879.0,879,984,2,2006,2006,9,14054,1,0.0,60,58.0,219210
6,1326,2.0,427.0,1326.0,1326,0,2,2006,2006,6,11660,0,0.0,20,102.0,174190
6,1456,2.0,429.0,728.0,728,728,2,2006,2006,8,15578,0,0.0,60,105.0,172785
8,2373,3.0,632.0,1052.0,1052,1321,2,2004,2005,9,11631,1,0.0,60,96.0,258000
7,1492,2.0,440.0,738.0,738,754,2,2006,2006,8,9073,0,0.0,60,75.0,185101
7,1364,2.0,437.0,1220.0,1364,0,2,2006,2006,6,3087,1,453.0,120,43.0,210250
7,1557,2.0,420.0,1374.0,1557,0,2,2003,2004,7,3196,1,0.0,120,69.22459016393442,234000
8,1456,2.0,400.0,1273.0,1456,0,2,2003,2003,7,3196,1,0.0,120,69.22459016393442,215000
7,1511,2.0,398.0,1368.0,1511,0,2,2002,2002,5,2938,1,1038.0,120,69.22459016393442,246990
7,1414,2.0,398.0,1375.0,1414,0,2,2004,2004,6,3072,1,0.0,120,69.22459016393442,178740
7,1548,2.0,388.0,1365.0,1548,0,2,2004,2004,7,3072,1,1059.0,120,69.22459016393442,225000
7,1248,2.0,438.0,1248.0,1248,0,2,2005,2006,5,3010,0,16.0,120,43.0,167240
7,1142,2.0,440.0,1142.0,1142,0,2,2005,2006,6,3010,0,16.0,120,43.0,156820
7,1506,2.0,440.0,1362.0,1506,0,2,2005,2005,6,3013,1,16.0,120,43.0,213490
8,1567,3.0,648.0,1520.0,1567,0,2,2006,2006,7,3982,1,1154.0,120,53.0,264561
7,1500,3.0,648.0,1356.0,1500,0,2,2006,2006,6,4045,1,1070.0,120,53.0,246578
5,1838,2.0,372.0,732.0,734,1104,2,2005,2005,7,21930,1,0.0,60,60.0,192140
