DATE,STOCKHOLM_cloud_cover,STOCKHOLM_pressure,STOCKHOLM_precipitation,STOCKHOLM_sunshine,STOCKHOLM_temp_mean,STOCKHOLM_temp_min,STOCKHOLM_temp_max,STOCKHOLM_picnic_weather
20030524,7,1.0122,0.84,5.1,13.7,8.8,18.0,False
20030525,3,1.0153,0.0,5.1,16.1,10.2,23.0,True
20030526,3,1.0136,1.48,5.1,17.7,14.0,21.7,False
20030527,2,1.0211,0.0,5.1,14.8,10.5,20.0,True
20030528,2,1.0234,0.0,5.1,14.3,10.7,19.6,True
20030529,5,1.0206,0.04,5.1,15.5,9.4,21.6,False
20030530,7,1.011,0.03,5.1,16.8,13.0,20.7,False
20030531,5,1.0104,0.0,-1.7,12.4,9.5,20.0,True
20030601,4,1.0175,0.0,13.4,12.5,7.8,18.3,True
20030602,2,1.0175,0.0,16.6,16.7,8.6,24.0,True
20030603,0,1.0203,0.0,16.7,17.9,13.2,23.8,True
20030604,4,1.0168,0.0,12.9,19.9,13.6,26.6,True
20030605,5,1.009,0.0,7.5,21.3,17.0,26.3,True
20030606,3,1.0095,0.0,10.2,19.3,15.4,23.0,True
20030607,7,1.0115,0.0,7.5,18.1,13.0,22.3,True
20030608,2,1.0127,0.68,16.0,18.6,14.0,22.9,False
20030609,7,0.9982,0.24,1.8,15.7,13.3,21.3,False
20030610,4,1.0124,0.07,10.1,15.7,12.2,21.6,False
20030611,8,1.0095,0.49,0.0,12.8,12.1,14.1,False
20030612,6,1.0086,0.0,4.8,16.9,13.0,21.4,True
20030613,7,1.0083,0.24,2.2,14.3,12.6,18.4,False
20030614,5,1.0147,0.02,9.0,13.3,10.8,18.1,False
20030615,4,1.0152,0.0,9.3,14.0,8.6,18.9,True
20030616,5,1.0137,0.19,6.7,12.9,10.6,17.0,False
20030617,2,1.017,0.06,12.3,15.3,9.6,20.6,False
20030618,5,1.0168,0.07,3.7,17.0,13.1,21.7,False
20030619,6,1.0038,0.99,2.6,13.7,12.0,17.7,False
20030620,7,0.9914,0.23,1.7,12.8,11.6,14.5,False
20030621,5,1.0015,0.0,7.0,14.2,11.0,18.0,True
20030622,5,1.008,0.32,11.0,15.3,9.7,21.4,False
20030623,5,1.0097,0.06,12.8,17.3,12.0,23.5,False
20030624,8,1.0029,0.76,0.0,13.8,12.6,19.1,False
20030625,4,1.0142,0.0,12.6,17.8,12.2,23.1,True
20030626,4,1.0192,0.0,9.9,20.0,15.5,25.0,True
20030627,1,1.0187,0.0,16.7,18.9,13.2,24.7,True
20030628,8,1.0147,0.0,3.5,17.8,14.0,22.8,True
20030629,7,1.0136,0.0,1.0,14.0,12.2,18.3,True
20030630,6,1.0125,0.0,8.0,15.6,10.9,21.6,True
20030701,8,1.007,0.0,0.0,14.4,12.4,17.6,False
20030702,8,1.0015,0.36,0.0,16.0,14.6,17.6,False
20030703,8,0.9966,0.46,0.0,15.0,14.5,16.8,False
20030704,2,1.0047,0.0,14.9,17.6,14.1,23.0,True
20030705,6,1.006,0.0,4.1,17.2,14.2,21.1,True
20030706,3,1.0109,0.0,10.7,18.9,13.7,24.1,True
20030707,2,1.0152,0.0,15.5,19.4,14.2,25.4,True
20030708,5,1.0128,0.0,10.0,19.8,15.0,25.4,True
20030709,4,1.0089,0.61,11.9,19.3,16.1,25.1,False
20030710,4,1.0137,0.0,10.9,17.3,13.2,20.8,True
20030711,2,1.0099,0.15,16.1,20.4,13.7,26.1,False
20030712,7,1.0052,0.78,4.2,17.6,15.5,23.5,False
20030713,5,1.0169,0.0,8.1,19.8,15.5,24.6,True
20030714,2,1.0214,0.0,16.2,22.2,17.0,27.5,True
20030715,2,1.0199,0.0,15.4,22.6,16.0,29.8,True
20030716,1,1.0212,0.0,16.0,24.6,18.8,30.5,True
20030717,1,1.0198,0.0,16.4,24.0,19.0,29.4,True
20030718,1,1.0187,0.0,16.3,24.5,18.7,30.8,True
20030719,3,1.018,0.0,11.4,24.0,19.0,30.7,True
20030720,4,1.0171,0.0,7.7,23.9,20.2,28.6,True
20030721,2,1.0167,1.06,11.3,23.7,19.1,29.1,False
20030722,8,1.0161,3.65,1.1,20.5,18.6,24.4,False
20030723,4,1.0122,0.0,10.9,21.4,17.9,25.2,True
20030724,3,1.0141,0.0,14.1,21.5,17.1,26.8,True
20030725,4,1.014,0.09,8.0,20.9,18.0,24.4,False
20030726,6,1.0124,0.0,3.2,22.1,19.4,26.1,True
20030727,6,1.0108,0.0,6.3,21.8,19.5,25.7,True
20030728,7,1.0144,0.04,2.4,22.3,20.7,26.4,False
20030729,8,1.0216,0.34,0.5,19.9,18.1,23.1,False
20030730,3,1.0189,0.0,11.5,22.9,18.0,28.8,True
20030731,3,1.0194,0.0,12.2,24.6,20.1,29.7,True
20030801,2,1.0197,0.0,13.3,25.3,20.4,30.8,True
20030802,6,1.0173,0.0,4.6,23.0,21.2,27.8,True
20030803,5,1.0187,0.0,9.8,22.0,18.2,26.7,True
20030804,3,1.0178,0.0,13.0,20.8,16.3,25.5,True
20030805,2,1.022,0.0,11.4,19.3,15.7,23.1,True
20030806,2,1.022,0.0,12.6,19.9,14.3,25.0,True
20030807,3,1.0183,0.0,10.1,21.2,16.7,25.5,True
20030808,2,1.0186,0.0,12.9,20.0,16.2,24.6,True
20030809,2,1.021,0.0,13.1,18.0,13.1,23.5,True
20030810,2,1.0223,0.0,15.6,17.9,13.5,23.2,True
20030811,6,1.02,0.0,2.5,19.2,14.7,23.4,True
20030812,5,1.0143,0.07,3.8,21.6,18.6,26.2,False
20030813,7,1.0099,0.7,1.3,18.8,17.3,21.0,False
20030814,5,0.9974,0.29,7.6,17.7,15.1,22.1,False
20030815,7,0.9935,1.44,0.8,14.4,13.0,18.0,False
20030816,7,1.006,0.82,0.5,15.8,13.6,18.5,False
20030817,4,1.0152,0.0,8.8,17.3,13.2,21.5,True
20030818,5,1.0174,0.0,12.1,20.0,15.8,25.1,True
20030819,7,1.0115,0.12,1.7,17.3,15.6,21.3,False
20030820,4,1.0053,0.0,9.0,18.4,15.3,22.3,True
20030821,4,1.0051,0.0,9.5,17.8,14.4,21.6,True
20030822,8,1.0021,0.44,0.4,16.8,15.3,19.1,False
20030823,5,0.9992,0.1,8.7,17.2,14.3,20.5,False
20030824,5,1.0103,0.0,6.5,17.1,15.3,20.6,True
20030825,6,1.0119,0.0,3.6,15.4,13.3,17.8,False
20030826,7,1.0032,0.59,1.7,13.8,12.2,16.1,False
20030827,7,0.9934,0.56,1.7,11.6,9.7,14.3,False
20030828,7,1.0012,0.05,5.1,12.4,9.2,16.1,False
20030829,4,1.0053,0.0,11.2,13.4,10.3,17.2,False
20030830,7,1.0027,0.09,3.0,12.7,9.6,17.0,False
20030831,6,1.0074,0.03,3.2,11.5,9.7,15.2,False
20030901,4,1.0154,0.0,8.1,9.7,5.6,14.0,False
20030902,3,1.0203,0.0,10.8,9.7,5.0,14.5,False
20030903,7,1.0182,0.0,6.0,13.7,9.1,16.9,False
20030904,4,1.0209,0.0,8.6,15.6,12.2,19.1,True
20030905,2,1.0245,0.0,12.1,16.6,12.0,21.0,True
20030906,2,1.0244,0.0,12.4,17.4,12.3,23.7,True
20030907,3,1.023,0.0,12.0,16.6,12.4,21.5,True
20030908,2,1.02,0.0,11.1,16.3,13.0,20.6,True
20030909,1,1.0188,0.0,10.3,16.5,12.1,21.7,True
20030910,5,1.0187,0.02,4.5,14.8,11.9,17.5,False
20030911,8,1.0202,0.0,0.0,13.8,12.7,14.8,False
20030912,5,1.0226,0.0,3.1,13.5,10.6,16.1,False
20030913,4,1.0273,0.0,9.6,16.1,11.8,20.5,True
20030914,3,1.0253,0.0,10.9,16.3,11.4,22.0,True
20030915,8,1.0165,0.0,0.2,16.3,14.6,18.4,True
20030916,4,1.0126,0.0,4.5,17.0,14.7,20.7,True
20030917,5,1.0166,0.0,10.4,13.3,8.8,18.3,True
20030918,7,1.0084,0.0,5.2,17.9,13.4,21.7,True
20030919,8,1.0078,1.3,0.0,15.6,12.2,19.7,False
20030920,2,1.0242,0.02,11.1,9.8,7.2,13.4,False
20030921,7,1.0101,0.0,0.6,13.9,9.6,17.0,False
20030922,5,1.0032,0.15,9.3,15.6,11.7,19.1,False
20030923,5,0.9928,0.02,5.3,13.6,11.3,17.9,False
20030924,1,1.0204,0.0,11.5,8.6,5.1,12.7,False
20030925,6,1.0199,0.0,0.9,12.8,7.8,16.3,False
20030926,7,1.0178,0.0,4.9,14.0,12.5,17.0,False
20030927,8,1.0042,0.47,1.0,11.5,10.3,13.4,False
20030928,8,1.0118,0.0,0.0,6.1,5.5,10.3,False
20030929,6,1.0141,0.0,4.1,8.2,5.5,11.0,False
20030930,3,1.0164,0.01,10.3,7.3,2.8,11.5,False
20031001,7,1.0136,0.36,0.0,9.3,6.3,11.8,False
20031002,8,1.0086,0.03,0.0,10.3,8.1,11.9,False
20031003,7,1.0048,0.0,1.6,10.3,7.9,13.0,False
20031004,8,0.9963,1.37,0.0,10.7,10.4,11.4,False
20031005,4,0.9982,0.0,6.7,9.5,7.4,13.0,False
20031006,3,0.9978,0.03,4.4,8.1,5.1,12.1,False
20031007,8,0.9906,0.02,0.0,6.9,3.6,9.7,False
20031008,3,0.9917,0.0,8.4,6.2,2.5,9.8,False
20031009,7,0.9989,0.04,0.6,8.1,4.7,11.2,False
20031010,7,0.9941,0.12,0.4,8.7,5.5,11.1,False
20031011,5,0.9995,0.0,4.4,7.7,6.4,9.9,False
20031012,5,1.0164,0.03,5.9,6.9,4.0,9.9,False
20031013,6,1.0261,0.0,1.0,5.3,3.2,8.3,False
20031014,2,1.0326,0.0,6.2,6.0,4.3,9.3,False
20031015,5,1.0342,0.0,2.1,5.1,3.6,7.5,False
20031016,4,1.0333,0.0,4.0,4.9,1.4,8.0,False
20031017,2,1.0261,0.0,9.4,5.1,2.4,8.2,False
20031018,7,1.0173,0.09,0.0,3.9,2.7,6.1,False
20031019,2,1.0157,0.0,6.8,1.0,-1.3,4.1,False
20031020,5,1.0132,0.0,1.4,1.0,-1.6,4.0,False
20031021,5,1.02,0.04,1.5,1.2,0.1,2.8,False
20031022,7,1.0245,0.06,1.2,-1.5,-2.5,1.0,False
20031023,4,1.0181,0.0,3.2,-2.3,-3.6,-1.3,False
20031024,4,1.0047,0.0,4.9,0.0,-4.6,3.0,False
20031025,3,0.9986,0.0,5.9,0.6,-0.3,3.5,False
20031026,4,1.0098,0.0,-1.7,-0.9,-2.7,1.2,False
20031027,7,1.0074,0.0,3.4,1.0,-3.4,4.2,False
20031028,3,0.998,0.0,8.2,8.5,3.4,12.1,False
20031029,8,0.9992,0.26,0.0,7.1,5.1,9.7,False
20031030,8,0.9972,0.36,0.0,6.2,3.9,7.2,False
20031031,8,0.9955,0.38,0.0,5.5,4.0,6.4,False
20031101,8,0.9988,0.34,0.2,6.8,6.2,7.2,False
20031102,5,0.9993,0.0,1.2,7.8,6.7,8.8,False
20031103,8,1.0009,0.27,0.0,7.9,6.5,8.5,False
20031104,8,1.0119,0.0,0.7,8.3,7.6,9.1,False
20031105,7,1.0293,0.03,0.4,6.3,2.7,9.1,False
20031106,6,1.0375,0.0,0.0,8.0,6.2,9.8,False
20031107,8,1.0439,0.01,0.0,4.8,3.8,6.2,False
20031108,9,1.0443,0.0,0.0,2.5,2.0,5.5,False
20031109,8,1.0398,0.03,0.0,3.1,0.6,5.1,False
20031110,8,1.0379,0.01,0.0,5.5,4.6,5.9,False
20031111,6,1.0352,0.0,3.5,4.6,4.0,5.9,False
20031112,1,1.0309,0.0,7.0,3.3,2.5,6.0,False
20031113,6,1.0273,0.0,0.5,3.3,0.1,5.0,False
20031114,8,1.0216,0.0,0.0,4.0,2.3,5.1,False
20031115,8,1.0156,0.01,0.0,5.1,4.8,6.0,False
20031116,8,1.0077,0.31,0.0,6.8,5.0,7.7,False
20031117,8,1.0048,0.25,0.0,4.5,3.3,7.4,False
20031118,8,1.0084,0.37,0.0,0.8,0.3,3.5,False
20031119,8,0.9944,0.0,0.1,4.4,0.6,6.1,False
20031120,3,1.0089,0.0,6.5,1.9,0.9,3.9,False
20031121,8,1.0096,0.24,0.0,2.4,-0.9,5.5,False
20031122,8,1.0077,0.11,0.0,3.4,2.4,3.9,False
20031123,8,1.0034,0.85,0.0,2.4,0.6,3.9,False
20031124,6,1.0068,0.04,2.4,-0.5,-2.2,3.5,False
20031125,8,1.0111,0.19,0.0,1.1,-2.0,3.7,False
20031126,8,1.0125,0.23,0.0,5.1,3.7,6.1,False
20031127,8,1.0041,0.86,0.0,7.0,5.2,7.7,False
20031128,8,1.0064,0.1,0.0,6.8,6.5,7.7,False
20031129,8,1.0173,0.03,0.0,3.9,2.7,7.1,False
20031130,8,1.0166,0.03,0.0,5.9,2.1,6.5,False
20031201,8,1.0223,0.0,0.0,6.9,6.4,7.0,False
20031202,8,1.0278,0.01,0.0,6.3,6.0,7.1,False
20031203,8,1.0295,0.0,0.0,5.5,5.1,6.5,False
20031204,8,1.019,0.0,0.0,5.3,4.5,6.3,False
20031205,5,1.0081,0.43,0.7,3.3,2.5,7.0,False
20031206,5,1.0168,0.29,0.4,-1.1,-3.1,2.5,False
20031207,7,1.0154,0.0,1.2,-0.2,-5.0,2.9,False
20031208,4,1.016,0.0,3.4,3.9,2.8,5.1,False
20031209,6,1.0204,0.0,0.0,1.9,0.8,4.0,False
20031210,6,1.0143,0.0,0.0,2.7,1.5,4.1,False
20031211,7,0.9987,0.48,0.0,2.9,1.5,3.4,False
20031212,1,1.0104,0.0,4.8,-0.4,-1.1,3.6,False
20031213,8,1.0015,0.58,0.0,0.2,-3.0,1.6,False
20031214,8,0.9771,0.53,0.0,2.4,0.9,4.8,False
20031215,6,0.9871,0.05,0.8,-0.7,-1.2,1.0,False
20031216,4,1.0118,0.05,2.7,-2.5,-4.0,0.1,False
20031217,5,1.0043,0.0,1.1,1.8,-4.4,4.3,False
20031218,6,1.0057,0.0,0.0,5.3,2.9,7.1,False
20031219,4,0.9999,0.0,0.0,5.5,3.5,7.1,False
20031220,5,1.0083,0.09,2.8,1.2,0.3,5.3,False
20031221,8,0.9871,0.98,0.0,0.3,-0.1,0.9,False
20031222,4,1.0009,0.03,3.1,-5.4,-8.9,0.6,False
20031223,1,1.0177,0.0,4.8,-7.9,-9.4,-6.7,False
20031224,8,1.0097,0.79,0.0,-0.5,-8.3,3.1,False
20031225,7,0.999,0.69,0.0,5.6,3.1,6.7,False
20031226,7,0.9996,0.34,0.0,4.7,3.2,7.0,False
20031227,8,0.9863,0.0,0.0,5.2,3.5,6.5,False
20031228,7,0.9903,1.05,0.0,3.9,2.4,5.9,False
20031229,8,0.9905,0.39,0.0,0.1,-1.8,3.0,False
20031230,2,1.0158,0.0,3.8,-3.4,-4.4,-1.3,False
20031231,5,1.0249,0.0,0.0,-4.9,-6.5,-2.9,False
20040101,7,1.0278,0.03,0.0,-3.4,-4.4,-2.0,False
20040102,2,1.0309,0.0,2.5,-7.7,-9.4,-3.4,False
20040103,5,1.0245,0.0,0.5,-7.2,-10.6,-5.2,False
20040104,6,1.015,0.0,-1.7,-3.5,-5.2,-2.8,False
20040105,7,1.0201,0.08,5.1,-4.2,-6.2,-2.8,False
20040106,2,1.0202,0.0,5.1,-2.7,-5.5,-0.2,False
20040107,8,1.0134,0.33,5.1,0.7,-0.5,1.1,False
20040108,8,1.0158,0.02,5.1,1.2,0.5,1.4,False
20040109,7,1.012,0.0,5.1,0.5,-0.6,1.7,False
20040110,6,1.0139,0.0,5.1,-1.7,-2.5,-0.5,False
20040111,8,1.0068,0.2,5.1,-1.6,-3.7,0.3,False
20040112,8,0.9884,0.28,5.1,0.3,-1.4,2.0,False
20040113,7,0.99,0.04,5.1,2.6,1.6,3.0,False
20040114,7,0.9872,0.0,5.1,0.9,0.3,2.6,False
20040115,8,0.9945,0.0,5.1,0.3,-0.4,0.8,False
20040116,8,0.9977,0.0,5.1,-1.9,-3.3,0.6,False
20040117,5,1.0014,0.0,5.1,-4.4,-6.3,-2.8,False
20040118,5,1.0093,0.2,5.1,-3.4,-6.8,-1.4,False
20040119,8,0.996,0.31,5.1,-0.1,-3.1,1.0,False
20040120,4,1.0116,0.03,5.1,-4.8,-6.4,-0.2,False
20040121,5,1.0186,0.01,-1.7,-11.1,-13.6,-6.4,False
20040122,4,1.0202,0.0,2.2,-10.7,-13.0,-9.3,False
20040123,8,1.0184,0.02,0.0,-4.4,-11.5,-1.9,False
20040124,7,1.0183,0.0,0.0,-1.2,-2.5,0.2,False
20040125,7,1.0167,0.02,0.0,-1.9,-2.5,-1.0,False
20040126,5,1.0119,0.0,3.5,-5.0,-6.3,-2.3,False
20040127,8,1.0022,0.26,0.0,-4.6,-6.0,-3.6,False
20040128,7,0.9949,0.14,0.1,-2.3,-4.6,-0.3,False
20040129,5,0.9986,0.08,2.3,-2.0,-2.9,-1.0,False
20040130,7,1.0036,0.68,0.0,-2.7,-4.4,-1.3,False
20040131,8,0.9919,0.97,0.0,0.3,-1.6,0.9,False
20040201,5,0.9974,0.03,0.9,-2.2,-4.5,1.1,False
20040202,6,1.0132,0.0,1.8,-1.7,-6.0,0.7,False
20040203,8,1.0125,0.26,0.0,2.0,0.3,3.4,False
20040204,5,0.9951,0.0,1.2,6.1,2.5,7.2,False
20040205,6,0.9975,0.01,3.6,4.1,3.4,6.0,False
20040206,8,0.9986,0.43,0.0,3.7,2.7,4.5,False
20040207,8,0.9951,0.06,0.0,-1.4,-3.0,3.5,False
20040208,8,0.9942,0.73,0.0,-1.4,-3.6,0.0,False
20040209,4,1.007,0.0,6.3,-5.4,-7.6,-1.3,False
20040210,2,1.0125,0.0,6.6,-5.4,-8.1,-3.5,False
20040211,1,1.0255,0.01,5.9,-8.7,-10.4,-5.7,False
20040212,6,1.0249,0.02,0.2,-7.0,-11.9,-3.1,False
20040213,5,1.0193,0.0,2.5,1.2,-3.1,4.3,False
20040214,3,1.0172,0.01,2.0,2.3,-0.1,4.2,False
20040215,5,1.0166,0.0,0.5,2.1,-0.9,5.0,False
20040216,4,1.0204,0.0,5.0,0.9,-2.0,4.1,False
20040217,8,1.009,0.23,0.0,0.9,0.1,3.1,False
20040218,4,1.0195,0.0,6.5,-1.5,-3.0,1.0,False
20040219,7,1.0288,0.0,1.9,-1.8,-5.8,1.2,False
20040220,2,1.0264,0.0,7.6,1.1,-1.0,4.1,False
20040221,0,1.0199,0.0,9.4,1.3,-1.0,4.8,False
20040222,8,1.0006,0.32,0.0,-0.6,-2.0,1.6,False
20040223,5,1.0037,0.22,2.3,-2.1,-3.1,-0.2,False
20040224,6,0.997,0.27,1.8,-2.5,-7.1,0.0,False
20040225,5,0.9903,0.01,1.5,-0.1,-1.6,1.3,False
20040226,4,0.9895,0.01,3.9,-0.5,-1.6,1.5,False
20040227,5,0.9968,0.0,2.8,-0.7,-3.4,2.5,False
20040228,8,1.0082,0.26,0.0,-0.6,-1.6,1.0,False
20040229,2,1.0216,0.0,8.6,-2.6,-4.8,-0.3,False
20040301,3,1.0151,0.0,6.9,1.6,-3.6,5.3,False
20040302,4,1.0111,0.07,5.1,0.7,-1.6,4.5,False
20040303,7,1.0253,0.0,1.9,-2.6,-3.5,-1.0,False
20040304,0,1.0334,0.0,10.4,-3.3,-6.1,-0.6,False
20040305,3,1.0255,0.0,10.0,-4.0,-7.3,-1.2,False
20040306,3,1.017,0.0,9.0,-1.4,-4.4,1.8,False
20040307,7,1.0187,0.02,0.4,0.7,-3.3,4.1,False
20040308,8,1.0292,0.02,0.3,0.0,-1.9,3.5,False
20040309,3,1.0405,0.0,5.7,0.2,-1.5,2.9,False
20040310,5,1.0426,0.0,3.3,-0.1,-2.0,1.7,False
20040311,4,1.0399,0.0,5.1,0.0,-2.6,2.6,False
20040312,3,1.0364,0.0,8.3,0.2,-2.5,3.7,False
20040313,1,1.0305,0.21,10.4,0.4,-1.9,3.2,False
20040314,8,1.0215,0.02,0.3,2.4,-0.3,5.0,False
20040315,7,1.0122,0.53,0.1,4.5,1.0,6.6,False
20040316,6,1.0101,0.17,3.6,6.2,4.7,8.5,False
20040317,8,1.0145,0.0,0.0,7.3,3.5,10.5,False
20040318,2,1.0137,0.0,11.2,7.0,3.5,10.6,False
20040319,7,1.007,0.89,1.8,4.4,3.0,8.5,False
20040320,8,0.9832,0.14,0.0,3.4,1.6,4.3,False
20040321,8,0.9792,0.13,0.6,2.0,0.0,4.6,False
20040322,8,0.9956,0.25,0.4,2.1,0.9,4.1,False
20040323,8,1.013,0.01,0.0,-0.2,-0.9,2.0,False
20040324,8,1.0221,0.0,0.0,-0.6,-1.3,0.3,False
20040325,7,1.0176,0.03,0.7,-0.1,-2.0,2.4,False
20040326,5,1.0147,0.0,4.7,0.5,-0.3,2.4,False
20040327,8,1.0044,0.0,0.1,2.0,-1.4,4.1,False
20040328,2,1.0116,0.0,-1.7,4.2,1.6,7.0,False
20040329,2,1.0142,0.0,9.4,5.3,0.6,9.6,False
20040330,3,1.0214,0.0,12.0,8.3,2.8,12.9,False
20040331,3,1.027,0.0,11.7,6.4,4.2,10.9,False
20040401,2,1.0342,0.0,12.9,0.9,-1.6,5.3,False
20040402,0,1.0349,0.0,12.5,0.9,-2.9,5.4,False
20040403,1,1.0286,0.0,12.7,2.7,-1.5,8.0,False
20040404,6,1.0153,0.29,3.5,3.7,1.0,7.8,False
20040405,7,1.0059,0.0,3.6,6.1,2.8,9.6,False
20040406,5,1.0058,0.0,4.8,5.7,2.9,9.0,False
20040407,7,1.0088,0.0,4.3,3.7,0.3,8.5,False
20040408,3,1.0116,0.0,11.1,5.4,-0.9,11.5,False
20040409,3,1.0027,0.25,10.9,8.7,1.5,15.0,False
20040410,3,1.0029,0.0,12.3,6.5,1.3,11.7,False
20040411,5,1.0096,0.0,7.3,6.4,2.3,10.4,False
20040412,2,1.0202,0.0,9.4,3.8,0.5,8.5,False
20040413,1,1.022,0.0,13.4,6.0,0.6,11.0,False
20040414,7,1.0171,0.0,8.0,9.4,4.8,14.4,False
20040415,3,1.0212,0.0,8.0,10.9,7.0,15.3,False
20040416,1,1.0197,0.0,13.7,11.6,6.2,17.1,False
20040417,3,1.012,0.0,12.5,10.9,4.7,18.0,True
20040418,5,1.0055,0.0,8.8,10.3,7.8,14.6,False
20040419,3,1.0065,0.0,12.1,9.5,6.1,13.5,False
20040420,7,1.0101,0.05,0.7,8.5,6.5,12.0,False
20040421,8,1.0146,0.09,0.7,8.1,6.0,10.3,False
20040422,8,1.0195,0.0,0.0,5.6,2.6,9.3,False
20040423,8,1.0206,0.42,0.0,4.5,2.8,7.0,False
20040424,4,1.0249,0.23,10.5,7.1,2.8,10.8,False
20040425,3,1.0271,0.0,8.1,6.6,3.7,9.7,False
20040426,4,1.0274,0.0,10.2,7.4,2.6,12.8,False
20040427,4,1.0261,0.0,12.3,7.6,5.0,11.2,False
20040428,1,1.023,0.0,14.0,8.1,1.2,13.2,False
20040429,1,1.0195,0.0,14.8,9.3,2.9,15.0,False
20040430,5,1.0185,0.0,11.7,10.6,4.0,16.0,False
20040501,5,1.0133,0.0,7.9,9.9,0.5,17.0,False
20040502,2,1.0073,0.0,14.7,11.9,6.2,19.0,True
20040503,5,1.0016,0.05,5.0,11.8,9.0,17.2,False
20040504,7,0.9996,0.06,3.1,10.1,6.5,16.0,False
20040505,6,1.0009,0.0,9.0,14.0,8.6,20.0,True
20040506,2,1.0065,0.0,13.9,16.2,11.8,20.6,True
20040507,3,1.0083,0.0,11.4,15.9,10.7,21.2,True
20040508,1,1.0088,0.0,14.2,16.2,10.8,22.0,True
20040509,5,1.0029,0.0,9.5,16.7,10.1,23.1,True
20040510,7,1.005,0.0,1.7,9.7,6.6,20.4,True
20040511,3,1.0138,0.0,12.7,8.3,3.4,14.5,False
20040512,3,1.0184,0.0,11.4,6.7,2.8,12.3,False
20040513,3,1.0199,0.38,9.7,7.1,1.6,11.4,False
20040514,7,1.0113,0.12,5.5,9.9,5.2,17.0,False
20040515,6,1.0123,0.01,3.5,10.1,6.9,14.1,False
20040516,4,1.0198,0.0,8.2,10.4,7.0,15.9,False
20040517,5,1.0163,0.0,7.6,12.7,7.7,18.7,True
20040518,4,1.0039,0.0,8.5,15.3,12.8,19.0,True
20040519,6,0.9972,1.13,4.6,10.3,8.1,16.6,False
20040520,4,1.0051,0.0,14.1,9.4,5.0,13.9,False
20040521,2,1.0078,0.0,15.9,9.4,5.2,13.5,False
20040522,5,1.0094,0.9,7.5,7.1,4.0,11.4,False
20040523,8,1.0111,0.74,0.0,5.1,3.8,7.1,False
20040524,8,1.0087,0.07,0.4,7.0,4.0,9.0,False
20040525,8,1.0096,0.76,0.2,7.6,5.4,10.3,False
20040526,7,1.0144,0.03,4.1,9.2,6.0,13.3,False
20040527,5,1.0155,0.0,6.8,10.3,4.3,14.6,False
20040528,7,1.0191,0.15,3.5,13.7,9.5,18.6,False
20040529,6,1.0221,0.28,6.0,11.2,8.6,16.2,False
20040530,3,1.0255,0.0,12.0,10.4,5.2,15.2,False
20040531,4,1.025,0.0,9.3,12.8,8.2,17.4,False
20040601,3,1.0222,0.0,14.0,14.1,9.2,20.0,True
20040602,3,1.0244,0.0,13.4,15.9,10.8,21.0,True
20040603,3,1.0222,0.0,12.0,18.1,10.8,25.3,True
20040604,4,1.0147,0.0,13.6,18.9,14.0,24.2,True
20040605,5,1.0106,0.0,6.0,16.5,11.5,20.9,True
20040606,5,1.009,0.0,7.9,16.6,14.0,21.1,True
20040607,7,1.0103,3.19,6.0,14.5,10.3,21.1,False
20040608,3,1.0138,0.09,9.7,10.4,7.4,13.5,False
20040609,2,1.0198,0.0,15.2,14.7,8.0,21.3,True
20040610,8,1.0113,0.84,0.0,11.6,9.9,16.3,False
20040611,6,1.0053,2.49,12.3,15.6,11.6,22.5,False
20040612,6,1.0084,0.0,2.8,12.0,8.3,15.3,False
20040613,3,1.0177,0.15,14.6,15.5,11.0,20.0,False
20040614,8,1.0037,0.11,1.3,15.0,13.0,19.0,False
20040615,6,0.9961,0.63,3.5,13.4,10.8,18.1,False
20040616,4,0.9981,0.0,11.0,12.0,8.3,16.3,False
20040617,7,1.0022,0.07,1.2,11.3,9.6,14.5,False
20040618,6,1.0015,0.09,3.7,12.5,10.1,16.3,False
20040619,6,1.0018,0.78,11.6,13.1,9.0,17.7,False
20040620,4,1.0031,0.02,9.2,11.8,8.4,15.8,False
20040621,4,1.0103,0.0,12.8,14.5,9.6,19.1,True
20040622,5,1.0108,0.53,6.4,14.3,11.5,18.7,False
20040623,3,1.0117,1.01,12.9,14.9,10.4,20.2,False
20040624,5,1.0006,0.57,4.1,14.2,11.8,17.5,False
20040625,5,1.0068,0.27,9.7,15.1,12.8,19.5,False
20040626,8,1.0122,0.0,0.1,14.2,12.7,15.9,False
20040627,6,1.0142,0.0,3.9,15.7,13.0,19.6,True
20040628,5,1.0101,0.0,8.8,15.9,11.5,21.9,True
20040629,6,1.0078,0.0,5.7,16.7,13.5,22.0,True
20040630,4,1.0067,0.0,12.3,17.6,13.6,21.8,True
20040701,4,1.0046,1.0,10.4,16.6,13.7,21.0,False
20040702,5,1.0027,0.68,6.4,16.1,13.7,19.3,False
20040703,3,1.0039,0.04,11.6,16.3,11.6,21.9,False
20040704,5,1.0064,0.0,8.2,16.6,13.4,20.5,True
20040705,6,1.0081,0.03,4.0,15.2,13.4,19.3,False
20040706,6,1.0078,0.17,9.9,15.6,12.5,20.6,False
20040707,3,1.0144,0.0,11.6,17.1,12.6,21.2,True
20040708,3,1.0175,0.0,13.8,17.3,13.4,21.9,True
20040709,8,1.0127,0.14,2.7,16.8,14.0,20.1,False
20040710,6,0.9999,0.1,3.5,16.6,14.7,20.0,False
20040711,8,0.9957,0.49,0.1,14.7,13.9,17.3,False
