DATE,MONTELIMAR_wind_speed,MONTELIMAR_humidity,MONTELIMAR_pressure,MONTELIMAR_global_radiation,MONTELIMAR_precipitation,MONTELIMAR_temp_mean,MONTELIMAR_temp_min,MONTELIMAR_temp_max,MONTELIMAR_picnic_weather
20070625,2.9,0.65,1.0118,2.16,0.02,21.9,17.0,26.8,False
20070626,1.9,0.67,1.0136,2.12,0.0,17.3,11.8,22.8,True
20070627,3.1,0.62,1.014,2.14,0.0,17.0,12.0,22.0,True
20070628,4.1,0.53,1.0163,3.36,0.0,16.9,9.7,24.1,True
20070629,3.2,0.51,1.0174,3.36,0.0,20.4,12.2,28.6,True
20070630,3.7,0.51,1.0165,3.12,0.0,23.4,17.7,29.0,True
20070701,2.8,0.67,1.0137,2.08,1.16,22.4,16.5,28.3,False
20070702,1.7,0.68,1.0134,2.43,0.0,22.4,17.0,27.9,True
20070703,1.6,0.64,1.0123,1.4,0.0,18.6,12.7,24.5,True
20070704,3.1,0.48,1.0157,2.82,0.0,20.0,16.4,23.5,True
20070705,3.5,0.55,1.0207,3.21,0.0,16.8,11.0,22.6,True
20070706,2.7,0.57,1.0179,3.26,0.0,21.4,13.5,29.4,True
20070707,2.5,0.56,1.0164,3.41,0.0,24.7,17.1,32.2,True
20070708,1.4,0.72,1.0164,1.98,1.82,23.0,16.7,29.2,False
20070709,3.0,0.65,1.0168,2.73,0.0,21.4,17.4,25.5,True
20070710,2.9,0.65,1.0182,2.75,0.0,16.2,10.8,21.7,True
20070711,3.3,0.62,1.0184,2.96,0.0,18.2,13.1,23.3,True
20070712,4.6,0.55,1.0197,3.42,0.0,19.8,14.8,24.9,True
20070713,3.1,0.55,1.0192,3.37,0.0,22.4,14.6,30.2,True
20070714,3.2,0.56,1.0204,3.34,0.0,24.0,16.8,31.1,True
20070715,2.8,0.46,1.0188,3.39,0.0,22.0,11.8,32.2,True
20070716,3.2,0.44,1.0162,2.97,0.0,22.9,12.3,33.6,True
20070717,2.4,0.53,1.017,2.99,0.0,25.6,17.2,33.9,True
20070718,2.7,0.58,1.0162,3.05,0.0,26.5,18.4,34.6,True
20070719,2.7,0.58,1.0138,3.13,0.0,27.0,19.7,34.2,True
20070720,4.8,0.69,1.0154,2.46,0.0,24.8,18.6,31.0,True
20070721,4.9,0.59,1.0153,2.56,0.12,23.7,19.2,28.1,False
20070722,3.1,0.57,1.0134,2.87,0.0,22.4,15.4,29.4,True
20070723,4.0,0.72,1.0064,0.8,1.26,22.8,18.7,26.8,False
20070724,2.8,0.64,1.013,2.66,0.0,22.2,16.3,28.2,True
20070725,4.8,0.57,1.0155,2.91,0.0,22.4,17.5,27.3,True
20070726,2.2,0.51,1.0145,3.31,0.0,25.2,16.5,33.8,True
20070727,3.4,0.56,1.0167,3.19,0.0,23.6,15.1,32.0,True
20070728,4.7,0.51,1.0182,3.21,0.0,26.0,21.1,30.9,True
20070729,4.0,0.57,1.0166,3.26,0.0,25.0,19.8,30.2,True
20070730,6.0,0.55,1.0153,3.1,0.0,21.7,17.6,25.7,True
20070731,6.0,0.4,1.0144,3.35,0.0,21.0,15.9,26.2,True
20070801,3.4,0.55,1.0147,3.1,0.02,21.2,11.6,30.9,False
20070802,2.5,0.7,1.0157,1.34,0.22,22.5,18.5,26.5,False
20070803,6.0,0.48,1.0199,3.2,0.0,22.6,18.8,26.4,True
20070804,4.0,0.55,1.0196,3.16,0.0,24.8,17.9,31.7,True
20070805,2.6,0.57,1.0146,3.14,0.0,24.7,15.5,33.9,True
20070806,2.2,0.66,1.012,1.78,1.86,24.2,19.3,29.0,False
20070807,6.0,0.76,1.0128,2.04,0.0,22.0,19.2,24.7,True
20070808,4.3,0.65,1.0138,2.68,0.0,19.6,15.9,23.4,True
20070809,4.9,0.71,1.0155,1.92,0.04,18.0,14.2,21.7,False
20070810,5.8,0.72,1.0135,2.55,0.0,16.6,12.2,21.1,True
20070811,5.9,0.7,1.0113,2.96,0.0,20.8,16.6,25.1,True
20070812,1.4,0.71,1.0107,2.64,0.02,23.0,14.8,31.2,False
20070813,3.4,0.68,1.0121,2.8,0.12,24.4,18.0,30.9,False
20070814,2.6,0.65,1.0137,2.56,0.0,25.2,18.5,31.9,True
20070815,3.0,0.66,1.012,2.84,0.52,24.8,19.0,30.5,False
20070816,3.8,0.69,1.0155,1.96,0.06,22.5,18.9,26.1,False
20070817,5.4,0.51,1.0189,2.55,0.0,20.4,15.9,24.9,True
20070818,5.0,0.54,1.015,2.95,0.0,20.8,15.7,25.8,True
20070819,2.0,0.56,1.012,2.61,0.0,21.6,13.7,29.4,True
20070820,3.2,0.6,1.0086,2.24,0.38,19.9,17.4,22.4,False
20070821,2.1,0.84,1.007,1.45,0.42,17.0,15.3,18.7,False
20070822,1.8,0.68,1.0117,2.09,0.0,17.9,11.2,24.6,True
20070823,1.8,0.68,1.016,1.94,0.0,17.4,10.6,24.3,True
20070824,1.1,0.67,1.0221,2.43,0.0,20.4,12.6,28.3,True
20070825,3.8,0.62,1.0251,2.56,0.0,23.0,15.4,30.6,True
20070826,4.0,0.61,1.0228,2.46,0.0,26.0,20.0,31.9,True
20070827,3.4,0.63,1.0175,2.32,0.0,27.2,20.3,34.2,True
20070828,3.2,0.65,1.0123,2.25,0.0,26.8,20.8,32.8,True
20070829,3.5,0.74,1.0098,1.24,0.06,25.0,21.7,28.4,False
20070830,7.2,0.7,1.0137,1.83,0.0,19.0,17.2,20.7,True
20070831,6.9,0.55,1.0177,2.69,0.0,19.2,14.7,23.7,True
20070901,6.8,0.61,1.0194,2.62,0.0,20.2,16.0,24.5,True
20070902,5.3,0.62,1.0183,2.45,0.0,20.3,15.4,25.3,True
20070903,5.5,0.61,1.0164,2.28,0.0,20.3,14.8,25.8,True
20070904,7.8,0.49,1.0187,2.4,0.0,18.2,15.1,21.3,True
20070905,9.0,0.48,1.0228,2.67,0.0,16.3,11.9,20.8,True
20070906,9.3,0.55,1.021,2.62,0.0,16.8,11.8,21.9,True
20070907,8.1,0.61,1.0201,2.36,0.0,19.1,15.5,22.7,True
20070908,7.0,0.59,1.0187,2.51,0.0,19.0,14.9,23.2,True
20070909,7.3,0.56,1.0163,2.53,0.0,20.0,15.5,24.5,True
20070910,5.7,0.57,1.0176,2.42,0.0,19.4,14.1,24.8,True
20070911,8.6,0.53,1.0169,2.48,0.0,18.9,15.3,22.5,True
20070912,5.9,0.58,1.0209,2.38,0.0,18.0,12.6,23.5,True
20070913,2.2,0.6,1.0206,2.22,0.0,21.4,12.8,30.1,True
20070914,1.7,0.62,1.02,1.76,0.0,22.6,15.4,29.9,True
20070915,4.3,0.55,1.0206,2.33,0.0,21.4,15.5,27.4,True
20070916,2.0,0.62,1.0193,2.18,0.0,20.6,11.8,29.5,True
20070917,2.2,0.73,1.0151,1.96,1.88,21.8,15.1,28.5,False
20070918,5.4,0.73,1.0184,1.34,0.1,16.4,13.9,18.9,False
20070919,6.8,0.61,1.0222,2.34,0.0,14.8,10.6,19.0,True
20070920,3.5,0.61,1.0239,2.28,0.0,16.9,11.2,22.6,True
20070921,1.8,0.65,1.0238,2.19,0.02,17.2,8.8,25.5,False
20070922,1.1,0.72,1.023,1.92,0.0,17.8,9.1,26.5,True
20070923,0.8,0.67,1.0217,1.83,0.0,20.0,12.2,27.9,True
20070924,1.4,0.6,1.018,1.93,0.0,21.0,13.6,28.5,True
20070925,5.2,0.53,1.0167,1.9,0.0,18.6,15.9,21.3,True
20070926,4.3,0.66,1.0114,1.56,0.04,14.2,10.6,17.8,False
20070927,2.5,0.79,1.0073,0.51,0.3,11.0,9.6,12.5,False
20070928,0.8,0.75,1.0128,1.22,0.0,14.2,9.6,18.7,True
20070929,0.8,0.81,1.0182,0.83,0.48,13.2,5.9,20.6,False
20070930,1.3,0.82,1.0225,0.9,0.04,18.8,14.8,22.9,False
20071001,1.3,0.81,1.023,0.97,0.0,19.3,14.4,24.2,True
20071002,1.7,0.75,1.0199,1.89,0.0,20.8,15.4,26.2,True
20071003,0.6,0.88,1.0195,0.65,0.06,16.1,10.9,21.3,False
20071004,1.0,0.86,1.0199,1.12,0.32,20.4,16.1,24.6,False
20071005,1.7,0.88,1.0182,0.66,0.2,19.0,16.1,21.9,False
20071006,3.1,0.82,1.0161,0.99,0.0,19.2,15.1,23.4,True
20071007,4.8,0.68,1.0181,1.83,0.0,19.1,15.3,22.9,True
20071008,4.5,0.69,1.0211,1.56,0.0,17.4,13.3,21.4,True
20071009,5.3,0.66,1.0231,1.78,0.08,16.6,12.9,20.2,False
20071010,3.6,0.72,1.0195,1.28,0.0,16.0,12.3,19.8,True
20071011,5.2,0.71,1.0221,1.61,0.0,15.7,13.5,17.9,False
20071012,5.8,0.72,1.0212,1.54,0.0,13.6,9.1,18.2,True
20071013,5.6,0.7,1.0206,1.59,0.0,15.4,12.8,17.9,False
20071014,1.5,0.73,1.0219,1.53,0.02,15.2,6.8,23.6,False
20071015,1.2,0.77,1.0223,1.44,0.02,14.2,6.1,22.2,False
20071016,1.2,0.74,1.0231,1.27,0.0,14.5,7.2,21.8,True
20071017,1.4,0.77,1.0223,1.11,0.04,16.8,11.0,22.7,False
20071018,7.3,0.57,1.0245,1.51,0.0,14.6,11.5,17.7,False
20071019,7.8,0.51,1.0255,1.62,0.0,12.2,8.8,15.7,False
20071020,7.2,0.46,1.0248,1.64,0.0,9.7,6.0,13.4,False
20071021,7.2,0.46,1.0227,1.55,0.0,8.8,4.6,13.1,False
20071022,7.6,0.53,1.0169,1.53,0.0,9.7,7.2,12.2,False
20071023,7.1,0.58,1.0139,1.44,0.0,7.5,3.0,12.0,False
20071024,5.9,0.64,1.0141,1.32,0.66,10.2,8.0,12.3,False
20071025,5.7,0.68,1.0153,1.19,0.12,10.6,7.3,13.8,False
20071026,5.7,0.72,1.018,0.53,0.4,10.6,9.0,12.1,False
20071027,5.1,0.71,1.0268,1.28,0.0,11.4,7.7,15.2,False
20071028,4.1,0.65,1.0223,1.28,0.0,12.6,6.7,18.5,True
20071029,1.8,0.76,1.0172,1.31,0.06,12.0,4.6,19.4,False
20071030,7.7,0.61,1.0151,0.64,0.02,12.5,11.1,13.9,False
20071031,7.5,0.62,1.0211,1.26,0.0,10.6,8.0,13.3,False
20071101,6.6,0.66,1.0259,1.24,0.0,10.6,7.8,13.4,False
20071102,6.9,0.65,1.0277,1.24,0.0,10.5,6.7,14.3,False
20071103,7.1,0.74,1.0249,1.04,0.0,10.8,7.8,13.9,False
20071104,6.3,0.76,1.0206,0.49,0.0,12.2,10.5,13.9,False
20071105,6.0,0.62,1.0246,1.2,0.0,12.5,9.7,15.3,False
20071106,7.5,0.6,1.027,0.91,0.0,10.4,7.2,13.7,False
20071107,7.3,0.6,1.0274,1.02,0.0,9.6,5.8,13.3,False
20071108,7.0,0.61,1.0212,1.19,0.0,11.7,7.7,15.7,False
20071109,5.4,0.58,1.024,0.95,0.0,9.8,6.4,13.3,False
20071110,6.5,0.65,1.0259,1.12,0.0,7.2,3.6,10.9,False
20071111,5.8,0.66,1.0206,0.99,0.0,11.5,8.1,14.9,False
20071112,6.1,0.57,1.0198,1.09,0.0,10.2,8.2,12.3,False
20071113,4.7,0.6,1.0177,0.94,0.0,6.8,3.6,10.1,False
20071114,5.1,0.63,1.0107,0.7,0.02,7.8,3.9,11.6,False
20071115,8.4,0.51,1.0147,0.74,0.0,3.9,2.3,5.5,False
20071116,8.6,0.51,1.0214,0.97,0.0,2.9,1.5,4.3,False
20071117,7.6,0.54,1.0211,1.06,0.0,2.2,0.0,4.3,False
20071118,2.4,0.64,1.0131,1.02,0.0,3.4,-1.8,8.5,False
20071119,3.7,0.54,1.0127,0.63,0.0,6.4,-2.2,14.9,False
20071120,5.2,0.46,1.0122,0.44,0.04,14.4,12.6,16.1,False
20071121,2.1,0.76,1.0096,0.04,2.98,14.4,12.2,16.6,False
20071122,2.5,0.91,1.0075,0.25,9.82,14.7,11.8,17.6,False
20071123,4.1,0.82,1.0128,0.87,0.02,11.0,8.2,13.9,False
20071124,7.5,0.81,1.0195,0.31,0.0,8.6,7.8,9.4,False
20071125,8.3,0.66,1.0234,0.99,0.0,8.2,6.5,10.0,False
20071126,9.1,0.56,1.0235,0.47,0.0,8.4,6.1,10.6,False
20071127,7.7,0.61,1.0232,0.65,0.0,7.8,5.8,9.7,False
20071128,4.6,0.75,1.0199,0.89,0.0,5.3,2.8,7.8,False
20071129,5.7,0.76,1.0159,0.82,0.0,4.3,0.8,7.8,False
20071130,3.9,0.7,1.0158,0.78,0.0,9.0,4.4,13.7,False
20071201,1.1,0.82,1.0178,0.79,0.02,6.8,-0.4,14.0,False
20071202,1.6,0.75,1.0186,0.78,0.04,9.5,3.7,15.3,False
20071203,2.2,0.71,1.0128,0.77,0.1,11.8,8.2,15.5,False
20071204,4.1,0.74,1.0221,0.8,0.0,8.0,3.6,12.5,False
20071205,1.8,0.7,1.025,0.87,0.0,10.4,5.3,15.5,False
20071206,3.2,0.68,1.0243,0.78,0.0,10.0,4.8,15.1,False
20071207,0.7,0.8,1.0154,0.16,0.04,9.3,7.4,11.2,False
20071208,3.1,0.64,1.0154,0.73,0.4,8.8,6.8,10.7,False
20071209,1.2,0.78,1.0057,0.66,0.04,10.4,6.3,14.4,False
20071210,1.1,0.82,1.0116,0.45,0.04,8.5,4.8,12.1,False
20071211,6.9,0.66,1.0222,0.38,0.12,7.6,5.1,10.1,False
20071212,6.8,0.7,1.0293,0.52,0.0,5.8,4.6,6.9,False
20071213,5.8,0.72,1.0314,0.82,0.0,6.5,5.1,7.9,False
20071214,6.7,0.69,1.0278,0.77,0.0,4.8,2.7,7.0,False
20071215,5.1,0.65,1.0264,0.14,0.02,1.8,0.7,2.9,False
20071216,5.2,0.68,1.0279,0.77,0.0,0.9,-1.4,3.2,False
20071217,3.8,0.72,1.027,0.56,0.0,-0.5,-3.2,2.3,False
20071218,4.2,0.76,1.031,0.64,0.0,-0.1,-3.1,2.9,False
20071219,4.4,0.83,1.0364,0.79,0.0,-1.4,-3.7,0.9,False
20071220,3.9,0.92,1.0343,0.66,0.0,-2.5,-3.8,-1.2,False
20071221,2.8,0.92,1.0299,0.6,0.0,-2.1,-4.3,0.1,False
20071222,4.2,0.84,1.0279,0.27,0.1,1.0,-1.4,3.4,False
20071223,3.8,0.73,1.0271,0.72,0.0,5.4,2.1,8.7,False
20071224,4.6,0.63,1.0274,0.75,0.0,4.0,0.5,7.4,False
20071225,2.3,0.74,1.0247,0.76,0.0,1.9,-1.6,5.4,False
20071226,5.7,0.81,1.0288,0.56,0.0,2.2,-2.5,7.0,False
20071227,5.8,0.81,1.034,0.8,0.0,4.0,1.4,6.6,False
20071228,3.0,0.82,1.0329,0.56,0.0,2.9,1.4,4.4,False
20071229,0.8,0.82,1.0286,0.78,0.0,2.7,-4.6,10.0,False
20071230,6.4,0.73,1.0254,0.61,0.0,5.3,1.5,9.1,False
20071231,6.9,0.66,1.0265,0.69,0.0,6.0,3.9,8.2,False
20080101,4.8,0.74,1.0219,0.78,0.0,3.4,1.3,5.5,False
20080102,1.0,0.77,1.0134,0.18,0.78,4.4,0.7,8.1,False
20080103,2.4,0.8,1.0031,0.1,2.84,8.0,4.9,11.2,False
20080104,1.1,0.96,1.0117,0.16,2.34,8.0,7.5,8.4,False
20080105,2.8,0.96,1.0172,0.11,2.38,8.6,7.2,10.0,False
20080106,0.7,0.96,1.019,0.28,0.34,10.4,8.8,11.9,False
20080107,1.8,0.87,1.0241,0.35,0.0,10.2,7.5,13.0,False
20080108,2.8,0.77,1.0241,0.82,0.0,8.2,5.1,11.3,False
20080109,0.7,0.94,1.0238,0.13,0.14,6.6,4.0,9.2,False
20080110,1.0,0.96,1.0226,0.24,0.64,8.0,4.1,12.0,False
20080111,6.8,0.83,1.0111,0.13,2.86,11.2,8.4,14.1,False
20080112,4.3,0.75,1.0146,0.62,0.0,6.6,4.3,8.9,False
20080113,3.2,0.7,1.0173,0.9,0.0,7.3,2.9,11.7,False
20080114,1.3,0.88,1.0156,0.05,2.76,6.6,4.7,8.6,False
20080115,2.6,0.85,1.014,0.61,1.2,7.4,2.5,12.2,False
20080116,2.7,0.82,1.0066,0.61,0.02,9.0,6.0,12.1,False
20080117,1.3,0.84,1.018,0.71,0.08,7.2,2.7,11.7,False
20080118,3.0,0.78,1.0261,0.88,0.0,10.5,4.7,16.3,False
20080119,5.4,0.62,1.0302,0.98,0.0,12.8,8.3,17.2,False
20080120,3.2,0.73,1.0297,1.0,0.0,11.0,7.5,14.5,False
20080121,1.0,0.91,1.0268,0.22,0.0,4.4,0.2,8.7,False
20080122,4.2,0.7,1.0244,0.53,0.0,9.4,5.4,13.5,False
20080123,5.0,0.55,1.0307,1.06,0.0,7.0,4.0,9.9,False
20080124,2.8,0.68,1.0324,1.03,0.0,6.6,0.2,13.1,False
20080125,8.0,0.67,1.0356,0.73,0.0,6.8,3.1,10.5,False
20080126,5.8,0.68,1.0376,1.08,0.0,7.6,5.2,9.9,False
20080127,7.6,0.53,1.0338,0.95,0.0,6.0,1.4,10.7,False
20080128,7.8,0.37,1.0301,1.01,0.0,9.2,5.7,12.7,False
20080129,2.2,0.63,1.0273,0.97,0.0,8.2,2.1,14.3,False
20080130,4.7,0.67,1.0267,0.97,0.0,8.8,6.7,10.9,False
20080131,4.8,0.74,1.025,0.88,0.0,5.4,3.5,7.2,False
20080201,1.4,0.74,1.0168,0.64,0.46,4.0,-1.0,9.1,False
20080202,5.0,0.69,1.0182,0.95,0.0,6.6,4.5,8.8,False
20080203,4.1,0.63,1.0167,0.55,0.76,6.0,-0.1,12.0,False
20080204,3.2,0.79,1.0145,0.48,1.02,7.4,4.5,10.2,False
20080205,1.4,0.72,1.0248,1.14,0.0,7.8,1.5,14.2,False
20080206,2.0,0.77,1.0309,0.82,0.0,7.6,0.4,14.8,False
20080207,6.0,0.57,1.0328,1.19,0.0,10.4,7.8,12.9,False
20080208,1.5,0.69,1.0333,1.27,0.0,9.4,3.1,15.7,False
20080209,0.6,0.8,1.0322,1.26,0.0,6.2,-2.3,14.6,False
20080210,0.4,0.83,1.0313,1.26,0.0,6.0,-2.1,14.1,False
20080211,1.1,0.8,1.031,1.26,0.0,6.0,-1.0,12.9,False
20080212,1.4,0.79,1.0314,1.24,0.0,4.8,-2.2,11.8,False
20080213,0.4,0.79,1.0335,1.27,0.0,5.2,-3.1,13.5,False
20080214,0.9,0.76,1.0323,1.33,0.0,6.1,-2.4,14.6,False
20080215,5.8,0.73,1.0284,1.3,0.0,4.7,-1.7,11.1,False
20080216,4.2,0.64,1.0344,1.31,0.0,6.0,2.6,9.5,False
20080217,0.9,0.7,1.0387,0.54,0.0,6.0,1.1,10.9,False
20080218,0.9,0.74,1.0319,1.03,0.0,8.5,4.5,12.5,False
20080219,2.0,0.74,1.0262,1.0,0.0,6.0,-1.0,13.0,False
20080220,1.5,0.7,1.0256,0.53,0.0,9.4,6.9,12.0,False
20080221,2.6,0.7,1.0282,1.42,0.0,11.0,5.1,17.0,False
20080222,3.8,0.66,1.0302,1.14,0.0,11.8,7.2,16.4,False
20080223,3.4,0.69,1.0288,1.56,0.0,12.4,7.3,17.4,False
20080224,3.1,0.74,1.0279,1.04,0.0,11.7,8.0,15.4,False
20080225,1.6,0.79,1.0254,1.01,0.06,11.4,7.0,15.7,False
20080226,1.1,0.92,1.022,0.31,0.24,11.7,10.1,13.3,False
20080227,3.0,0.76,1.0206,1.28,0.0,13.6,10.5,16.6,False
20080228,2.0,0.65,1.0228,1.56,0.0,13.4,8.0,18.9,True
20080229,1.1,0.76,1.0235,1.22,0.0,13.3,7.5,19.1,True
20080301,2.4,0.69,1.0191,1.08,0.0,13.2,8.2,18.3,True
20080302,4.1,0.52,1.0187,1.69,0.0,15.0,10.2,19.8,True
20080303,3.9,0.6,1.0166,1.41,0.0,13.5,8.5,18.5,True
20080304,6.3,0.7,1.0148,1.02,0.36,6.0,1.5,10.5,False
20080305,13.2,0.45,1.0186,1.59,0.0,5.8,3.8,7.8,False
20080306,9.4,0.39,1.0185,1.91,0.0,5.0,1.2,8.9,False
20080307,8.1,0.55,1.0131,1.19,0.0,6.0,3.0,9.1,False
20080308,5.2,0.62,1.0121,1.91,0.0,9.8,5.7,13.9,False
20080309,1.7,0.79,1.0106,1.03,1.56,6.2,-0.2,12.6,False
20080310,1.6,0.89,1.0034,0.56,0.44,6.6,3.7,9.5,False
20080311,0.7,0.86,1.0098,0.79,0.08,8.4,4.9,12.0,False
20080312,2.3,0.68,1.0165,1.01,0.0,12.6,5.9,19.3,True
20080313,4.2,0.53,1.0204,1.83,0.0,11.7,7.9,15.5,False
20080314,3.1,0.62,1.0162,2.06,0.0,13.6,6.4,20.7,True
20080315,2.0,0.84,1.0133,1.36,0.68,9.2,2.9,15.5,False
20080316,2.6,0.68,1.0123,1.53,0.0,12.4,7.4,17.5,False
20080317,3.3,0.75,1.0109,1.46,0.0,10.6,7.0,14.2,False
20080318,8.6,0.52,1.009,2.06,0.0,9.0,6.1,11.8,False
20080319,7.6,0.48,1.0127,2.25,0.0,6.8,2.7,10.8,False
20080320,7.3,0.51,1.0166,2.27,0.0,7.2,3.6,10.7,False
20080321,2.4,0.69,1.0003,0.72,0.18,7.8,2.9,12.6,False
20080322,2.0,0.72,0.994,1.22,0.02,7.1,3.0,11.2,False
20080323,4.6,0.69,0.9991,1.55,0.06,5.0,2.2,7.7,False
20080324,3.3,0.72,1.0026,1.4,0.04,3.7,-0.5,7.9,False
20080325,3.5,0.71,1.0105,1.01,0.0,5.6,2.6,8.6,False
20080326,1.3,0.72,1.0058,1.26,0.24,8.2,2.0,14.3,False
20080327,3.0,0.6,1.0048,2.2,0.0,8.2,2.4,13.9,False
20080328,2.8,0.55,1.0144,2.14,0.0,11.4,4.6,18.1,True
20080329,2.9,0.51,1.0205,2.48,0.0,12.8,7.0,18.6,True
20080330,3.4,0.7,1.0158,0.44,0.92,8.3,1.5,15.1,False
20080331,4.7,0.73,1.0181,1.1,0.0,10.0,7.4,12.5,False
20080401,6.6,0.58,1.0236,2.37,0.0,12.3,7.9,16.8,False
20080402,6.2,0.56,1.0241,2.09,0.0,14.5,11.1,17.9,False
20080403,7.2,0.57,1.0217,2.33,0.0,13.3,10.2,16.4,False
20080404,6.6,0.54,1.0219,2.6,0.0,11.4,6.8,16.0,False
20080405,4.3,0.51,1.0119,2.55,0.0,12.3,6.4,18.2,True
20080406,2.8,0.54,1.0036,1.85,0.0,9.9,2.9,16.9,False
20080407,4.6,0.39,1.0064,2.78,0.0,7.2,2.4,11.9,False
20080408,1.1,0.81,1.0037,0.31,0.54,8.0,6.7,9.2,False
20080409,1.0,0.92,0.9988,0.21,0.08,10.0,5.9,14.0,False
20080410,1.3,0.88,0.9969,0.68,1.34,14.4,10.4,18.4,False
20080411,2.4,0.88,1.0032,0.38,1.14,10.2,6.3,14.0,False
20080412,4.2,0.64,1.0132,2.24,0.0,10.4,5.7,15.0,False
20080413,1.8,0.68,1.0163,2.54,1.6,10.4,1.5,19.3,False
20080414,3.5,0.65,1.0181,2.67,0.0,11.6,7.6,15.6,False
20080415,4.2,0.6,1.0208,2.59,0.0,9.7,4.9,14.5,False
20080416,4.2,0.61,1.0147,1.95,0.0,9.9,5.6,14.2,False
20080417,1.9,0.79,1.0024,0.93,0.22,8.8,3.1,14.6,False
20080418,2.4,0.89,0.9958,0.89,1.9,9.4,4.4,14.3,False
20080419,2.3,0.69,1.003,2.7,0.0,11.8,4.7,19.0,True
20080420,3.6,0.73,1.0011,0.6,2.7,14.8,11.5,18.1,False
20080421,1.4,0.83,1.0026,1.58,0.66,13.2,9.9,16.6,False
20080422,1.6,0.79,1.0105,1.55,0.0,11.9,6.9,16.9,False
20080423,4.6,0.65,1.0178,2.79,0.0,15.6,11.2,19.9,True
20080424,4.8,0.62,1.0246,2.89,0.0,16.7,12.6,20.8,True
20080425,5.5,0.55,1.0265,2.9,0.0,16.2,12.0,20.4,True
20080426,3.9,0.55,1.0235,3.03,0.0,18.0,12.5,23.4,True
20080427,2.8,0.6,1.0218,2.85,0.0,15.2,7.8,22.6,True
20080428,2.2,0.7,1.0135,1.2,0.6,14.8,10.1,19.5,False
20080429,2.2,0.66,1.007,2.99,0.06,13.6,7.7,19.6,False
20080430,1.4,0.81,1.0081,1.46,1.24,12.6,9.0,16.2,False
20080501,1.4,0.65,1.0162,3.02,0.0,12.7,4.5,20.9,True
20080502,0.8,0.62,1.0214,3.05,0.02,15.0,4.9,25.1,False
20080503,1.2,0.66,1.021,3.07,0.0,16.8,7.0,26.5,True
20080504,1.0,0.62,1.0189,2.75,0.0,17.5,8.3,26.7,True
20080505,2.6,0.67,1.0173,2.33,1.52,17.6,9.6,25.6,False
20080506,1.5,0.77,1.0201,2.09,0.02,18.3,14.6,22.0,False
20080507,1.6,0.68,1.0183,3.11,0.0,16.4,8.1,24.6,True
20080508,1.8,0.66,1.0157,3.1,0.02,16.3,7.9,24.7,False
20080509,1.1,0.68,1.0133,1.95,0.0,16.0,9.1,22.9,True
20080510,1.3,0.57,1.0121,2.7,0.0,19.8,13.7,25.9,True
20080511,2.0,0.73,1.015,2.42,0.0,18.0,10.0,26.1,True
20080512,2.4,0.71,1.0145,2.9,0.0,18.3,13.0,23.6,True
20080513,0.8,0.68,1.0135,1.89,0.0,18.0,13.1,23.0,True
20080514,2.0,0.63,1.0136,2.64,0.02,17.4,10.4,24.5,False
20080515,2.4,0.72,1.0123,0.96,0.06,17.4,14.3,20.4,False
20080516,1.6,0.74,1.0097,1.39,1.36,17.8,13.9,21.7,False
20080517,1.8,0.88,1.0083,1.1,1.14,15.8,13.2,18.4,False
20080518,5.1,0.69,1.0063,3.29,0.0,17.2,13.1,21.2,True
20080519,6.4,0.65,1.0048,2.85,0.0,16.8,13.6,20.0,True
20080520,5.7,0.64,1.0058,2.44,0.0,17.2,14.4,19.9,True
20080521,3.9,0.6,1.0106,3.12,0.0,16.8,12.3,21.2,True
20080522,2.9,0.59,1.0126,3.08,0.0,17.7,12.4,23.0,True
20080523,2.7,0.61,1.0107,2.79,0.0,18.1,11.4,24.8,True
20080524,3.6,0.7,1.0086,1.24,1.0,20.2,16.4,24.0,False
20080525,0.9,0.91,1.0104,0.56,3.24,17.4,16.1,18.7,False
20080526,1.4,0.88,1.0086,0.69,1.16,18.0,15.9,20.2,False
20080527,3.0,0.88,1.0056,0.68,0.46,19.0,16.5,21.6,False
20080528,2.2,0.74,1.0121,2.32,3.08,19.7,16.0,23.4,False
20080529,2.3,0.89,1.0108,0.97,1.82,16.9,14.0,19.8,False
20080530,1.1,0.9,1.0124,1.08,3.18,18.2,14.5,21.8,False
20080531,1.9,0.8,1.0156,2.33,0.08,19.3,14.8,23.8,False
20080601,1.4,0.82,1.0134,1.54,1.56,18.2,14.6,21.9,False
20080602,1.2,0.86,1.0143,1.46,0.3,18.0,15.9,20.1,False
20080603,3.2,0.68,1.0147,3.21,0.0,18.0,11.4,24.6,True
20080604,5.4,0.61,1.0147,3.4,0.0,17.8,14.1,21.6,True
20080605,4.6,0.77,1.0128,1.15,0.06,16.8,15.2,18.3,False
20080606,6.3,0.79,1.0151,1.33,0.04,15.0,12.9,17.1,False
20080607,5.8,0.73,1.0162,1.93,0.0,15.1,12.7,17.5,False
20080608,5.5,0.73,1.0154,2.91,0.0,17.2,13.2,21.2,True
20080609,3.3,0.72,1.0179,2.48,0.0,20.3,16.1,24.5,True
20080610,1.8,0.75,1.0192,2.44,0.52,21.6,16.5,26.6,False
20080611,3.8,0.68,1.0159,3.35,0.0,19.6,13.5,25.7,True
20080612,5.4,0.63,1.0135,3.44,0.0,19.6,16.2,23.0,True
20080613,5.2,0.57,1.0142,3.34,0.0,16.5,12.6,20.4,True
