DATE,SONNBLICK_cloud_cover,SONNBLICK_humidity,SONNBLICK_global_radiation,SONNBLICK_precipitation,SONNBLICK_sunshine,SONNBLICK_temp_mean,SONNBLICK_temp_min,SONNBLICK_temp_max,SONNBLICK_picnic_weather
20070719,1,0.61,3.4,0.0,13.7,9.3,6.9,11.7,False
20070720,3,0.63,3.42,0.0,13.1,8.7,6.2,11.1,False
20070721,3,0.79,3.09,0.0,13.9,7.1,4.8,9.4,False
20070722,6,0.97,2.25,0.87,4.7,5.2,2.0,8.4,False
20070723,7,0.97,1.27,0.0,1.0,3.8,1.8,5.7,False
20070724,8,0.99,0.57,2.81,0.0,2.3,-0.4,4.9,False
20070725,4,0.93,3.5,0.0,13.3,0.4,-3.6,4.4,False
20070726,3,0.82,3.11,0.0,11.3,4.2,1.2,7.2,False
20070727,6,0.94,1.49,0.31,4.4,5.9,3.8,7.9,False
20070728,7,0.99,1.21,0.87,4.2,5.5,4.0,7.0,False
20070729,7,0.98,1.5,1.15,2.2,3.8,1.7,5.8,False
20070730,8,1.0,2.3,0.2,1.8,0.5,-3.2,4.2,False
20070731,7,0.98,2.47,0.0,3.8,-3.9,-7.1,-0.7,False
20070801,1,0.7,3.51,0.0,14.7,0.6,-4.8,5.9,False
20070802,3,0.73,3.11,1.13,12.1,6.4,3.4,9.3,False
20070803,8,0.98,1.57,0.88,0.7,1.5,-0.5,3.5,False
20070804,8,0.98,1.28,0.0,14.6,-1.1,-2.4,0.3,False
20070805,0,0.89,3.45,0.0,0.0,0.3,-5.0,5.5,False
20070806,3,0.76,2.35,0.0,8.4,5.1,3.3,6.9,False
20070807,6,0.83,1.89,0.88,6.9,5.9,2.9,8.8,False
20070808,8,0.99,0.64,1.12,0.0,3.0,2.1,3.8,False
20070809,8,0.97,1.83,0.71,3.9,2.7,0.4,5.0,False
20070810,8,0.98,1.99,0.13,0.0,0.7,-1.0,2.4,False
20070811,8,1.0,1.32,0.59,0.0,0.8,-0.5,2.0,False
20070812,8,0.99,1.76,0.0,4.0,3.1,0.8,5.3,False
20070813,7,0.95,1.5,0.89,3.0,3.7,1.4,5.9,False
20070814,6,0.94,1.56,0.31,4.0,4.0,1.9,6.0,False
20070815,5,0.84,1.72,0.0,5.8,5.6,2.8,8.4,False
20070816,5,0.93,1.92,0.04,7.1,6.8,4.6,8.9,False
20070817,8,0.99,0.5,1.88,0.0,2.9,-0.2,5.9,False
20070818,7,0.97,1.1,0.08,0.0,1.7,0.1,3.3,False
20070819,5,0.91,1.48,0.63,5.7,3.7,1.6,5.8,False
20070820,8,0.99,0.93,1.1,0.0,0.9,-0.8,2.6,False
20070821,8,0.99,1.07,0.3,0.0,-1.4,-2.6,-0.1,False
20070822,7,0.98,1.71,0.1,0.3,-0.4,-1.6,0.8,False
20070823,8,0.98,0.45,0.6,0.0,1.7,0.2,3.1,False
20070824,3,0.56,2.39,0.0,8.8,3.0,0.3,5.6,False
20070825,7,0.72,2.61,0.49,11.3,5.9,3.8,7.9,False
20070826,2,0.72,2.73,0.0,12.6,3.6,1.9,5.3,False
20070827,5,0.7,2.14,0.0,0.0,5.3,3.0,7.5,False
20070828,7,0.89,1.53,0.48,6.1,5.8,3.9,7.7,False
20070829,8,0.97,0.68,2.53,8.0,3.4,2.2,4.5,False
20070830,8,0.99,0.48,1.06,0.0,2.0,-0.1,4.1,False
20070831,5,0.79,2.29,0.12,7.4,-3.0,-6.1,0.1,False
20070901,8,1.0,1.43,1.35,0.0,-1.4,-2.6,-0.2,False
20070902,6,0.96,1.73,0.01,2.8,-1.3,-3.2,0.6,False
20070903,7,0.98,1.78,1.67,5.9,0.3,-1.9,2.5,False
20070904,8,1.0,1.38,2.09,0.0,-4.8,-9.5,-0.1,False
20070905,8,0.99,1.48,1.47,0.0,-9.3,-10.3,-8.2,False
20070906,8,1.0,1.51,0.85,0.0,-7.7,-9.0,-6.4,False
20070907,8,0.97,1.63,0.5,0.0,-4.7,-6.5,-2.9,False
20070908,7,0.99,1.78,0.36,2.3,-2.7,-4.0,-1.4,False
20070909,8,0.98,1.62,1.41,0.9,-2.4,-3.4,-1.4,False
20070910,5,0.8,2.27,1.16,8.4,-3.7,-6.8,-0.5,False
20070911,8,0.98,2.09,1.99,2.6,-3.9,-6.5,-1.3,False
20070912,3,0.89,2.54,0.0,9.9,-4.3,-6.4,-2.1,False
20070913,1,0.68,2.63,0.0,11.6,-0.7,-3.8,2.5,False
20070914,2,0.67,2.3,0.14,10.4,0.8,-0.3,1.8,False
20070915,5,0.93,1.7,0.0,6.9,0.4,-1.0,1.7,False
20070916,4,0.97,2.44,0.0,11.2,1.8,-0.4,3.9,False
20070917,5,0.88,1.01,0.11,2.8,2.0,1.5,2.5,False
20070918,8,0.99,0.59,2.03,0.0,-2.6,-6.7,1.6,False
20070919,5,0.97,2.48,0.0,10.5,-7.9,-11.0,-4.7,False
20070920,1,0.96,2.37,0.0,11.7,-5.3,-7.9,-2.6,False
20070921,0,0.75,2.4,0.0,11.9,-1.9,-4.7,0.9,False
20070922,1,0.75,2.28,0.0,11.9,0.9,-0.7,2.5,False
20070923,3,0.69,1.92,0.0,7.6,2.2,0.5,3.9,False
20070924,2,0.87,1.72,0.0,9.5,2.2,0.7,3.6,False
20070925,6,0.99,1.7,0.0,5.2,0.7,-1.5,2.9,False
20070926,8,0.99,0.87,1.1,0.0,-3.4,-5.4,-1.4,False
20070927,8,1.0,1.11,0.95,0.0,-4.6,-6.0,-3.2,False
20070928,8,1.0,1.33,0.62,0.0,-5.6,-6.2,-4.9,False
20070929,8,0.96,1.32,0.05,0.8,-5.2,-6.7,-3.7,False
20070930,2,0.79,2.1,0.0,8.4,-3.0,-6.9,0.9,False
20071001,5,0.76,1.96,0.0,9.3,1.1,-1.9,4.0,False
20071002,5,0.75,1.91,0.02,9.4,2.5,1.2,3.7,False
20071003,3,0.84,1.69,0.0,8.1,2.8,0.6,4.9,False
20071004,7,0.83,1.15,0.0,1.7,3.0,2.1,3.9,False
20071005,7,0.93,1.21,0.34,3.5,2.8,1.7,3.9,False
20071006,7,0.99,1.28,0.54,4.4,0.3,-2.0,2.5,False
20071007,1,0.31,2.02,0.0,11.4,-2.0,-5.3,1.3,False
20071008,0,0.49,2.08,0.0,11.2,1.0,-1.5,3.5,False
20071009,4,0.7,2.2,0.0,10.1,-1.8,-3.0,-0.6,False
20071010,6,0.78,1.08,0.0,9.5,-3.6,-5.8,-1.4,False
20071011,2,0.76,1.77,0.0,9.6,-4.8,-8.8,-0.8,False
20071012,5,0.69,1.58,0.03,7.4,-3.1,-4.9,-1.2,False
20071013,5,0.78,1.7,0.0,7.8,-5.8,-6.9,-4.6,False
20071014,0,0.51,1.82,0.0,10.9,-2.7,-5.3,-0.1,False
20071015,1,0.35,1.82,0.0,11.0,2.4,-0.5,5.2,False
20071016,0,0.39,1.8,0.0,10.8,2.5,1.3,3.7,False
20071017,2,0.38,1.78,0.03,10.6,0.5,-0.5,1.5,False
20071018,8,0.98,0.32,1.71,0.0,-6.0,-11.4,-0.5,False
20071019,8,0.99,0.81,1.24,0.0,-12.4,-13.3,-11.4,False
20071020,8,1.0,0.91,0.83,0.0,-14.2,-15.5,-12.9,False
20071021,8,0.99,1.21,0.79,0.0,-13.4,-14.9,-11.9,False
20071022,8,1.0,0.81,0.85,0.0,-12.4,-15.3,-9.5,False
20071023,8,1.0,1.01,1.0,0.0,-8.1,-9.8,-6.3,False
20071024,8,1.0,0.87,0.3,0.0,-9.6,-13.0,-6.1,False
20071025,3,0.93,1.58,0.0,10.0,-6.3,-7.6,-4.9,False
20071026,8,0.96,0.61,0.42,0.0,-5.5,-7.7,-3.2,False
20071027,6,0.97,1.22,1.94,0.0,-2.9,-3.4,-2.4,False
20071028,5,0.94,1.26,0.25,3.8,-5.8,-9.0,-2.6,False
20071029,3,0.53,1.39,0.0,8.4,-4.6,-9.5,0.3,False
20071030,8,0.82,0.7,0.63,0.0,-4.1,-7.6,-0.5,False
20071031,5,0.94,0.99,0.0,1.3,-9.4,-11.1,-7.6,False
20071101,1,0.72,1.34,0.0,6.9,-7.8,-11.1,-4.4,False
20071102,4,0.77,0.89,0.0,4.6,-3.7,-5.5,-1.9,False
20071103,1,0.72,1.36,0.0,9.6,-1.2,-3.2,0.8,False
20071104,6,0.97,0.84,0.0,0.5,-5.7,-9.9,-1.4,False
20071105,1,0.39,1.37,0.0,9.8,-8.1,-10.6,-5.6,False
20071106,8,0.85,0.58,3.4,0.0,-9.7,-13.3,-6.1,False
20071107,8,0.93,0.75,2.46,0.0,-12.0,-14.8,-9.2,False
20071108,5,0.94,1.07,0.74,2.0,-8.8,-10.5,-7.1,False
20071109,8,0.97,0.65,2.1,0.0,-12.0,-16.6,-7.4,False
20071110,8,0.98,0.46,3.32,0.0,-14.3,-16.9,-11.6,False
20071111,8,0.98,0.87,2.98,0.0,-11.1,-14.1,-8.0,False
20071112,8,0.97,0.81,1.75,0.0,-13.6,-17.6,-9.6,False
20071113,5,0.78,1.19,0.37,7.7,-17.8,-19.1,-16.4,False
20071114,7,0.97,1.04,0.93,0.0,-15.7,-18.7,-12.7,False
20071115,8,0.98,0.86,0.27,0.0,-18.5,-21.0,-15.9,False
20071116,7,0.92,0.88,0.0,0.0,-18.1,-20.6,-15.6,False
20071117,3,0.88,0.95,0.0,3.0,-16.3,-17.8,-14.7,False
20071118,8,0.9,0.69,0.05,0.0,-14.1,-18.1,-10.0,False
20071119,5,0.54,1.05,0.0,6.7,-8.1,-10.8,-5.3,False
20071120,5,0.61,0.64,0.0,0.7,-5.5,-8.6,-2.3,False
20071121,7,0.97,0.53,0.0,0.0,-3.7,-4.3,-3.1,False
20071122,8,0.96,0.65,0.05,0.0,-4.4,-5.2,-3.6,False
20071123,8,0.98,0.28,1.6,0.0,-4.6,-5.3,-3.9,False
20071124,8,0.97,0.32,2.47,0.0,-3.7,-4.4,-3.0,False
20071125,8,0.96,0.59,1.2,0.0,-7.4,-10.5,-4.3,False
20071126,8,0.98,0.45,2.63,0.0,-13.2,-17.6,-8.7,False
20071127,5,0.92,0.82,0.12,2.7,-15.8,-17.6,-13.9,False
20071128,1,0.68,0.95,0.0,8.9,-9.6,-14.3,-4.9,False
20071129,1,0.64,0.92,0.0,9.0,-5.1,-6.3,-3.9,False
20071130,7,0.96,0.73,0.11,2.1,-8.1,-10.3,-5.8,False
20071201,5,0.68,0.81,0.15,7.0,-6.8,-9.8,-3.8,False
20071202,7,0.98,0.82,0.21,3.8,-7.4,-9.6,-5.2,False
20071203,8,0.97,0.72,0.85,0.8,-11.4,-13.5,-9.2,False
20071204,8,0.99,0.37,2.09,0.0,-15.1,-16.8,-13.4,False
20071205,6,0.86,0.6,0.07,0.0,-10.6,-15.5,-5.7,False
20071206,5,0.9,0.86,0.1,5.5,-7.3,-8.8,-5.7,False
20071207,7,1.0,0.4,1.35,0.0,-6.2,-8.6,-3.8,False
20071208,8,1.0,0.53,0.5,0.0,-9.3,-13.6,-5.0,False
20071209,7,0.95,0.35,1.3,0.0,-10.5,-13.5,-7.5,False
20071210,5,0.96,0.73,0.4,5.7,-11.7,-13.6,-9.8,False
20071211,8,0.97,0.42,1.45,0.0,-13.4,-14.3,-12.4,False
20071212,8,1.0,0.42,0.88,0.0,-14.1,-14.7,-13.5,False
20071213,8,0.95,0.56,0.1,0.0,-15.0,-16.7,-13.2,False
20071214,7,0.91,0.42,0.04,0.8,-18.3,-20.3,-16.3,False
20071215,3,0.88,0.84,0.0,6.6,-20.4,-22.3,-18.5,False
20071216,5,0.88,0.82,0.0,6.7,-17.5,-19.6,-15.4,False
20071217,1,0.88,0.86,0.0,8.4,-15.5,-16.4,-14.5,False
20071218,3,0.65,0.8,0.0,6.1,-13.2,-15.4,-11.0,False
20071219,0,0.53,0.82,0.0,8.6,-11.1,-12.8,-9.3,False
20071220,1,0.55,0.8,0.0,8.7,-7.6,-10.5,-4.6,False
20071221,0,0.51,0.82,0.0,8.5,-7.1,-7.7,-6.4,False
20071222,3,0.47,0.79,0.0,7.8,-7.8,-8.6,-6.9,False
20071223,6,0.67,0.63,0.0,4.1,-8.2,-9.4,-6.9,False
20071224,2,0.57,0.82,0.0,8.1,-11.1,-13.7,-8.5,False
20071225,7,0.94,0.7,0.04,3.5,-15.3,-16.9,-13.7,False
20071226,3,0.58,0.78,0.0,7.6,-14.0,-17.9,-10.0,False
20071227,0,0.49,0.79,0.0,7.6,-10.5,-12.5,-8.4,False
20071228,2,0.29,0.86,0.0,7.7,-7.3,-10.1,-4.4,False
20071229,0,0.21,0.85,0.0,7.8,-6.1,-7.9,-4.2,False
20071230,6,0.77,0.45,0.28,0.0,-11.0,-14.0,-7.9,False
20071231,8,1.0,0.38,1.2,0.0,-15.7,-17.3,-14.0,False
20080101,3,0.95,0.86,0.03,7.4,-19.1,-20.9,-17.3,False
20080102,0,0.65,0.89,0.0,8.7,-18.4,-20.0,-16.7,False
20080103,5,0.92,0.64,0.0,0.0,-15.8,-19.7,-11.8,False
20080104,6,0.9,0.62,0.2,0.2,-11.2,-12.4,-10.0,False
20080105,8,0.98,0.36,1.58,1.2,-10.5,-12.1,-8.8,False
20080106,8,0.97,0.64,0.95,0.0,-9.8,-11.6,-8.0,False
20080107,7,0.97,0.62,0.61,1.1,-9.6,-12.8,-6.3,False
20080108,0,0.64,0.92,0.0,8.4,-11.9,-14.5,-9.3,False
20080109,6,0.44,0.59,0.0,0.6,-8.3,-11.0,-5.5,False
20080110,3,0.71,0.9,0.0,8.3,-8.0,-10.0,-5.9,False
20080111,5,0.95,0.6,0.41,1.9,-8.0,-9.9,-6.0,False
20080112,8,0.96,0.21,1.7,0.0,-8.1,-8.9,-7.2,False
20080113,8,0.96,0.42,0.21,0.0,-8.9,-10.2,-7.5,False
20080114,3,0.95,0.89,0.0,6.9,-9.7,-10.5,-8.8,False
20080115,6,0.96,0.86,0.18,0.0,-11.1,-12.2,-10.0,False
20080116,8,0.96,0.37,0.87,0.0,-10.3,-10.6,-10.0,False
20080117,8,0.96,0.53,1.4,0.0,-10.0,-10.6,-9.4,False
20080118,6,0.96,0.99,0.61,5.9,-10.2,-11.5,-8.9,False
20080119,4,0.75,0.65,0.0,1.6,-7.5,-11.6,-3.3,False
20080120,6,0.35,0.7,0.0,3.2,-3.9,-5.6,-2.2,False
20080121,2,0.4,0.99,0.0,7.8,-2.9,-3.8,-2.0,False
20080122,7,0.93,0.54,2.05,0.0,-9.9,-16.2,-3.6,False
20080123,3,0.83,1.07,0.0,7.5,-16.0,-20.3,-11.6,False
20080124,2,0.85,1.07,0.0,9.1,-9.3,-16.2,-2.3,False
20080125,3,0.47,0.91,0.0,5.4,-6.9,-10.8,-2.9,False
20080126,3,0.27,1.13,0.0,8.3,-5.4,-7.6,-3.1,False
20080127,8,0.87,0.46,2.19,0.0,-7.8,-10.2,-5.4,False
20080128,4,0.84,1.04,0.0,5.1,-7.7,-10.6,-4.7,False
20080129,3,0.37,1.19,0.0,9.3,-4.9,-6.2,-3.6,False
20080130,8,0.78,0.95,0.19,3.1,-7.9,-11.8,-4.0,False
20080131,7,0.95,0.89,0.0,0.4,-12.1,-12.9,-11.2,False
20080201,7,0.9,0.89,0.48,1.1,-10.5,-13.0,-8.0,False
20080202,8,0.95,0.66,1.19,0.0,-13.4,-16.4,-10.4,False
20080203,8,0.95,0.85,0.62,0.4,-13.7,-16.9,-10.4,False
20080204,8,0.95,0.53,1.27,0.0,-10.4,-11.3,-9.4,False
20080205,6,0.95,0.81,0.04,0.4,-10.9,-13.1,-8.6,False
20080206,7,0.95,0.91,1.64,3.4,-8.9,-11.5,-6.2,False
20080207,8,0.94,0.78,1.12,0.0,-14.1,-16.7,-11.5,False
20080208,2,0.79,1.4,0.0,9.5,-15.6,-18.6,-12.5,False
20080209,1,0.76,1.39,0.0,9.7,-12.4,-13.8,-10.9,False
20080210,1,0.39,1.39,0.0,9.5,-10.6,-12.5,-8.7,False
20080211,2,0.45,1.47,0.0,10.3,-12.2,-14.2,-10.2,False
20080212,0,0.42,1.52,0.0,10.3,-10.1,-11.8,-8.3,False
20080213,0,0.2,1.54,0.0,10.4,-8.8,-11.8,-5.7,False
20080214,1,0.4,1.54,0.0,10.3,-8.6,-9.9,-7.2,False
20080215,3,0.74,1.47,0.0,9.2,-12.4,-16.7,-8.1,False
20080216,0,0.37,1.66,0.0,10.4,-18.4,-20.0,-16.7,False
20080217,3,0.55,1.56,0.0,8.9,-14.9,-18.8,-11.0,False
20080218,2,0.55,1.62,0.0,10.7,-12.0,-13.4,-10.5,False
20080219,0,0.68,1.66,0.0,10.5,-8.9,-12.2,-5.5,False
20080220,2,0.38,1.69,0.0,10.2,-6.8,-8.1,-5.5,False
20080221,5,0.94,1.26,0.0,4.1,-8.0,-9.1,-6.8,False
20080222,6,0.94,1.13,0.1,0.8,-6.5,-9.7,-3.2,False
20080223,5,0.78,1.54,0.17,5.0,-6.0,-7.8,-4.2,False
20080224,2,0.36,1.77,0.0,10.5,-2.6,-6.6,1.4,False
20080225,2,0.59,1.74,0.0,9.2,-2.8,-4.3,-1.3,False
20080226,2,0.78,1.85,0.09,10.5,-4.9,-5.6,-4.2,False
20080227,7,0.92,1.64,0.09,4.0,-6.3,-7.8,-4.8,False
20080228,3,0.54,1.88,0.0,9.2,-9.2,-11.9,-6.4,False
20080229,7,0.95,1.3,0.49,1.3,-5.3,-7.2,-3.4,False
20080301,8,0.94,0.76,3.19,0.0,-8.1,-11.5,-4.6,False
20080302,6,0.95,1.28,1.25,3.3,-9.2,-12.1,-6.2,False
20080303,5,0.82,2.12,1.17,10.0,-4.6,-7.1,-2.1,False
20080304,8,0.96,1.02,1.49,0.0,-10.9,-16.4,-5.3,False
20080305,6,0.9,1.22,0.79,0.0,-18.3,-20.1,-16.4,False
20080306,4,0.89,1.77,0.0,8.0,-15.4,-23.3,-7.4,False
20080307,8,0.95,1.32,0.02,0.0,-6.2,-8.6,-3.7,False
20080308,5,0.95,1.66,0.0,0.0,-7.2,-9.5,-4.8,False
20080309,8,0.97,1.73,0.02,3.5,-8.4,-9.5,-7.2,False
20080310,8,0.97,1.14,2.6,0.0,-10.3,-11.5,-9.0,False
20080311,5,0.91,1.68,1.12,4.1,-11.1,-12.5,-9.7,False
20080312,8,1.0,1.55,2.42,0.0,-8.2,-12.7,-3.6,False
20080313,7,0.94,1.95,1.12,1.8,-11.2,-14.9,-7.5,False
20080314,8,0.96,1.45,1.3,0.0,-8.7,-12.9,-4.4,False
20080315,4,0.87,2.34,0.0,9.4,-7.1,-9.4,-4.7,False
20080316,8,0.9,0.89,2.25,0.0,-8.1,-10.5,-5.7,False
20080317,7,0.99,1.91,0.53,2.2,-9.0,-11.3,-6.7,False
20080318,6,0.96,2.22,0.9,5.9,-12.9,-15.7,-10.1,False
20080319,5,0.92,2.41,0.37,9.4,-17.5,-20.2,-14.7,False
20080320,8,0.92,1.85,0.98,1.9,-17.7,-19.8,-15.6,False
20080321,8,0.9,1.82,1.54,0.0,-16.7,-19.4,-14.0,False
20080322,7,0.91,2.45,0.2,7.9,-15.3,-17.9,-12.7,False
20080323,7,0.93,1.81,1.07,0.0,-14.0,-17.3,-10.6,False
20080324,8,0.91,2.22,0.71,1.3,-18.2,-20.0,-16.3,False
20080325,8,0.9,1.49,1.36,0.0,-18.7,-21.1,-16.3,False
20080326,7,0.91,2.2,0.09,3.2,-16.8,-21.0,-12.5,False
20080327,7,0.93,2.17,0.75,4.4,-11.4,-14.6,-8.1,False
20080328,8,0.93,1.92,0.32,1.2,-9.9,-12.2,-7.5,False
20080329,5,0.91,2.19,0.17,5.3,-9.7,-11.7,-7.7,False
20080330,3,0.53,2.84,0.0,12.0,-6.9,-10.4,-3.4,False
20080331,6,0.69,2.5,0.0,9.5,-4.5,-6.4,-2.5,False
20080401,8,0.97,1.6,0.57,0.0,-6.1,-7.2,-5.0,False
20080402,8,0.96,1.62,2.82,0.2,-9.6,-12.3,-6.8,False
20080403,8,0.98,2.01,1.15,0.0,-12.7,-14.0,-11.3,False
20080404,8,0.98,2.55,0.04,0.0,-13.0,-14.4,-11.5,False
20080405,4,0.86,3.0,0.0,9.3,-12.7,-15.2,-10.1,False
20080406,7,0.89,1.86,1.23,0.0,-10.9,-12.8,-9.0,False
20080407,8,0.98,2.08,1.48,1.2,-12.7,-14.6,-10.8,False
20080408,7,0.98,2.27,0.41,3.4,-9.2,-12.3,-6.0,False
20080409,6,0.97,2.35,0.0,5.6,-5.9,-7.0,-4.7,False
20080410,7,0.98,2.7,0.29,3.3,-4.5,-6.3,-2.6,False
20080411,8,0.97,1.52,1.47,0.0,-4.5,-6.3,-2.6,False
20080412,8,0.96,2.16,0.39,0.0,-6.7,-10.8,-2.5,False
20080413,7,0.94,2.34,0.1,0.3,-9.0,-11.8,-6.1,False
20080414,5,0.81,2.86,0.39,9.8,-8.4,-10.6,-6.1,False
20080415,8,0.98,2.26,1.25,0.0,-10.2,-12.3,-8.0,False
20080416,7,0.97,2.82,0.84,2.2,-11.2,-12.6,-9.8,False
20080417,8,0.98,2.07,0.74,0.0,-10.0,-11.7,-8.2,False
20080418,8,0.98,1.66,0.69,0.0,-6.8,-9.1,-4.4,False
20080419,8,0.97,2.34,0.79,1.2,-5.8,-7.6,-3.9,False
20080420,6,0.98,2.63,0.0,8.1,-6.2,-8.7,-3.7,False
20080421,8,0.99,1.88,2.62,1.4,-4.4,-5.7,-3.0,False
20080422,8,0.98,2.28,2.51,0.0,-6.7,-7.9,-5.5,False
20080423,8,0.99,2.38,1.22,0.0,-6.7,-7.9,-5.5,False
20080424,7,0.98,2.49,1.23,2.8,-7.5,-9.9,-5.0,False
20080425,7,0.98,2.66,2.71,0.0,-6.3,-7.7,-4.9,False
20080426,6,0.99,2.76,0.26,1.1,-7.7,-9.8,-5.5,False
20080427,0,0.79,3.7,0.0,14.0,-6.4,-9.0,-3.7,False
20080428,4,0.9,3.05,0.02,10.2,-4.6,-7.0,-2.1,False
20080429,8,1.0,2.24,0.7,0.0,-5.4,-7.6,-3.2,False
20080430,6,0.94,2.76,0.44,6.4,-6.0,-7.9,-4.1,False
20080501,7,1.0,2.14,0.42,2.8,-6.1,-7.6,-4.5,False
20080502,4,0.91,3.33,0.09,8.5,-7.0,-9.5,-4.4,False
20080503,7,0.96,2.26,0.06,3.2,-5.9,-7.6,-4.2,False
20080504,7,0.95,2.93,1.47,5.8,-5.1,-6.9,-3.2,False
20080505,8,0.99,2.1,0.8,0.0,-7.4,-9.3,-5.4,False
20080506,6,0.98,2.99,0.02,5.2,-6.4,-7.8,-4.9,False
20080507,1,0.83,3.89,0.0,12.6,-6.3,-7.8,-4.7,False
20080508,2,0.8,3.89,0.0,14.4,-5.1,-7.4,-2.7,False
20080509,1,0.72,3.86,0.0,14.8,-2.8,-4.8,-0.7,False
20080510,3,0.86,3.85,0.08,9.9,-2.7,-4.4,-0.9,False
20080511,2,0.92,3.87,0.0,14.5,-3.6,-5.6,-1.5,False
20080512,1,0.59,3.9,0.0,14.9,-3.1,-6.3,0.2,False
20080513,3,0.69,3.89,0.0,14.6,-2.4,-5.7,1.0,False
20080514,2,0.77,3.42,0.0,13.0,-1.7,-4.0,0.6,False
20080515,5,0.84,2.87,0.0,8.9,-0.7,-2.7,1.3,False
20080516,7,0.98,2.23,0.21,4.3,-1.4,-3.3,0.5,False
20080517,8,0.98,1.28,1.59,0.0,-0.9,-1.6,-0.1,False
20080518,8,0.97,1.44,1.47,0.0,-1.5,-2.4,-0.6,False
20080519,8,0.97,2.79,1.17,0.0,-2.1,-4.4,0.2,False
20080520,8,0.97,2.25,0.43,0.0,-2.4,-4.2,-0.5,False
20080521,6,0.97,3.56,0.06,7.0,-1.9,-3.8,0.0,False
20080522,7,1.0,2.9,0.92,3.1,-1.5,-3.7,0.8,False
20080523,7,0.99,2.35,0.14,1.8,-1.3,-2.5,-0.1,False
20080524,6,0.97,2.57,0.0,5.1,-1.9,-3.7,-0.1,False
20080525,6,0.92,2.06,0.02,3.2,0.3,-2.2,2.7,False
20080526,6,0.8,2.59,0.0,7.4,1.9,0.5,3.3,False
20080527,2,0.72,3.9,0.0,15.3,3.8,2.2,5.4,False
20080528,7,0.68,2.39,0.0,0.7,4.3,2.5,6.0,False
20080529,3,0.7,3.52,0.0,11.9,4.5,2.5,6.4,False
20080530,6,0.96,2.24,0.3,5.7,2.8,-0.1,5.6,False
20080531,5,0.9,2.92,0.0,8.4,2.3,-0.1,4.6,False
20080601,5,0.91,2.88,0.65,7.2,3.9,0.9,6.8,False
20080602,6,0.97,2.06,0.22,6.6,2.9,1.5,4.2,False
20080603,7,0.94,2.91,1.04,6.2,3.4,0.8,6.0,False
20080604,8,1.0,1.58,0.87,0.0,0.7,-0.1,1.5,False
20080605,8,1.0,1.71,0.64,0.0,1.2,-0.1,2.4,False
20080606,8,0.99,1.66,0.49,0.3,2.2,0.6,3.8,False
20080607,8,0.99,1.82,1.59,0.0,0.1,-1.4,1.6,False
20080608,8,0.99,2.2,0.22,0.0,-1.1,-2.5,0.3,False
20080609,6,0.98,3.56,0.02,8.8,1.2,-2.1,4.5,False
20080610,5,0.92,2.94,0.41,9.0,3.0,0.3,5.7,False
20080611,6,0.9,2.2,1.27,6.0,3.4,0.1,6.7,False
20080612,8,0.99,1.91,0.5,0.1,-0.8,-1.8,0.2,False
20080613,8,0.98,2.15,0.96,0.1,-4.2,-7.6,-0.8,False
20080614,8,0.98,2.36,0.25,0.9,-5.8,-8.2,-3.3,False
20080615,6,0.96,2.38,0.25,5.9,-4.3,-7.2,-1.4,False
20080616,8,0.99,1.77,0.25,0.0,-2.4,-4.0,-0.7,False
20080617,8,0.99,1.43,1.34,0.3,-0.1,-1.6,1.4,False
20080618,7,0.95,2.34,0.08,1.7,0.4,-1.5,2.2,False
20080619,5,0.88,3.37,0.22,9.7,3.6,0.3,6.8,False
20080620,6,0.94,2.05,0.52,5.2,4.2,1.2,7.1,False
20080621,5,0.89,2.88,0.0,7.7,6.3,2.5,10.1,False
20080622,3,0.83,2.72,0.0,8.7,8.0,5.2,10.7,False
20080623,6,0.91,2.51,1.01,5.9,7.5,4.6,10.4,False
20080624,5,0.79,2.77,0.33,9.1,7.5,4.7,10.3,False
20080625,5,0.84,2.72,0.16,8.8,7.9,5.6,10.1,False
20080626,6,0.94,1.38,0.58,0.5,6.8,4.3,9.3,False
20080627,6,0.94,2.23,0.27,4.4,5.8,3.1,8.4,False
20080628,6,0.88,3.42,0.0,10.6,4.0,0.3,7.6,False
20080629,5,0.87,2.97,1.04,7.5,6.4,3.6,9.2,False
20080630,7,0.96,2.34,0.14,4.7,4.9,1.9,7.9,False
20080701,5,0.88,2.86,0.0,8.7,6.5,3.4,9.5,False
20080702,5,0.92,2.35,0.59,8.8,7.0,4.3,9.7,False
20080703,5,0.89,2.14,1.13,7.1,5.7,3.1,8.2,False
20080704,8,0.99,1.93,0.13,1.4,3.1,1.3,4.9,False
20080705,4,0.71,3.33,0.0,9.7,2.8,0.0,5.6,False
20080706,7,0.95,1.37,1.06,3.8,4.8,2.8,6.8,False
20080707,8,0.99,0.7,0.98,0.0,2.5,1.0,4.0,False
20080708,7,0.98,1.73,0.26,1.9,-0.1,-1.2,1.0,False
20080709,5,0.98,3.22,0.0,6.2,0.6,-2.8,4.0,False
20080710,4,0.8,3.69,0.0,10.2,6.4,2.4,10.3,False
20080711,5,0.85,1.98,0.3,5.6,6.9,4.0,9.7,False
20080712,8,0.99,0.78,1.01,0.0,4.0,2.7,5.3,False
20080713,8,1.0,0.58,1.27,0.0,2.6,1.2,3.9,False
20080714,8,1.0,1.62,1.65,0.9,-0.1,-1.7,1.5,False
20080715,7,0.97,2.59,0.0,3.8,-2.0,-3.9,-0.1,False
