DATE,MAASTRICHT_cloud_cover,MAASTRICHT_wind_speed,MAASTRICHT_wind_gust,MAASTRICHT_humidity,MAASTRICHT_pressure,MAASTRICHT_global_radiation,MAASTRICHT_precipitation,MAASTRICHT_sunshine,MAASTRICHT_temp_mean,MAASTRICHT_temp_min,MAASTRICHT_temp_max,MAASTRICHT_picnic_weather
20071027,8,2.3,7.0,0.85,1.0279,0.23,0.0,0.5,8.1,6.9,9.5,False
20071028,8,5.8,11.0,0.8,1.0218,0.52,0.0,1.1,8.7,7.4,10.8,False
20071029,8,4.8,12.0,0.94,1.0125,0.1,2.82,0.0,8.8,7.5,9.6,False
20071030,5,2.3,9.0,0.91,1.0196,0.5,0.19,2.9,7.9,2.9,11.3,False
20071031,3,3.3,6.0,0.92,1.0301,0.8,0.0,5.8,6.1,1.8,12.2,False
20071101,8,2.8,6.0,0.9,1.032,0.3,0.0,0.0,9.4,5.8,12.0,False
20071102,8,2.6,6.0,0.98,1.0325,0.18,0.11,0.0,11.4,10.0,12.4,False
20071103,8,2.1,6.0,0.96,1.0286,0.23,0.05,0.0,12.1,9.5,13.2,False
20071104,8,1.9,5.0,0.84,1.0285,0.32,0.0,0.9,9.5,8.2,11.5,False
20071105,8,3.6,11.0,0.86,1.0265,0.32,0.18,0.0,9.1,7.2,10.5,False
20071106,6,2.9,12.0,0.91,1.0273,0.39,0.09,2.5,7.4,5.3,10.1,False
20071107,8,5.3,14.0,0.88,1.0226,0.07,0.05,0.0,8.5,5.9,10.3,False
20071108,8,5.4,15.0,0.92,1.0145,0.2,0.8,0.0,9.5,6.3,11.2,False
20071109,8,4.5,15.0,0.91,1.0169,0.53,0.5,4.2,4.4,2.1,6.9,False
20071110,8,4.9,16.0,0.92,1.0151,0.18,1.59,0.5,7.8,4.2,10.2,False
20071111,7,5.0,14.0,0.9,1.0113,0.23,0.77,0.9,7.7,2.5,10.5,False
20071112,4,3.3,10.0,0.89,1.0202,0.57,0.0,4.5,4.3,1.5,8.6,False
20071113,8,5.1,12.0,0.96,1.0106,0.16,0.74,0.3,4.6,2.7,6.0,False
20071114,8,4.3,12.0,0.85,1.014,0.45,0.0,3.3,2.7,0.7,4.4,False
20071115,5,2.6,9.0,0.89,1.0261,0.54,0.0,4.2,0.7,-2.1,3.3,False
20071116,5,2.9,6.0,0.89,1.0293,0.34,0.0,2.5,0.7,-3.0,4.3,False
20071117,1,3.0,5.0,0.88,1.0268,0.53,0.0,5.4,2.0,-0.7,6.6,False
20071118,1,3.2,10.0,0.86,1.0123,0.64,0.0,6.2,2.3,-2.9,8.6,False
20071119,7,3.3,9.0,0.86,1.0082,0.22,0.13,1.4,4.1,-0.1,6.5,False
20071120,8,3.9,10.0,0.72,1.0084,0.22,0.25,0.1,9.4,5.4,12.9,False
20071121,5,5.1,14.0,0.8,1.0061,0.15,0.02,0.3,10.0,6.4,13.0,False
20071122,3,3.9,9.0,0.88,1.0067,0.53,0.0,5.4,8.9,3.6,12.5,False
20071123,6,3.0,12.0,0.92,1.0165,0.07,0.01,0.0,5.3,-0.9,9.3,False
20071124,5,4.5,14.0,0.9,1.0244,0.59,0.05,6.1,2.4,-1.4,6.7,False
20071125,8,4.5,12.0,0.92,1.0198,0.17,0.27,0.7,5.8,3.9,8.8,False
20071126,8,2.8,9.0,0.88,1.0268,0.3,0.02,1.2,4.4,2.4,6.5,False
20071127,8,2.1,4.0,0.96,1.0288,0.22,0.0,0.0,4.9,4.1,6.5,False
20071128,6,3.7,10.0,0.84,1.0208,0.39,0.0,3.0,4.1,2.0,7.1,False
20071129,8,7.0,13.0,0.91,1.0096,0.12,0.31,0.0,4.7,2.8,6.0,False
20071130,7,6.9,14.0,0.93,1.0094,0.1,0.22,0.0,6.3,2.2,8.4,False
20071201,6,8.6,17.0,0.84,1.0052,0.46,0.91,5.0,8.3,6.7,10.2,False
20071202,7,10.6,24.0,0.86,0.9962,0.08,0.6,0.0,8.8,6.3,10.6,False
20071203,7,5.6,14.0,0.83,0.9979,0.33,0.71,3.0,6.6,4.9,8.4,False
20071204,7,4.9,12.0,0.92,1.0158,0.23,0.04,0.0,6.6,3.7,9.9,False
20071205,8,9.3,18.0,0.85,1.0139,0.18,0.15,0.2,10.9,9.8,12.6,False
20071206,6,9.0,17.0,0.92,1.0104,0.07,1.31,0.0,10.0,8.2,13.4,False
20071207,6,8.3,22.0,0.82,0.9992,0.24,1.25,2.4,9.2,5.9,13.4,False
20071208,8,8.2,21.0,0.83,1.0027,0.28,0.21,0.7,5.9,4.8,7.3,False
20071209,7,7.8,14.0,0.84,0.9882,0.28,0.19,2.7,7.5,6.5,9.0,False
20071210,8,4.4,11.0,0.97,1.001,0.05,0.41,0.0,6.3,4.8,7.4,False
20071211,6,3.9,10.0,0.88,1.0254,0.31,0.01,3.1,4.6,-0.1,6.4,False
20071212,7,2.1,6.0,0.96,1.0372,0.16,0.0,0.2,2.6,-0.9,4.5,False
20071213,5,2.3,6.0,0.99,1.0411,0.23,0.0,0.8,1.5,-1.4,4.2,False
20071214,8,3.3,9.0,0.86,1.039,0.12,0.0,0.0,0.3,-3.0,1.9,False
20071215,4,4.9,11.0,0.75,1.0365,0.3,0.0,1.6,0.2,-4.1,2.3,False
20071216,1,4.0,8.0,0.85,1.0374,0.47,0.0,6.8,-1.7,-4.7,1.8,False
20071217,2,5.9,14.0,0.84,1.0353,0.41,0.0,4.7,-1.5,-4.5,1.0,False
20071218,1,4.9,10.0,0.88,1.0364,0.45,0.0,5.5,-2.1,-4.6,1.5,False
20071219,0,3.9,9.0,0.88,1.0388,0.47,0.0,6.8,-1.3,-5.1,4.0,False
20071220,8,2.4,5.0,1.0,1.0357,0.11,0.0,0.0,-3.9,-5.7,-2.8,False
20071221,3,1.1,4.0,0.99,1.0293,0.44,0.0,6.0,-3.9,-6.6,-0.4,False
20071222,1,2.8,7.0,0.79,1.0268,0.51,0.0,6.5,-0.7,-5.8,5.5,False
20071223,7,3.0,6.0,0.88,1.0291,0.09,0.0,0.0,1.1,-1.4,2.7,False
20071224,5,3.4,9.0,0.9,1.0277,0.36,0.0,4.3,1.6,-2.8,5.5,False
20071225,6,6.3,13.0,0.72,1.0202,0.27,0.0,1.7,3.8,1.2,5.6,False
20071226,8,5.3,11.0,0.96,1.0268,0.11,0.15,0.0,2.9,1.7,4.2,False
20071227,7,6.4,11.0,0.92,1.0316,0.22,0.0,0.6,4.1,1.0,6.3,False
20071228,3,7.4,14.0,0.89,1.0259,0.4,0.0,5.2,5.9,2.7,8.4,False
20071229,6,8.5,17.0,0.89,1.0159,0.09,0.32,0.0,5.0,1.6,6.7,False
20071230,8,3.8,12.0,0.92,1.0236,0.21,0.17,0.5,5.4,3.7,7.1,False
20071231,8,2.0,4.0,0.99,1.0291,0.09,0.23,0.0,4.4,3.3,5.5,False
20080101,6,3.2,9.0,0.99,1.0251,0.17,0.13,0.2,2.0,-1.4,4.0,False
20080102,0,5.4,14.0,0.84,1.0185,0.54,0.0,7.0,-1.5,-4.2,0.1,False
20080103,7,5.9,12.0,0.79,1.0062,0.18,0.18,0.7,0.1,-1.3,1.6,False
20080104,7,4.3,12.0,0.78,1.0079,0.12,0.0,0.0,4.1,1.3,7.6,False
20080105,7,7.3,17.0,0.89,1.0032,0.21,0.83,0.8,6.6,4.5,8.6,False
20080106,5,4.8,10.0,0.89,1.0114,0.33,0.0,3.1,5.0,3.1,6.7,False
20080107,6,8.4,19.0,0.81,1.0119,0.36,0.48,3.9,7.5,5.3,8.9,False
20080108,3,6.3,13.0,0.88,1.0188,0.26,0.0,1.3,5.7,3.4,8.2,False
20080109,6,6.8,14.0,0.88,1.0138,0.11,0.64,1.0,5.6,3.9,7.3,False
20080110,5,9.2,17.0,0.83,1.0116,0.22,0.0,0.2,7.5,3.9,10.7,False
20080111,8,7.5,15.0,0.76,1.0005,0.26,0.53,1.3,10.4,7.7,12.8,False
20080112,6,7.5,20.0,0.81,1.0073,0.16,0.01,1.1,5.6,3.0,8.2,False
20080113,1,5.8,13.0,0.71,1.0134,0.56,0.0,7.2,5.0,1.3,8.4,False
20080114,6,8.3,16.0,0.76,1.0058,0.43,0.0,3.8,7.2,3.4,9.3,False
20080115,8,11.8,24.0,0.79,0.9967,0.2,0.08,0.0,8.4,7.5,10.0,False
20080116,8,5.6,18.0,0.89,0.9969,0.21,0.45,0.3,7.0,4.6,8.8,False
20080117,7,6.7,17.0,0.9,1.0061,0.23,0.3,1.1,6.8,2.8,9.7,False
20080118,8,8.7,17.0,0.87,1.0135,0.15,0.25,0.0,9.5,7.9,12.3,False
20080119,8,9.1,18.0,0.92,1.0204,0.05,0.85,0.0,12.1,11.4,12.9,False
20080120,8,9.0,16.0,0.87,1.0222,0.08,0.03,0.0,11.4,10.1,12.3,False
20080121,8,9.6,19.0,0.85,1.0135,0.1,0.39,0.0,9.4,8.3,10.6,False
20080122,4,3.9,13.0,0.81,1.0219,0.56,0.08,5.2,4.9,0.5,9.8,False
20080123,8,7.2,14.0,0.82,1.0292,0.18,0.01,0.7,5.6,1.0,8.4,False
20080124,7,5.8,14.0,0.86,1.0289,0.12,0.26,0.0,7.3,1.5,9.4,False
20080125,4,6.5,13.0,0.83,1.0378,0.59,0.0,6.7,4.6,0.1,7.7,False
20080126,6,7.5,14.0,0.81,1.0344,0.59,0.0,5.3,6.7,5.1,9.0,False
20080127,8,5.0,13.0,0.88,1.0325,0.1,0.0,0.0,6.4,4.4,8.1,False
20080128,8,2.3,5.0,0.81,1.034,0.22,0.0,0.2,7.2,6.0,8.7,False
20080129,8,2.5,6.0,0.82,1.0287,0.15,0.0,0.0,4.1,0.8,6.1,False
20080130,7,3.5,8.0,0.97,1.0249,0.09,0.63,0.0,2.6,-0.1,4.2,False
20080131,7,11.0,23.0,0.88,1.0132,0.35,0.23,0.7,3.0,0.4,5.8,False
20080201,6,8.1,18.0,0.84,0.999,0.22,0.41,0.0,5.1,2.8,6.7,False
20080202,4,5.8,15.0,0.78,1.0148,0.62,0.52,6.0,2.3,0.6,4.9,False
20080203,2,5.3,12.0,0.64,1.0117,0.73,0.0,6.7,3.9,0.0,7.3,False
20080204,6,6.3,15.0,0.82,1.0047,0.15,0.46,0.3,5.7,3.3,8.1,False
20080205,7,10.0,19.0,0.85,1.0094,0.19,0.12,0.0,7.5,3.3,10.9,False
20080206,6,5.0,17.0,0.88,1.0212,0.2,0.48,0.3,6.9,1.3,10.7,False
20080207,3,3.5,8.0,0.81,1.0374,0.76,0.0,7.8,4.1,0.4,9.3,False
20080208,0,2.5,7.0,0.59,1.036,0.93,0.0,8.3,6.0,-0.4,12.9,False
20080209,0,2.6,5.0,0.58,1.0345,0.97,0.0,8.7,6.6,-0.2,13.4,False
20080210,0,2.5,8.0,0.62,1.0351,0.94,0.0,8.3,6.4,1.7,12.6,False
20080211,0,4.0,8.0,0.73,1.035,0.96,0.0,8.7,6.8,2.4,13.8,False
20080212,0,2.9,7.0,0.79,1.035,1.02,0.0,8.9,5.2,-0.3,11.9,False
20080213,8,2.5,5.0,1.0,1.0364,0.4,0.0,0.0,0.9,-1.5,3.4,False
20080214,8,3.2,8.0,1.0,1.037,0.14,0.0,0.0,1.2,-0.6,3.3,False
20080215,4,5.2,11.0,0.74,1.0384,0.94,0.0,6.1,2.3,-1.7,5.9,False
20080216,0,4.4,11.0,0.64,1.0434,1.14,0.0,9.1,-0.5,-4.6,3.6,False
20080217,0,1.9,4.0,0.54,1.0401,1.14,0.0,9.2,0.8,-5.2,8.3,False
20080218,0,2.1,5.0,0.66,1.034,1.17,0.0,9.0,1.0,-3.6,8.5,False
20080219,2,3.1,7.0,0.91,1.0258,1.03,0.0,6.7,0.6,-4.2,5.2,False
20080220,6,4.3,8.0,0.84,1.0201,0.2,0.0,0.0,4.4,-0.2,6.8,False
20080221,8,6.8,14.0,0.89,1.0231,0.4,0.02,0.6,7.4,2.2,9.5,False
20080222,8,8.4,15.0,0.87,1.0242,0.1,0.0,0.0,9.1,8.2,10.0,False
20080223,6,5.4,12.0,0.83,1.0272,0.75,0.0,3.9,9.3,6.5,12.3,False
20080224,6,4.2,11.0,0.79,1.0199,0.78,0.0,4.7,10.3,7.8,13.9,False
20080225,5,3.9,14.0,0.82,1.0202,1.06,0.37,7.0,9.2,5.0,12.1,False
20080226,7,8.8,19.0,0.83,1.0094,0.2,0.31,0.0,10.2,6.4,12.8,False
20080227,4,4.1,11.0,0.81,1.0177,0.75,0.0,5.0,6.4,3.1,10.1,False
20080228,8,2.7,8.0,0.85,1.0205,0.61,0.4,0.6,7.1,2.8,11.1,False
20080229,8,5.8,20.0,0.91,1.0125,0.45,0.94,0.2,8.1,6.9,9.5,False
20080301,7,8.3,24.0,0.75,1.004,0.45,0.62,1.5,8.8,6.7,10.7,False
20080302,8,6.1,17.0,0.81,1.0085,0.4,0.05,0.8,10.4,7.4,13.6,False
20080303,6,4.8,13.0,0.74,1.0105,0.87,0.17,5.0,6.1,2.2,9.0,False
20080304,7,4.4,14.0,0.85,1.0187,1.05,0.43,5.1,2.9,-0.1,7.2,False
20080305,2,2.9,8.0,0.75,1.0306,1.38,0.0,8.7,1.5,-1.8,6.1,False
20080306,8,6.0,10.0,0.82,1.0236,0.44,0.0,0.0,5.2,1.1,7.7,False
20080307,7,4.9,11.0,0.83,1.0149,0.42,0.0,1.4,6.9,4.5,8.8,False
20080308,3,5.8,14.0,0.74,1.0103,1.42,0.0,9.4,6.4,1.5,10.5,False
20080309,7,8.6,16.0,0.77,1.001,0.77,0.02,1.5,8.1,5.3,11.0,False
20080310,6,9.7,22.0,0.76,0.987,0.46,0.18,2.2,6.7,4.8,8.8,False
20080311,8,10.0,21.0,0.83,0.9894,0.68,0.82,1.7,8.3,5.0,11.7,False
20080312,6,8.3,21.0,0.7,0.9995,0.5,0.17,2.1,7.7,5.2,10.4,False
20080313,7,6.1,13.0,0.79,1.0127,1.02,0.28,4.8,7.4,5.1,10.6,False
20080314,7,3.7,11.0,0.8,1.0114,0.72,0.42,1.9,8.2,3.9,11.5,False
20080315,5,2.9,7.0,0.79,1.0075,1.27,0.0,5.4,10.4,3.0,15.4,False
20080316,8,4.7,16.0,0.93,1.0004,0.5,2.67,0.4,8.9,5.6,13.0,False
20080317,8,4.1,10.0,0.74,1.0131,0.53,0.0,0.3,4.8,2.2,6.2,False
20080318,5,2.8,9.0,0.79,1.0157,1.16,0.0,5.6,3.3,-0.6,7.2,False
20080319,6,3.6,13.0,0.8,1.0167,1.19,0.05,5.7,3.6,1.3,7.4,False
20080320,8,6.3,21.0,0.89,1.0099,0.52,1.29,0.2,4.1,1.2,7.6,False
20080321,7,5.1,17.0,0.89,0.9829,1.01,1.13,3.8,4.1,0.6,7.1,False
20080322,8,4.8,15.0,0.89,0.9907,0.94,0.41,2.5,2.3,-0.4,7.0,False
20080323,2,2.6,9.0,0.65,0.9996,2.04,0.0,10.7,1.0,-3.1,5.4,False
20080324,7,3.4,10.0,0.94,0.9957,1.14,0.62,4.4,0.8,-0.7,5.0,False
20080325,6,4.3,14.0,0.86,1.0034,1.16,0.41,5.0,0.8,-0.9,3.8,False
20080326,8,3.4,10.0,0.97,1.001,0.29,0.29,0.0,3.2,0.3,5.5,False
20080327,8,2.4,6.0,0.94,1.0,0.58,0.26,0.3,5.6,2.8,9.0,False
20080328,7,7.3,18.0,0.81,1.0058,1.28,0.34,2.8,7.3,4.5,10.9,False
20080329,6,7.3,16.0,0.66,1.0137,1.48,0.0,6.9,9.1,5.9,13.1,False
20080330,6,5.8,12.0,0.72,1.0065,0.61,1.31,1.8,9.6,7.9,15.7,False
20080331,4,3.6,9.0,0.71,1.0166,1.58,0.0,7.4,9.9,5.9,14.7,False
20080401,5,5.8,17.0,0.8,1.0209,1.14,0.03,4.1,8.9,3.3,13.2,False
20080402,8,3.6,9.0,0.82,1.0222,0.69,0.0,1.1,8.1,5.5,10.3,False
20080403,7,3.5,8.0,0.83,1.0269,0.64,0.07,0.2,6.9,3.3,9.6,False
20080404,7,2.9,7.0,0.86,1.0262,1.02,0.12,1.8,7.0,0.8,11.2,False
20080405,8,3.6,10.0,0.93,1.0097,0.51,0.76,0.9,7.2,3.7,9.6,False
20080406,6,2.9,9.0,0.75,1.0022,1.47,0.03,4.8,4.1,0.0,8.2,False
20080407,4,2.8,11.0,0.79,1.0032,1.84,0.01,8.0,3.4,-1.5,8.3,False
20080408,4,2.3,7.0,0.69,1.0047,1.82,0.0,8.4,4.9,-0.8,9.9,False
20080409,6,2.2,7.0,0.71,0.9992,1.49,0.0,2.1,6.2,2.6,10.3,False
20080410,2,2.4,8.0,0.71,0.9992,2.11,0.0,8.6,6.1,0.3,11.6,False
20080411,4,2.9,9.0,0.66,1.0005,1.79,0.0,6.6,8.1,3.7,13.0,False
20080412,3,5.5,16.0,0.67,1.0085,1.67,0.12,8.9,8.9,3.8,13.2,False
20080413,7,3.1,9.0,0.84,1.011,1.4,0.7,3.9,8.4,5.9,13.3,False
20080414,8,2.4,7.0,0.95,1.0136,0.55,1.49,0.4,6.7,4.8,9.5,False
20080415,6,1.9,10.0,0.87,1.0215,1.3,0.16,3.5,5.2,2.2,9.1,False
20080416,2,2.3,8.0,0.73,1.0204,1.99,0.0,8.6,4.3,-0.7,9.6,False
20080417,1,4.6,10.0,0.67,1.0085,2.56,0.0,12.6,6.0,-1.4,11.8,False
20080418,6,6.5,12.0,0.68,0.9991,1.57,0.0,4.4,8.0,2.5,13.5,False
20080419,8,4.4,9.0,0.86,0.9994,0.95,0.14,0.7,8.3,5.2,11.5,False
20080420,3,4.8,10.0,0.76,1.0039,2.34,0.0,9.1,11.5,4.4,17.6,False
20080421,4,5.6,11.0,0.72,1.0023,2.02,0.0,7.4,11.9,6.4,17.1,False
20080422,4,4.5,11.0,0.73,1.0088,1.88,0.0,5.1,11.5,5.7,15.9,False
20080423,6,2.9,10.0,0.75,1.0174,1.94,0.36,6.2,12.9,7.3,19.9,False
20080424,5,4.6,13.0,0.75,1.0226,2.24,0.06,7.8,12.7,8.8,17.7,False
20080425,6,3.2,9.0,0.74,1.0279,1.71,0.0,4.1,11.3,7.6,15.5,False
20080426,4,2.3,7.0,0.63,1.0268,2.51,0.0,9.1,14.3,8.7,20.3,True
20080427,3,3.9,10.0,0.45,1.0169,2.56,0.0,10.7,17.3,10.4,22.7,True
20080428,7,3.0,9.0,0.82,1.0069,0.7,1.12,3.2,11.6,7.6,17.0,False
20080429,7,5.6,14.0,0.77,1.0025,2.05,0.33,6.3,11.1,8.0,15.3,False
20080430,7,6.9,18.0,0.66,0.9996,1.33,0.0,3.1,11.9,7.4,16.1,False
20080501,6,5.4,15.0,0.76,1.0119,1.75,0.1,6.1,9.9,6.5,14.8,False
20080502,4,3.4,8.0,0.73,1.0224,2.5,0.0,8.8,11.4,6.5,16.6,False
20080503,0,2.8,8.0,0.65,1.0253,2.88,0.0,13.2,13.7,5.2,19.5,True
20080504,0,3.4,10.0,0.57,1.0235,2.95,0.0,13.8,15.0,7.2,20.7,True
20080505,0,4.7,12.0,0.51,1.0253,3.05,0.0,13.0,15.6,9.9,21.1,True
20080506,0,4.5,11.0,0.62,1.024,3.01,0.0,14.0,16.9,9.6,23.4,True
20080507,0,3.4,9.0,0.55,1.0205,3.02,0.0,13.8,17.9,10.3,23.3,True
20080508,0,3.7,11.0,0.49,1.017,3.08,0.0,14.0,18.2,10.4,24.0,True
20080509,0,4.4,11.0,0.45,1.0149,3.1,0.0,14.0,19.6,11.8,25.4,True
20080510,0,4.4,12.0,0.44,1.0169,3.14,0.0,14.0,20.2,14.0,25.6,True
20080511,0,4.1,12.0,0.49,1.018,3.14,0.0,14.2,18.5,9.7,24.5,True
20080512,1,3.8,11.0,0.49,1.0167,3.16,0.0,14.4,18.9,9.5,25.1,True
20080513,3,3.6,9.0,0.53,1.0148,2.58,0.0,9.8,18.7,10.6,25.9,True
20080514,4,3.2,10.0,0.59,1.0121,2.85,0.07,11.1,19.2,11.4,25.7,False
20080515,6,2.2,9.0,0.79,1.0084,1.86,0.75,4.7,16.9,13.1,23.1,False
20080516,5,3.9,10.0,0.8,1.0067,2.38,0.23,6.3,16.5,13.6,21.5,False
20080517,8,3.1,8.0,0.96,1.0059,0.59,1.62,0.4,12.7,8.9,14.6,False
20080518,7,4.7,9.0,0.78,1.0114,1.32,0.08,2.6,10.5,7.7,14.6,False
20080519,3,4.4,9.0,0.65,1.0151,2.52,0.0,8.3,10.5,6.6,15.6,False
20080520,3,4.6,10.0,0.62,1.0169,3.14,0.0,12.7,11.5,5.5,17.5,False
20080521,3,3.3,9.0,0.57,1.0165,3.08,0.0,12.6,13.7,5.3,19.9,True
20080522,8,3.2,10.0,0.58,1.0155,1.83,0.0,2.2,15.3,11.1,19.8,True
20080523,4,3.2,10.0,0.59,1.0131,2.41,0.0,7.5,16.7,12.0,22.0,True
20080524,6,4.6,11.0,0.69,1.0101,1.63,0.25,3.0,16.4,10.5,21.2,False
20080525,7,3.1,9.0,0.78,1.0112,2.35,0.02,7.1,18.4,14.2,24.1,False
20080526,8,3.8,8.0,0.85,1.0098,1.42,0.13,0.8,18.4,14.7,23.8,False
20080527,5,3.5,10.0,0.9,1.0098,0.94,0.18,1.6,18.2,14.6,21.9,False
20080528,5,3.6,11.0,0.72,1.0103,1.48,0.01,4.0,19.7,14.1,25.9,False
20080529,7,2.5,12.0,0.89,1.0109,1.02,1.35,1.1,17.2,13.9,20.9,False
20080530,8,2.8,8.0,0.89,1.0116,1.22,0.4,1.4,16.7,14.3,20.3,False
20080531,7,2.3,8.0,0.83,1.0147,1.5,0.0,2.3,16.4,13.7,21.1,True
20080601,5,2.7,6.0,0.7,1.0142,2.82,0.0,9.3,19.8,14.6,24.6,True
20080602,6,3.9,14.0,0.74,1.0106,2.23,1.75,4.5,21.6,16.5,29.2,False
20080603,5,4.3,10.0,0.77,1.0119,2.13,0.14,7.8,19.1,14.9,23.4,False
20080604,7,3.3,8.0,0.86,1.0156,1.54,0.29,1.4,17.3,15.0,21.7,False
20080605,8,2.4,6.0,0.97,1.0147,0.33,2.56,0.0,15.2,13.7,17.2,False
20080606,8,2.6,7.0,0.9,1.0132,1.22,0.0,0.5,15.7,13.6,20.2,True
20080607,8,2.8,6.0,0.93,1.0165,0.72,0.74,0.0,14.3,12.7,16.3,False
20080608,5,2.0,6.0,0.83,1.0208,1.91,0.0,6.1,17.7,13.4,23.7,True
20080609,2,2.5,8.0,0.66,1.022,3.16,0.0,11.9,20.3,12.8,27.3,True
20080610,1,2.7,9.0,0.7,1.0208,3.03,0.0,13.2,18.9,11.2,25.5,True
20080611,4,2.6,10.0,0.71,1.0199,1.74,0.0,5.3,13.7,9.1,18.7,True
20080612,8,3.6,13.0,0.92,1.0138,0.47,2.37,0.3,10.5,8.4,12.5,False
20080613,8,2.4,8.0,0.8,1.0161,1.63,0.01,2.8,11.6,8.6,14.6,False
20080614,7,3.3,11.0,0.79,1.0149,1.7,0.01,4.5,12.0,8.4,16.7,False
20080615,5,3.1,10.0,0.83,1.0106,1.82,0.12,5.4,11.6,7.3,18.0,False
20080616,3,2.1,7.0,0.71,1.0111,2.84,0.0,10.6,12.8,6.3,17.8,False
20080617,2,1.8,5.0,0.61,1.0133,3.27,0.0,13.8,15.4,7.2,21.3,True
20080618,2,3.5,10.0,0.62,1.0148,3.11,0.0,11.1,17.2,10.3,22.8,True
20080619,5,6.5,17.0,0.7,1.0129,1.79,0.11,5.5,16.3,10.7,20.4,False
20080620,5,4.0,13.0,0.7,1.0193,2.36,0.1,5.6,15.1,9.6,20.2,False
20080621,5,2.1,7.0,0.8,1.0194,2.36,0.03,5.6,17.8,12.3,24.5,False
20080622,4,5.8,16.0,0.72,1.0132,2.19,0.95,5.8,21.8,14.7,28.9,False
20080623,1,4.3,10.0,0.63,1.0193,3.5,0.0,14.8,16.4,10.4,21.9,True
20080624,1,3.8,9.0,0.67,1.0173,3.31,0.0,14.0,18.0,10.1,23.9,True
20080625,5,3.6,12.0,0.76,1.0155,1.95,0.64,5.9,18.5,13.4,23.9,False
20080626,2,4.3,9.0,0.67,1.02,3.19,0.0,12.6,17.0,10.8,22.1,True
20080627,6,5.8,13.0,0.76,1.0186,1.78,0.24,5.2,16.6,12.0,21.4,False
20080628,5,5.7,14.0,0.77,1.0188,1.62,0.03,5.4,18.2,14.5,22.8,False
20080629,4,4.8,11.0,0.71,1.0186,2.99,0.0,10.7,17.1,12.7,21.6,True
20080630,2,3.1,8.0,0.72,1.021,2.88,0.0,9.7,16.8,12.4,22.3,True
20080701,0,2.3,7.0,0.61,1.0155,3.41,0.0,14.9,21.0,10.6,27.4,True
20080702,4,3.8,16.0,0.73,1.0093,2.13,1.97,7.4,22.4,16.7,30.0,False
20080703,7,2.8,7.0,0.89,1.0114,0.72,0.49,0.5,16.6,13.2,18.4,False
20080704,5,3.4,10.0,0.77,1.0166,2.85,0.0,8.3,16.5,12.3,21.8,True
20080705,4,2.7,10.0,0.75,1.0141,2.39,0.19,7.6,18.0,11.6,24.7,False
20080706,5,5.6,12.0,0.67,1.008,2.71,0.0,8.4,18.2,15.3,21.8,True
20080707,7,7.6,19.0,0.78,1.0046,1.66,1.28,4.4,15.3,12.3,18.7,False
20080708,8,6.7,16.0,0.81,1.0103,1.39,0.53,2.6,14.8,12.6,18.2,False
20080709,8,4.5,10.0,0.87,1.015,1.17,0.65,1.5,15.0,13.1,18.0,False
20080710,7,4.5,12.0,0.84,1.0106,1.71,1.33,2.1,18.8,14.9,22.7,False
20080711,7,4.3,10.0,0.86,1.0081,1.55,0.16,2.6,16.8,14.1,20.5,False
20080712,6,5.0,14.0,0.79,1.0097,1.92,0.05,4.2,15.0,9.6,18.6,False
20080713,4,2.4,7.0,0.71,1.0149,2.52,0.0,7.9,14.7,8.1,20.5,True
20080714,1,2.3,7.0,0.72,1.0234,2.93,0.0,12.3,16.2,8.8,22.0,True
20080715,4,4.9,12.0,0.79,1.0258,2.8,0.0,10.5,17.6,11.9,21.7,True
20080716,7,3.3,8.0,0.85,1.0199,0.96,0.72,1.0,15.9,11.6,19.2,False
20080717,8,3.3,10.0,0.85,1.0148,0.9,0.19,0.3,14.2,10.4,18.9,False
20080718,8,5.1,10.0,0.82,1.0121,0.97,0.0,0.7,15.8,12.3,18.8,True
20080719,6,6.6,17.0,0.78,1.0094,1.61,0.12,4.9,17.3,13.6,21.7,False
20080720,6,3.8,12.0,0.84,1.0149,1.58,0.5,5.3,13.3,9.6,18.0,False
20080721,8,4.1,14.0,0.91,1.0194,0.73,0.63,0.1,11.9,10.0,13.7,False
20080722,7,2.9,8.0,0.77,1.0243,2.16,0.02,6.7,15.4,11.4,21.0,False
20080723,5,2.4,7.0,0.84,1.0249,1.38,0.0,1.4,16.2,10.6,20.1,True
20080724,0,4.2,11.0,0.66,1.0185,3.2,0.0,14.5,19.8,11.5,25.5,True
20080725,3,3.3,9.0,0.65,1.0126,2.76,0.0,10.6,22.5,16.1,27.7,True
20080726,5,2.4,9.0,0.86,1.0142,1.78,3.42,5.4,20.1,15.2,26.7,False
20080727,5,2.2,8.0,0.88,1.0169,2.42,0.14,6.7,20.9,15.8,26.6,False
20080728,5,2.3,17.0,0.88,1.0146,1.77,0.53,4.6,21.2,18.2,28.1,False
20080729,4,3.0,9.0,0.81,1.0159,2.01,0.0,5.9,21.6,18.0,26.2,True
20080730,1,1.6,4.0,0.73,1.0181,2.73,0.0,11.7,22.3,15.1,28.4,True
20080731,2,2.3,6.0,0.7,1.0138,2.48,0.0,9.4,24.6,16.5,30.5,True
20080801,5,3.8,10.0,0.73,1.0152,2.11,0.03,6.8,20.4,16.4,23.7,False
20080802,7,5.7,14.0,0.75,1.0158,1.55,0.07,4.4,19.1,16.0,22.7,False
