DATE,MALMO_wind_speed,MALMO_precipitation,MALMO_temp_mean,MALMO_temp_min,MALMO_temp_max,MALMO_picnic_weather
20040429,5.3,0.0,8.4,2.5,14.6,False
20040430,5.2,0.0,10.4,5.5,17.2,False
20040501,3.8,0.0,12.2,5.5,19.3,True
20040502,1.7,0.0,13.8,6.7,21.0,True
20040503,1.6,0.23,10.1,7.2,15.1,False
20040504,3.8,0.04,12.6,6.9,17.4,False
20040505,4.9,0.11,16.7,11.7,21.8,False
20040506,3.9,0.11,15.1,9.3,21.5,False
20040507,4.8,0.03,12.5,10.3,16.9,False
20040508,3.0,0.02,12.2,10.2,14.6,False
20040509,2.1,0.04,15.9,10.4,23.1,False
20040510,1.2,0.0,16.3,9.8,23.0,True
20040511,2.2,0.0,11.8,7.8,16.3,False
20040512,2.5,0.13,8.9,6.7,11.6,False
20040513,2.0,0.0,8.3,4.1,13.4,False
20040514,3.2,0.0,9.2,2.1,13.7,False
20040515,5.0,0.0,12.1,9.0,15.6,False
20040516,2.5,0.0,12.9,7.8,18.3,True
20040517,2.6,0.0,14.0,10.8,18.2,True
20040518,5.9,0.0,14.3,11.5,17.7,False
20040519,7.0,0.01,12.3,9.2,16.4,False
20040520,5.6,0.0,11.7,9.6,15.8,False
20040521,4.9,0.0,9.4,6.5,13.6,False
20040522,3.1,0.3,9.3,5.4,14.6,False
20040523,4.3,0.0,9.5,4.0,13.8,False
20040524,4.9,0.0,11.9,6.2,16.8,False
20040525,5.5,0.0,10.8,9.3,14.3,False
20040526,2.3,0.18,10.0,6.6,13.9,False
20040527,1.5,0.0,11.9,6.2,17.0,False
20040528,3.0,0.0,10.3,5.2,13.8,False
20040529,1.9,0.0,12.2,9.2,16.3,False
20040530,1.2,0.0,15.2,7.1,21.5,True
20040531,4.9,0.0,13.0,7.8,18.6,True
20040601,3.6,0.0,12.6,4.0,18.6,True
20040602,2.7,0.0,13.8,4.5,20.7,True
20040603,1.1,0.0,14.9,3.4,22.9,True
20040604,1.5,0.04,12.4,5.3,18.6,False
20040605,1.6,0.0,15.9,11.6,21.0,True
20040606,3.2,0.0,13.8,10.5,17.9,False
20040607,3.2,0.0,17.3,14.1,22.2,True
20040608,4.3,0.0,15.6,12.6,19.5,True
20040609,4.1,0.13,11.8,8.2,15.8,False
20040610,2.7,0.0,17.6,11.6,24.2,True
20040611,3.0,0.06,16.5,10.3,22.0,False
20040612,2.6,0.75,15.8,12.3,20.6,False
20040613,3.1,0.0,17.3,10.5,23.0,True
20040614,5.9,0.0,16.1,12.7,21.0,True
20040615,7.2,0.49,15.5,14.3,18.3,False
20040616,6.4,0.0,12.8,9.4,17.4,False
20040617,2.7,0.82,11.7,9.8,14.3,False
20040618,1.0,1.73,12.0,10.9,14.0,False
20040619,2.6,0.56,11.2,9.2,15.1,False
20040620,3.0,0.01,12.4,8.0,15.9,False
20040621,1.6,0.0,14.2,8.9,19.0,True
20040622,1.7,0.25,13.8,9.2,17.7,False
20040623,3.8,0.8,13.8,8.2,18.5,False
20040624,3.5,0.39,13.5,12.7,15.5,False
20040625,4.8,0.84,12.9,11.2,15.2,False
20040626,3.3,0.02,13.3,12.2,14.8,False
20040627,1.4,0.0,13.0,8.2,17.1,False
20040628,3.0,0.43,14.6,11.5,19.2,False
20040629,5.4,1.12,13.1,11.3,16.4,False
20040630,3.5,0.47,15.3,11.1,20.1,False
20040701,1.9,0.88,14.7,13.5,18.6,False
20040702,2.5,0.03,15.0,11.4,19.2,False
20040703,1.9,0.51,14.1,11.0,17.9,False
20040704,3.0,0.39,14.2,11.7,18.6,False
20040705,2.8,0.0,15.2,12.0,18.9,True
20040706,4.8,0.0,14.7,11.5,17.6,False
20040707,2.4,0.0,15.4,11.5,19.4,True
20040708,3.4,0.18,15.1,8.3,22.0,False
20040709,1.4,3.23,16.9,15.0,20.8,False
20040710,4.9,1.34,15.3,13.6,18.8,False
20040711,4.9,0.63,13.7,12.1,15.3,False
20040712,3.5,0.0,14.7,13.3,16.3,False
20040713,4.4,0.0,14.1,12.5,16.4,False
20040714,4.1,0.68,13.9,12.0,17.4,False
20040715,3.5,0.0,16.0,12.5,19.5,True
20040716,2.6,0.0,15.5,11.8,19.9,True
20040717,2.3,0.33,16.1,8.2,21.0,False
20040718,2.4,1.97,18.4,14.2,23.9,False
20040719,1.8,0.0,17.8,15.5,21.4,True
20040720,1.5,1.34,16.2,10.4,21.2,False
20040721,2.4,0.07,13.9,11.9,17.0,False
20040722,1.2,0.0,16.2,14.0,18.4,True
20040723,0.8,0.7,18.1,15.3,21.9,False
20040724,1.7,0.01,17.6,14.6,21.4,False
20040725,2.1,0.7,14.9,13.0,19.6,False
20040726,1.2,0.0,14.8,9.9,19.3,True
20040727,2.3,0.0,16.0,10.9,20.7,True
20040728,1.6,0.0,17.7,12.0,22.1,True
20040729,0.6,0.0,18.5,9.3,24.4,True
20040730,0.5,0.0,19.5,9.4,26.5,True
20040731,1.0,0.0,20.1,11.4,27.0,True
20040801,1.2,0.11,19.6,16.2,25.8,False
20040802,1.0,0.45,18.9,13.5,25.2,False
20040803,1.1,0.69,17.3,14.4,19.5,False
20040804,1.4,0.41,20.3,17.9,24.7,False
20040805,1.0,0.0,20.7,14.7,26.4,True
20040806,2.8,0.0,22.3,17.1,26.9,True
20040807,2.8,0.0,21.1,15.2,26.1,True
20040808,2.5,0.0,21.9,15.5,27.1,True
20040809,1.7,0.0,21.4,13.8,27.6,True
20040810,2.2,0.0,20.4,12.4,26.8,True
20040811,2.0,0.0,19.2,13.4,24.4,True
20040812,1.3,0.0,19.2,13.6,25.8,True
20040813,1.2,1.36,17.5,15.3,21.7,False
20040814,1.8,0.0,16.9,11.8,21.9,True
20040815,4.5,0.0,17.8,11.2,23.0,True
20040816,2.2,0.54,19.0,16.6,22.7,False
20040817,2.2,0.0,19.6,17.4,22.7,True
20040818,1.7,0.18,18.0,12.5,22.6,False
20040819,3.5,0.0,20.6,17.9,23.7,True
20040820,2.8,0.0,19.5,16.0,23.6,True
20040821,2.9,0.23,16.8,15.3,19.6,False
20040822,4.9,0.0,15.7,13.3,19.7,True
20040823,1.6,0.0,14.9,10.4,19.1,True
20040824,4.0,0.46,16.7,12.1,20.8,False
20040825,1.8,0.51,16.8,14.0,20.4,False
20040826,1.6,0.18,16.6,13.7,20.4,False
20040827,3.0,0.65,15.0,12.7,17.0,False
20040828,2.1,0.03,16.6,14.1,20.3,False
20040829,1.4,0.05,14.7,9.1,19.3,False
20040830,1.9,0.04,15.7,13.3,18.7,False
20040831,1.4,0.53,13.7,9.2,17.9,False
20040901,4.5,0.1,15.5,13.6,17.5,False
20040902,1.8,0.0,16.1,14.2,20.1,True
20040903,0.6,0.0,15.4,7.9,22.1,True
20040904,0.3,0.0,16.0,8.1,23.3,True
20040905,1.1,0.0,16.9,9.9,22.8,True
20040906,1.0,0.0,18.6,13.9,23.5,True
20040907,2.0,0.0,15.7,10.8,21.5,True
20040908,1.8,0.0,13.5,6.5,18.2,True
20040909,0.9,0.0,13.1,4.2,19.9,True
20040910,1.7,0.0,15.0,7.8,20.3,True
20040911,2.3,0.0,17.5,13.2,22.0,True
20040912,5.1,0.06,16.3,14.1,19.2,False
20040913,3.9,0.0,16.1,13.9,18.4,True
20040914,3.2,0.0,15.7,14.2,18.4,True
20040915,5.8,0.0,15.0,13.3,18.1,True
20040916,3.4,0.0,13.1,10.6,16.3,False
20040917,2.0,0.0,13.3,6.2,17.9,False
20040918,2.2,0.45,15.5,13.0,18.3,False
20040919,2.2,0.08,15.7,14.4,18.7,False
20040920,4.0,2.08,13.1,11.4,15.2,False
20040921,5.8,0.23,13.2,10.5,16.2,False
20040922,6.3,0.0,12.9,11.4,16.0,False
20040923,3.0,1.2,12.2,9.1,15.5,False
20040924,2.0,0.0,12.1,8.7,16.1,False
20040925,3.4,0.1,12.8,8.5,16.6,False
20040926,2.7,0.08,13.1,10.5,15.9,False
20040927,5.4,0.0,13.8,11.8,16.5,False
20040928,3.5,0.06,12.8,11.3,15.2,False
20040929,1.1,0.01,10.3,8.6,13.4,False
20040930,1.2,0.0,8.8,3.8,15.3,False
20041001,1.2,0.0,7.7,2.1,13.6,False
20041002,2.7,0.24,10.0,4.3,14.9,False
20041003,1.7,0.0,12.5,9.2,15.7,False
20041004,3.5,0.0,14.2,11.6,16.2,False
20041005,1.1,0.44,14.5,11.5,17.7,False
20041006,2.4,0.0,12.9,11.4,15.8,False
20041007,4.1,0.0,11.8,10.5,14.3,False
20041008,4.0,0.12,12.1,10.6,15.5,False
20041009,1.0,0.0,6.8,2.8,11.9,False
20041010,1.1,0.0,3.5,-1.4,10.5,False
20041011,1.7,0.0,3.4,-1.3,10.1,False
20041012,3.9,0.0,4.2,0.0,10.2,False
20041013,4.7,0.0,8.3,3.5,11.6,False
20041014,3.6,0.0,8.2,6.0,10.5,False
20041015,2.2,0.41,8.8,7.8,10.0,False
20041016,2.0,1.91,8.8,8.2,9.8,False
20041017,1.5,2.8,9.4,8.1,10.6,False
20041018,4.6,0.26,8.9,7.9,9.6,False
20041019,2.2,0.0,9.1,7.3,12.1,False
20041020,4.0,0.03,7.2,1.4,11.6,False
20041021,4.3,0.26,11.0,8.9,14.5,False
20041022,4.0,0.03,11.2,9.5,12.4,False
20041023,4.0,1.1,12.3,11.2,12.9,False
20041024,2.0,0.18,12.6,12.1,13.9,False
20041025,3.4,0.0,13.6,11.8,15.8,False
20041026,3.1,0.0,11.2,9.9,13.3,False
20041027,0.5,0.0,4.4,1.7,11.2,False
20041028,4.0,0.07,6.8,0.7,9.0,False
20041029,2.8,0.07,8.6,7.5,10.0,False
20041030,2.5,0.14,8.4,7.7,9.2,False
20041031,1.2,0.0,7.8,5.9,9.7,False
20041101,1.5,0.0,9.3,7.1,11.1,False
20041102,1.9,0.0,6.7,3.7,11.2,False
20041103,3.6,0.0,8.4,5.8,10.8,False
20041104,1.9,0.11,9.6,8.5,10.4,False
20041105,5.2,0.2,8.1,6.7,10.4,False
20041106,3.3,0.09,7.6,5.7,10.3,False
20041107,1.0,0.0,3.4,1.0,8.1,False
20041108,0.7,0.04,2.1,-2.1,8.3,False
20041109,3.7,0.2,3.9,-1.4,6.9,False
20041110,3.3,0.0,6.6,5.8,7.7,False
20041111,1.1,0.0,4.1,-1.0,8.6,False
20041112,5.1,0.41,7.0,4.2,7.8,False
20041113,3.6,0.03,5.1,4.1,9.2,False
20041114,3.3,0.03,4.4,0.4,7.0,False
20041115,5.7,0.03,8.9,6.3,10.1,False
20041116,4.8,0.0,5.9,4.8,9.5,False
20041117,3.0,0.69,3.8,2.0,6.2,False
20041118,7.0,0.02,5.5,4.1,9.0,False
20041119,1.7,0.03,-0.4,-4.3,4.1,False
20041120,2.5,0.12,1.4,-1.8,4.3,False
20041121,1.6,0.53,-2.2,-5.3,2.2,False
20041122,5.2,1.6,4.2,-5.4,8.3,False
20041123,6.0,0.0,2.7,1.3,8.7,False
20041124,1.4,0.13,-0.1,-4.4,3.0,False
20041125,4.0,0.0,6.9,2.0,9.0,False
20041126,2.6,1.73,4.7,2.9,7.3,False
20041127,3.8,0.04,5.5,4.5,6.5,False
20041128,0.8,0.1,5.3,4.3,6.1,False
20041129,1.1,0.0,5.3,4.4,6.2,False
20041130,1.5,0.0,4.6,3.0,6.5,False
20041201,1.4,0.41,2.9,1.0,4.0,False
20041202,2.8,0.11,4.0,1.8,5.6,False
20041203,2.6,0.03,4.8,3.6,5.6,False
20041204,3.7,0.02,5.6,1.4,6.9,False
20041205,6.0,0.0,7.2,6.0,8.7,False
20041206,3.9,0.0,6.8,5.6,8.0,False
20041207,4.4,0.0,7.3,6.3,8.3,False
20041208,4.5,0.0,6.6,5.9,7.8,False
20041209,2.5,0.0,5.5,4.2,6.8,False
20041210,1.4,0.0,3.1,1.6,5.5,False
20041211,3.1,0.0,4.0,-0.1,6.6,False
20041212,2.6,0.0,5.0,3.8,5.8,False
20041213,0.8,0.04,6.3,5.7,7.2,False
20041214,3.1,0.0,3.2,0.9,6.4,False
20041215,4.3,0.09,5.1,1.0,6.3,False
20041216,3.7,0.19,4.1,1.7,6.7,False
20041217,4.0,0.29,5.2,3.8,6.5,False
20041218,5.0,0.18,2.8,1.2,4.6,False
20041219,3.6,0.1,0.2,-0.9,3.3,False
20041220,1.5,0.16,0.0,-2.5,4.1,False
20041221,2.4,0.0,1.5,-2.3,3.2,False
20041222,6.1,0.17,2.0,0.7,3.2,False
20041223,5.7,1.07,6.4,3.2,8.2,False
20041224,1.1,2.25,1.9,0.2,8.0,False
20041225,4.8,0.25,4.4,0.4,5.7,False
20041226,0.9,0.0,0.9,-1.2,4.2,False
20041227,1.2,0.0,-1.9,-2.8,-0.2,False
20041228,2.5,0.0,0.0,-2.7,0.9,False
20041229,0.9,0.02,1.1,-0.5,2.4,False
20041230,5.6,0.19,4.1,0.4,5.4,False
20041231,1.2,0.0,4.6,2.6,6.9,False
20050101,3.1,0.29,2.8,1.3,4.3,False
20050102,6.4,0.15,4.0,2.5,6.1,False
20050103,7.0,0.94,4.0,1.9,5.1,False
20050104,6.2,0.3,6.9,4.8,7.7,False
20050105,4.6,0.06,5.1,4.5,7.6,False
20050106,5.8,0.0,5.5,4.2,6.9,False
20050107,6.8,0.43,8.0,5.2,9.1,False
20050108,8.8,0.11,7.9,6.7,9.3,False
20050109,7.3,0.48,6.3,4.9,7.5,False
20050110,5.5,0.0,8.5,5.5,10.6,False
20050111,3.8,0.25,6.7,5.9,10.0,False
20050112,5.1,0.0,6.9,6.0,7.7,False
20050113,6.1,0.0,4.8,4.1,6.1,False
20050114,3.0,0.0,4.4,2.4,6.7,False
20050115,0.8,0.0,-1.3,-4.6,4.0,False
20050116,3.0,0.0,2.1,-0.2,4.1,False
20050117,3.7,0.18,3.5,1.5,4.7,False
20050118,3.6,0.59,4.2,3.8,5.1,False
20050119,2.2,0.52,2.3,-0.2,4.2,False
20050120,6.6,0.04,3.8,0.8,5.9,False
20050121,5.3,0.08,2.9,1.4,5.0,False
20050122,3.1,0.0,1.3,-0.5,2.8,False
20050123,3.0,0.05,0.3,-0.7,2.2,False
20050124,3.3,0.0,-2.9,-4.9,-0.6,False
20050125,1.9,0.0,-4.2,-6.3,-1.2,False
20050126,0.5,0.0,-5.6,-7.8,-1.6,False
20050127,0.8,0.0,-2.0,-6.5,1.1,False
20050128,0.6,0.0,-4.0,-6.2,-0.1,False
20050129,0.8,0.0,-4.4,-9.9,-1.9,False
20050130,3.0,0.0,2.4,-2.5,5.0,False
20050131,5.6,0.0,4.6,2.3,7.3,False
20050201,4.2,0.0,3.0,2.1,4.8,False
20050202,1.7,0.0,2.1,-0.2,3.8,False
20050203,0.7,0.0,0.6,-2.4,3.2,False
20050204,2.0,0.0,2.7,1.7,3.5,False
20050205,2.8,0.0,2.0,0.4,3.9,False
20050206,4.0,0.0,-1.6,-2.3,0.8,False
20050207,3.0,0.0,-2.4,-5.8,1.2,False
20050208,2.2,0.0,-2.5,-5.2,0.5,False
20050209,2.2,0.41,-1.1,-5.7,1.6,False
20050210,4.9,0.69,3.4,-1.0,4.7,False
20050211,3.5,0.0,2.4,1.2,4.6,False
20050212,4.3,2.67,1.7,-1.5,3.2,False
20050213,5.5,0.12,0.5,-0.2,3.4,False
20050214,4.8,0.06,0.1,-0.9,0.8,False
20050215,3.2,0.0,-2.0,-3.2,1.3,False
20050216,2.1,0.0,-1.9,-3.5,-0.7,False
20050217,1.3,0.03,-3.4,-5.1,-1.2,False
20050218,3.6,0.25,0.0,-4.7,1.2,False
20050219,2.2,0.0,0.9,0.1,1.5,False
20050220,0.8,0.01,0.8,0.3,2.1,False
20050221,2.6,0.0,0.5,-0.6,2.4,False
20050222,5.0,0.2,-1.4,-2.1,0.7,False
20050223,9.0,0.14,-0.3,-3.1,0.6,False
20050224,4.2,0.07,0.8,0.3,1.8,False
20050225,2.1,0.0,-0.4,-1.3,1.0,False
20050226,2.8,0.0,-2.8,-4.1,0.4,False
20050227,3.2,0.0,-5.1,-7.7,-1.8,False
20050228,2.4,0.17,-2.4,-9.3,0.9,False
20050301,2.7,0.43,-1.6,-2.8,0.3,False
20050302,5.2,0.05,-2.9,-4.6,-1.5,False
20050303,1.7,0.0,-6.5,-9.0,-2.0,False
20050304,1.1,0.0,-8.7,-16.0,-0.5,False
20050305,2.2,0.0,-5.3,-10.5,-1.2,False
20050306,2.6,0.0,-4.4,-9.1,-0.6,False
20050307,3.5,0.0,0.7,-2.6,3.7,False
20050308,2.5,0.0,2.5,0.3,5.8,False
20050309,2.0,0.0,-1.2,-3.9,2.0,False
20050310,4.3,0.27,-0.5,-5.2,1.7,False
20050311,4.9,0.46,1.6,0.3,3.6,False
20050312,2.6,0.0,-0.1,-2.2,2.3,False
20050313,1.8,0.14,-4.4,-9.1,-0.8,False
20050314,4.5,0.0,1.3,-1.2,4.5,False
20050315,2.9,1.22,1.7,0.6,4.5,False
20050316,5.5,0.5,5.9,0.6,7.8,False
20050317,6.0,0.03,7.6,6.6,8.6,False
20050318,2.2,0.79,3.7,1.1,8.3,False
20050319,2.2,0.0,-1.9,-4.2,2.2,False
20050320,0.7,0.0,-1.3,-6.2,2.7,False
20050321,0.8,0.0,-0.2,-5.1,4.0,False
20050322,2.4,0.0,2.7,-2.8,7.7,False
20050323,1.8,0.0,5.2,1.4,8.0,False
20050324,1.0,0.0,6.4,5.6,8.2,False
20050325,1.5,0.0,6.2,0.9,12.5,False
20050326,3.5,0.0,5.7,1.4,12.2,False
20050327,4.7,0.0,3.5,0.9,7.3,False
20050328,2.7,0.0,3.9,-1.4,9.0,False
20050329,5.3,0.0,2.6,-1.8,7.6,False
20050330,3.6,0.0,2.7,-1.8,7.5,False
20050331,1.1,0.0,2.7,-4.6,9.5,False
20050401,0.5,0.0,3.8,-4.7,11.5,False
20050402,1.6,0.0,5.1,-4.2,13.0,False
20050403,2.7,0.0,8.0,1.6,15.2,False
20050404,2.2,0.09,10.4,3.4,17.1,False
20050405,4.2,0.03,7.6,4.7,11.6,False
20050406,3.8,0.0,7.6,4.0,11.6,False
20050407,3.8,0.25,8.2,5.2,13.3,False
20050408,3.5,0.0,6.6,4.1,9.6,False
20050409,3.1,0.0,5.6,3.2,8.6,False
20050410,2.5,0.0,4.1,-2.3,8.6,False
20050411,4.1,0.0,9.6,4.3,15.4,False
20050412,3.3,0.01,9.9,4.9,14.9,False
20050413,1.9,0.07,9.0,7.2,12.1,False
20050414,2.2,0.01,11.1,7.4,15.2,False
20050415,2.5,0.0,13.2,9.2,19.3,True
20050416,3.8,0.0,11.2,4.1,17.4,False
20050417,5.2,0.0,11.0,6.2,17.0,False
20050418,5.2,0.0,9.7,5.9,15.1,False
20050419,3.6,0.0,6.3,1.8,12.7,False
20050420,2.2,0.02,2.8,-1.9,7.0,False
20050421,3.3,0.0,6.2,-0.3,11.0,False
20050422,2.0,0.0,5.8,-0.3,11.4,False
20050423,1.9,0.0,5.2,1.9,8.8,False
20050424,1.1,0.0,5.5,-3.1,11.2,False
20050425,4.3,0.0,5.2,-2.0,10.7,False
20050426,4.1,0.0,7.3,0.9,13.0,False
20050427,5.0,0.28,7.6,-1.4,14.5,False
20050428,1.0,0.0,8.8,4.9,13.3,False
20050429,3.5,0.0,8.0,4.1,12.0,False
20050430,2.0,0.01,11.7,7.8,15.4,False
20050501,0.8,0.0,11.3,8.3,15.2,False
20050502,3.9,0.81,11.5,7.4,16.0,False
20050503,1.6,0.01,14.3,9.5,19.4,False
20050504,1.7,0.0,12.4,10.3,15.7,False
20050505,3.2,0.18,9.8,6.4,14.3,False
20050506,3.6,0.12,9.8,8.3,12.5,False
20050507,3.2,0.0,8.6,5.7,12.8,False
20050508,2.5,0.0,8.8,6.7,11.8,False
20050509,2.3,0.0,7.6,3.1,11.8,False
20050510,1.1,0.36,8.1,4.6,12.3,False
20050511,1.5,0.03,8.7,2.5,13.7,False
20050512,1.3,0.0,10.3,2.0,16.1,False
20050513,1.1,0.0,11.4,2.0,17.7,False
20050514,2.3,0.0,11.0,3.0,17.9,False
20050515,2.2,0.0,11.0,4.1,17.5,False
20050516,4.0,0.0,10.3,9.0,12.0,False
20050517,2.2,0.0,9.9,5.0,14.1,False
20050518,3.6,0.0,9.0,5.3,12.3,False
20050519,2.8,0.0,10.0,6.2,13.9,False
20050520,4.9,0.12,12.5,9.0,17.0,False
20050521,2.7,0.21,13.1,10.2,18.0,False
20050522,2.0,0.0,14.6,9.1,19.5,True
20050523,1.6,0.05,14.6,12.5,18.8,False
20050524,2.2,0.03,13.2,9.2,17.5,False
20050525,2.4,0.0,15.2,10.8,19.4,True
20050526,2.8,0.0,17.9,11.6,24.0,True
20050527,2.0,0.0,18.3,15.4,21.9,True
20050528,3.1,0.0,18.6,9.3,24.8,True
20050529,3.8,0.0,17.4,14.3,22.2,True
20050530,1.5,0.92,13.3,11.4,18.5,False
20050531,4.7,0.36,10.5,8.7,13.6,False
20050601,3.9,0.03,11.8,9.7,14.0,False
20050602,2.2,0.44,10.5,9.2,12.8,False
20050603,2.3,0.84,15.3,10.7,20.2,False
20050604,4.6,0.09,14.6,12.9,17.9,False
20050605,4.5,0.0,13.7,11.9,17.8,False
20050606,4.2,0.41,10.6,8.9,14.2,False
20050607,3.0,0.22,11.1,7.8,15.0,False
20050608,2.5,0.0,12.6,3.9,18.3,True
20050609,1.5,0.24,14.5,7.0,19.3,False
20050610,3.7,0.0,13.9,12.1,18.3,True
20050611,2.7,0.52,12.0,9.8,17.3,False
20050612,2.2,0.34,11.4,9.0,14.2,False
20050613,2.6,0.74,10.8,7.3,13.6,False
20050614,3.4,0.0,14.3,7.0,19.5,True
20050615,2.2,0.0,17.2,12.3,21.9,True
20050616,1.3,0.0,15.6,8.3,22.0,True
20050617,3.0,0.4,15.4,13.8,18.8,False
20050618,4.8,0.0,15.9,12.5,19.2,True
20050619,2.1,0.0,17.1,12.7,21.9,True
20050620,1.4,0.0,17.7,10.0,24.1,True
20050621,3.2,0.11,19.3,14.1,24.9,False
20050622,4.5,0.0,16.9,13.9,20.7,True
20050623,2.0,0.0,18.8,14.8,23.9,True
20050624,1.1,0.0,21.2,14.4,27.2,True
20050625,1.7,1.14,17.4,13.2,24.7,False
20050626,1.6,0.0,16.8,9.5,21.4,True
20050627,4.5,0.0,16.4,11.9,20.9,True
20050628,4.3,0.0,16.4,12.7,20.6,True
20050629,2.7,0.0,17.8,12.8,22.7,True
20050630,1.4,0.0,16.1,9.0,21.6,True
20050701,1.7,0.0,16.8,10.3,22.0,True
20050702,1.1,0.0,18.0,9.8,23.6,True
20050703,1.9,0.0,18.2,9.3,24.9,True
20050704,5.6,0.0,20.3,15.6,25.4,True
20050705,3.1,0.11,19.1,16.4,24.3,False
20050706,1.0,0.72,19.3,15.8,23.6,False
20050707,0.8,0.0,18.8,14.9,23.4,True
20050708,1.0,0.0,20.6,12.5,26.4,True
20050709,1.3,0.0,22.2,12.9,29.8,True
20050710,0.9,0.12,21.5,13.8,29.6,False
20050711,0.5,0.0,22.4,12.9,28.8,True
20050712,1.1,0.0,23.2,12.8,30.6,True
20050713,2.7,0.0,21.2,14.6,26.5,True
20050714,2.1,0.0,19.4,15.9,23.6,True
20050715,2.2,0.2,19.5,13.6,25.8,False
20050716,4.2,0.0,17.9,16.0,21.2,True
20050717,4.2,0.0,17.9,15.0,22.5,True
20050718,1.5,0.0,20.0,15.5,25.3,True
20050719,3.0,0.15,18.6,15.0,22.4,False
20050720,4.1,0.86,15.8,14.8,19.5,False
20050721,1.7,0.16,16.5,12.4,21.2,False
20050722,2.9,0.0,17.4,11.6,23.0,True
20050723,4.0,0.0,17.9,16.3,21.3,True
20050724,3.0,0.0,15.4,13.5,18.2,True
20050725,1.3,0.26,15.4,11.6,18.8,False
20050726,2.3,0.0,16.8,14.2,20.3,True
20050727,2.3,0.0,17.0,14.2,20.7,True
20050728,1.9,0.0,17.9,12.1,23.6,True
20050729,1.7,0.25,20.6,14.6,28.6,False
20050730,2.2,0.85,19.2,17.0,23.4,False
20050731,2.9,1.65,17.7,14.4,23.1,False
20050801,3.8,0.46,17.5,14.6,22.5,False
20050802,2.1,0.0,16.6,15.2,19.5,True
20050803,1.4,0.68,17.5,14.9,21.3,False
20050804,2.8,0.13,16.6,13.9,20.3,False
20050805,2.5,1.38,15.6,13.4,18.9,False
20050806,2.8,0.0,15.7,12.7,19.2,True
20050807,2.0,0.0,15.2,11.4,20.3,True
20050808,1.3,0.0,15.8,10.3,20.9,True
20050809,2.2,0.0,14.6,7.5,20.7,True
20050810,4.3,0.15,16.8,15.2,19.4,False
20050811,4.0,0.11,15.6,14.7,17.7,False
20050812,4.2,0.0,15.5,13.1,18.7,True
20050813,3.4,0.27,14.4,12.3,17.7,False
20050814,0.4,0.0,15.4,8.6,21.0,True
20050815,1.0,0.0,16.6,9.1,22.8,True
20050816,2.5,0.0,15.9,12.4,19.2,True
20050817,1.5,0.0,16.4,10.5,22.4,True
20050818,1.3,0.0,16.6,9.1,23.9,True
20050819,3.0,0.0,18.4,10.9,24.7,True
20050820,2.0,0.0,20.8,14.4,26.9,True
20050821,0.9,0.0,21.5,14.8,28.5,True
20050822,2.6,0.0,18.3,12.6,23.7,True
20050823,0.9,0.0,17.8,11.4,23.6,True
20050824,1.1,0.0,16.6,12.8,21.8,True
20050825,2.1,0.93,15.4,13.1,17.7,False
20050826,4.0,0.0,14.9,13.3,18.6,True
20050827,2.5,0.0,15.3,12.3,19.0,True
20050828,3.2,0.0,16.8,14.6,19.8,True
20050829,3.5,0.0,19.4,16.0,23.3,True
20050830,2.5,0.0,16.6,13.3,21.0,True
20050831,1.9,0.0,14.4,6.0,21.6,True
20050901,5.3,0.0,18.0,12.1,23.1,True
20050902,2.2,0.0,18.7,15.2,22.8,True
20050903,2.5,0.0,16.3,12.2,20.8,True
20050904,0.8,0.0,14.5,7.5,20.9,True
20050905,0.8,0.0,17.1,11.9,24.2,True
20050906,2.2,0.0,19.3,12.8,25.5,True
20050907,2.4,0.0,20.5,15.6,24.9,True
20050908,2.3,0.0,19.8,16.0,24.5,True
20050909,1.0,0.53,18.2,13.6,23.1,False
20050910,3.0,0.0,16.0,13.4,19.9,True
20050911,2.9,0.0,15.4,12.2,19.0,True
20050912,2.6,0.0,15.1,9.7,19.4,True
20050913,1.1,0.0,14.1,8.6,18.5,True
20050914,4.4,0.01,15.6,13.2,19.7,False
20050915,4.6,0.08,14.6,13.1,16.9,False
20050916,1.5,0.0,10.1,5.1,16.2,False
20050917,0.8,0.0,9.1,1.5,16.3,False
20050918,3.1,0.06,11.4,4.7,14.0,False
20050919,1.7,0.0,14.5,13.7,16.0,False
20050920,1.1,0.0,15.1,13.9,18.4,True
20050921,0.4,0.0,14.0,11.5,18.0,True
20050922,1.2,0.0,13.0,6.7,17.9,False
20050923,2.9,0.0,14.4,6.5,19.7,True
20050924,1.2,0.0,16.4,12.3,21.8,True
20050925,2.6,0.0,16.2,11.5,21.3,True
20050926,0.9,0.0,15.8,12.2,19.6,True
20050927,2.2,0.54,14.3,9.2,17.2,False
20050928,2.1,0.14,13.0,11.3,16.2,False
20050929,1.3,0.43,11.5,7.1,15.3,False
20050930,1.5,0.0,9.7,4.9,14.9,False
20051001,3.4,1.3,12.2,5.4,15.5,False
20051002,0.7,0.0,12.3,10.4,16.2,False
20051003,0.7,0.0,11.2,5.0,17.0,False
20051004,0.5,0.0,12.3,8.9,17.3,False
20051005,0.4,0.0,9.1,3.1,17.6,False
20051006,0.8,0.0,9.8,4.1,18.0,True
20051007,2.5,0.0,11.8,5.4,18.8,True
20051008,3.3,0.0,14.5,11.6,18.0,True
20051009,1.5,0.0,13.1,11.2,17.3,False
20051010,2.2,0.0,13.7,6.4,18.7,True
