DATE,DRESDEN_cloud_cover,DRESDEN_wind_speed,DRESDEN_wind_gust,DRESDEN_humidity,DRESDEN_global_radiation,DRESDEN_precipitation,DRESDEN_sunshine,DRESDEN_temp_mean,DRESDEN_temp_min,DRESDEN_temp_max,DRESDEN_picnic_weather
20071006,7,1.7,5.0,0.9,0.66,0.0,2.3,9.9,8.4,13.9,False
20071007,7,1.2,3.6,0.8,0.83,0.0,2.4,10.5,7.5,13.3,False
20071008,5,2.5,6.3,0.82,1.11,0.0,6.1,10.3,6.3,13.8,False
20071009,6,2.1,6.1,0.76,1.06,0.0,5.0,9.1,6.7,12.6,False
20071010,5,2.1,5.5,0.75,1.06,0.0,4.0,9.6,4.2,15.3,False
20071011,7,2.0,4.9,0.86,0.49,0.0,1.9,6.9,3.4,10.8,False
20071012,8,4.3,11.8,0.88,0.31,0.09,0.2,9.8,5.7,13.5,False
20071013,4,2.8,7.0,0.76,1.24,0.0,6.5,7.8,2.4,10.8,False
20071014,1,3.2,6.6,0.69,1.41,0.0,10.4,6.5,-0.4,13.0,False
20071015,0,4.5,8.4,0.58,1.4,0.0,10.3,10.0,3.2,17.0,False
20071016,0,3.6,8.2,0.78,1.16,0.0,8.7,11.2,6.1,18.0,True
20071017,4,4.5,11.9,0.75,1.08,0.09,8.6,13.3,7.4,19.3,False
20071018,6,5.5,14.7,0.87,0.57,0.22,1.8,7.7,4.9,12.0,False
20071019,7,4.0,13.2,0.85,0.73,0.24,2.5,4.2,1.5,7.7,False
20071020,8,2.9,7.6,0.88,0.55,0.18,0.9,3.7,0.6,7.1,False
20071021,5,2.4,6.4,0.9,0.33,0.53,0.9,3.1,-0.7,5.2,False
20071022,5,3.2,8.5,0.85,0.88,0.0,5.3,1.3,-2.7,4.8,False
20071023,8,3.8,9.3,0.87,0.17,0.18,0.0,3.5,2.9,4.7,False
20071024,8,2.9,6.0,0.97,0.09,0.05,0.0,4.5,3.2,5.5,False
20071025,8,3.4,7.6,0.98,0.16,0.01,0.0,5.8,5.1,6.4,False
20071026,8,3.3,7.1,0.92,0.17,0.01,0.0,7.5,6.1,8.7,False
20071027,8,2.0,5.5,0.91,0.19,0.0,0.0,7.6,5.8,8.7,False
20071028,2,2.1,4.6,0.85,0.89,0.0,5.4,6.8,2.9,12.7,False
20071029,5,3.8,9.9,0.83,0.96,0.0,7.4,7.4,2.6,11.3,False
20071030,7,3.7,8.0,0.87,0.24,0.06,0.0,8.1,6.4,10.6,False
20071031,4,2.7,6.1,0.87,0.74,0.0,4.1,6.3,3.0,10.0,False
20071101,6,3.6,7.5,0.82,0.37,0.04,1.2,7.3,3.0,10.6,False
20071102,8,3.3,7.6,0.96,0.15,0.33,0.0,9.7,8.3,10.5,False
20071103,8,4.1,9.7,0.96,0.15,0.18,0.0,10.8,8.2,11.8,False
20071104,6,4.2,9.6,0.87,0.34,0.0,0.4,7.0,3.5,9.1,False
20071105,6,2.3,7.4,0.86,0.46,0.53,2.0,4.1,2.0,7.6,False
20071106,7,6.4,16.6,0.86,0.26,0.88,0.1,4.8,2.8,7.5,False
20071107,7,8.1,17.7,0.86,0.14,1.17,0.0,5.4,2.7,7.5,False
20071108,7,6.0,13.7,0.83,0.36,0.75,0.4,7.7,5.3,9.3,False
20071109,8,8.1,18.1,0.81,0.33,0.2,0.4,5.1,3.2,9.2,False
20071110,7,5.5,15.2,0.9,0.22,0.61,0.0,1.6,-0.5,3.3,False
20071111,7,5.8,16.0,0.91,0.1,1.12,0.0,1.8,0.1,6.6,False
20071112,8,5.8,12.4,0.92,0.12,0.73,0.0,1.6,0.2,2.9,False
20071113,7,5.1,11.6,0.91,0.13,1.23,0.0,1.9,0.4,3.5,False
20071114,8,2.2,6.4,0.96,0.14,0.1,0.0,-0.1,-0.6,0.4,False
20071115,6,2.9,7.0,0.92,0.23,0.0,0.0,-0.9,-2.7,0.3,False
20071116,7,2.9,6.9,0.89,0.36,0.05,0.4,-0.4,-2.7,1.4,False
20071117,8,2.5,5.0,0.96,0.06,0.09,0.0,2.5,1.2,3.6,False
20071118,8,3.1,8.7,0.91,0.28,0.01,0.4,2.2,-0.7,5.2,False
20071119,4,6.1,14.1,0.79,0.65,0.0,7.0,2.7,-1.2,6.6,False
20071120,6,7.1,12.4,0.79,0.39,0.0,0.2,2.3,1.2,3.4,False
20071121,3,7.6,14.7,0.79,0.61,0.0,6.3,1.4,0.4,3.8,False
20071122,6,6.0,11.2,0.82,0.23,0.0,0.0,2.3,1.2,3.1,False
20071123,7,3.2,8.1,0.87,0.21,0.14,0.0,4.6,1.7,6.7,False
20071124,6,3.3,7.3,0.85,0.11,0.01,0.0,2.1,-2.7,5.6,False
20071125,7,6.7,13.5,0.82,0.17,0.37,0.1,2.3,-2.8,4.7,False
20071126,6,8.1,17.9,0.79,0.43,0.0,3.3,1.3,0.1,2.9,False
20071127,4,5.4,13.0,0.79,0.41,0.0,3.1,0.2,-1.8,2.2,False
20071128,4,3.0,6.6,0.82,0.58,0.0,7.2,-0.1,-3.0,4.1,False
20071129,5,4.9,10.1,0.75,0.41,0.54,2.6,-0.1,-2.2,2.5,False
20071130,7,6.2,12.6,0.83,0.23,0.17,0.1,4.1,2.3,5.5,False
20071201,7,5.5,12.9,0.83,0.12,0.53,0.0,6.6,5.0,8.5,False
20071202,6,7.1,17.0,0.71,0.44,0.05,3.5,7.6,4.7,10.2,False
20071203,8,8.3,19.1,0.76,0.23,0.3,0.5,6.7,4.3,9.5,False
20071204,7,6.5,14.3,0.82,0.18,0.23,0.1,4.5,3.1,5.2,False
20071205,7,4.4,8.4,0.84,0.17,0.02,0.1,6.6,4.4,9.1,False
20071206,6,5.9,13.4,0.76,0.36,0.16,2.7,8.8,6.8,10.8,False
20071207,6,7.2,21.0,0.76,0.27,0.25,2.1,9.5,4.5,13.8,False
20071208,4,5.3,12.7,0.69,0.48,0.0,5.8,5.5,2.8,7.3,False
20071209,6,5.9,12.4,0.8,0.14,0.36,0.1,4.0,3.0,5.2,False
20071210,4,4.2,9.5,0.82,0.43,0.0,4.9,4.7,2.6,7.6,False
20071211,8,3.1,7.6,0.96,0.06,0.95,0.0,3.4,2.2,4.2,False
20071212,8,4.1,11.8,0.98,0.06,0.34,0.0,4.1,3.6,5.0,False
20071213,7,3.4,7.7,0.86,0.25,0.0,0.3,2.0,0.6,3.9,False
20071214,8,3.3,6.6,0.83,0.09,0.0,0.0,-0.6,-1.5,0.6,False
20071215,6,3.6,8.1,0.81,1.26,0.0,0.0,-1.6,-2.8,-0.2,False
20071216,8,2.9,8.4,0.85,0.09,0.0,0.0,-2.9,-3.5,-2.3,False
20071217,8,3.0,8.0,0.86,0.07,0.0,0.0,-1.4,-2.4,-0.7,False
20071218,7,2.6,5.5,0.87,0.25,0.0,0.5,-2.4,-3.5,-1.5,False
20071219,8,1.4,3.6,0.92,0.07,0.0,0.0,-4.2,-4.7,-3.5,False
20071220,6,1.3,3.3,0.94,0.23,0.0,0.2,-5.1,-7.5,-3.7,False
20071221,1,1.8,9.8,0.83,0.5,0.0,7.1,-4.6,-7.6,0.7,False
20071222,1,5.0,8.6,0.8,0.48,0.0,6.6,-4.0,-6.0,-0.2,False
20071223,4,4.1,6.5,0.83,0.46,0.0,6.0,-4.5,-6.9,-0.4,False
20071224,8,2.8,5.2,0.88,0.11,0.0,0.0,-2.2,-3.8,-0.8,False
20071225,2,4.5,14.0,0.84,0.49,0.0,7.0,-1.8,-4.6,1.3,False
20071226,3,5.8,14.8,0.78,0.47,0.0,6.0,-2.1,-4.7,2.3,False
20071227,5,3.2,7.1,0.83,0.47,0.0,6.6,-1.1,-3.2,2.8,False
20071228,6,5.4,11.9,0.83,0.23,0.0,0.0,1.0,-1.1,4.2,False
20071229,4,7.4,15.1,0.73,0.4,0.0,4.9,0.3,-1.6,2.4,False
20071230,7,4.3,11.1,0.81,0.34,0.3,3.1,1.6,-1.2,5.0,False
20071231,8,4.5,9.1,0.92,0.12,0.06,0.0,1.5,0.2,2.1,False
20080101,8,2.6,7.7,0.93,0.08,0.03,0.0,-0.5,-3.2,0.5,False
20080102,7,3.5,9.9,0.9,0.23,0.0,0.4,-2.5,-5.1,-1.1,False
20080103,8,7.6,17.2,0.77,0.08,0.0,0.0,-2.4,-4.8,-0.2,False
20080104,6,9.2,18.3,0.73,0.37,0.0,2.4,-2.5,-2.9,-1.6,False
20080105,7,11.2,19.0,0.74,0.27,0.0,0.5,-2.6,-3.7,-1.3,False
20080106,8,6.4,13.1,0.88,0.12,0.32,0.0,0.1,-2.4,3.7,False
20080107,4,6.1,15.0,0.84,0.17,0.83,1.7,2.4,-0.3,5.5,False
20080108,5,6.2,16.7,0.71,0.49,0.0,5.1,4.1,1.0,6.3,False
20080109,6,5.8,12.1,0.78,0.36,0.15,1.7,2.5,0.1,5.0,False
20080110,4,5.0,11.1,0.83,0.53,0.0,5.9,4.0,0.2,7.0,False
20080111,6,8.0,16.4,0.74,0.5,0.0,5.8,4.3,0.9,7.5,False
20080112,6,7.1,16.3,0.78,0.27,0.0,0.0,2.9,0.9,5.2,False
20080113,2,3.8,10.5,0.82,0.59,0.0,7.3,2.7,0.1,7.0,False
20080114,3,7.9,14.8,0.82,0.52,0.0,5.6,3.5,1.8,6.3,False
20080115,6,8.8,17.5,0.8,0.54,0.0,6.6,3.1,1.5,5.2,False
20080116,7,8.0,17.7,0.81,0.13,0.01,0.0,3.9,2.8,5.5,False
20080117,6,4.8,10.0,0.82,0.45,0.0,3.4,4.3,1.9,8.8,False
20080118,7,5.8,14.6,0.76,0.22,0.72,0.4,6.9,4.5,8.8,False
20080119,8,8.2,19.1,0.86,0.24,2.39,0.0,10.3,7.2,13.1,False
20080120,8,7.1,17.3,0.86,0.2,0.34,0.1,10.1,7.4,12.0,False
20080121,8,9.1,17.2,0.77,0.19,0.03,0.0,10.0,7.2,11.2,False
20080122,7,7.9,19.1,0.78,0.17,0.14,0.1,3.7,-0.2,9.0,False
20080123,6,4.4,9.3,0.76,0.57,0.0,5.1,3.0,0.3,5.8,False
20080124,8,5.9,16.3,0.74,0.38,0.18,0.6,7.0,4.7,8.7,False
20080125,3,7.0,15.4,0.65,0.74,0.0,7.9,4.5,1.8,7.6,False
20080126,7,9.6,20.0,0.68,0.52,1.66,4.6,6.6,5.2,9.1,False
20080127,8,8.6,19.4,0.93,0.08,1.09,0.0,5.5,3.4,7.2,False
20080128,8,2.6,6.6,0.93,0.19,0.17,0.0,5.6,3.9,7.5,False
20080129,7,2.7,5.5,0.82,0.37,0.0,0.0,5.8,4.0,7.3,False
20080130,7,4.3,10.2,0.84,0.31,0.2,0.1,3.6,1.4,6.1,False
20080131,7,5.9,14.4,0.74,0.59,0.0,2.8,2.6,1.4,4.4,False
20080201,8,6.4,14.6,0.72,1.26,0.28,2.8,5.5,3.1,8.1,False
20080202,6,5.7,12.5,0.78,1.26,0.0,0.1,2.5,-0.1,3.6,False
20080203,2,5.7,14.7,0.71,1.26,0.0,0.3,1.4,-1.7,4.6,False
20080204,3,7.7,17.0,0.74,1.26,0.0,8.5,4.3,1.4,7.7,False
20080205,6,5.3,13.7,0.7,1.26,0.12,7.5,6.3,4.2,8.7,False
20080206,7,6.7,15.5,0.81,1.26,0.21,5.9,7.8,4.4,9.8,False
20080207,5,6.4,14.4,0.77,1.26,0.0,0.5,3.4,0.5,5.7,False
20080208,7,2.7,4.7,0.75,1.26,0.0,2.3,4.0,0.4,7.8,False
20080209,7,2.2,4.3,0.72,1.26,0.0,0.2,6.3,3.7,9.6,False
20080210,4,1.7,4.5,0.76,1.26,0.0,0.1,6.4,2.2,11.7,False
20080211,5,2.6,5.6,0.85,1.26,0.0,8.4,4.5,-0.3,8.9,False
20080212,8,2.3,5.9,0.9,1.26,0.0,3.8,3.6,1.9,4.9,False
20080213,8,1.9,5.5,0.81,1.26,0.0,0.0,2.8,2.1,3.5,False
20080214,8,2.8,6.3,0.89,1.26,0.01,0.0,1.3,0.1,2.4,False
20080215,5,3.4,8.6,0.72,1.26,0.0,0.0,-1.6,-5.1,1.5,False
20080216,2,2.0,5.3,0.69,1.26,0.0,3.7,-4.1,-6.9,-0.4,False
20080217,5,4.8,10.4,0.57,1.26,0.0,4.6,-1.6,-7.3,2.3,False
20080218,7,5.7,12.0,0.76,1.26,0.09,5.7,1.2,-0.5,2.6,False
20080219,8,4.2,9.9,0.86,1.26,0.0,0.0,3.2,1.9,6.1,False
20080220,4,3.4,11.5,0.78,1.26,0.17,2.6,4.5,-2.2,10.7,False
20080221,7,5.5,11.9,0.79,1.26,0.04,8.2,6.6,4.7,8.8,False
20080222,8,8.4,21.2,0.75,1.26,0.1,2.5,9.3,7.9,10.5,False
20080223,6,7.6,19.6,0.66,1.26,0.0,0.0,8.2,5.9,9.9,False
20080224,2,3.7,9.9,0.57,1.26,0.0,7.2,11.7,4.3,19.0,True
20080225,4,4.6,15.7,0.78,1.26,0.06,10.1,7.1,3.1,10.3,False
20080226,7,6.2,13.5,0.72,1.26,0.06,4.7,11.0,4.7,15.9,False
20080227,5,7.4,18.3,0.69,1.26,0.0,1.8,7.5,4.8,10.5,False
20080228,5,4.1,9.2,0.7,1.26,0.0,4.0,5.5,2.7,7.7,False
20080229,8,2.8,12.5,0.78,1.26,0.99,3.9,6.2,3.4,8.1,False
20080301,7,11.3,26.8,0.79,1.26,0.99,4.8,6.7,1.9,10.4,False
20080302,7,10.0,26.1,0.73,1.26,0.36,4.8,7.0,4.6,9.4,False
20080303,6,6.0,17.9,0.75,1.26,0.13,1.2,5.7,2.0,7.8,False
20080304,5,5.7,13.0,0.73,1.26,0.09,0.0,2.3,-0.2,5.3,False
20080305,4,5.3,14.7,0.71,1.26,0.0,2.3,-0.2,-2.7,2.9,False
20080306,5,6.0,14.5,0.56,1.26,0.08,4.6,2.9,-2.9,6.9,False
20080307,6,2.9,7.5,0.87,1.26,0.01,4.3,4.9,1.3,8.1,False
20080308,8,2.0,5.3,0.89,1.26,0.01,0.0,4.3,0.8,7.7,False
20080309,5,4.5,11.3,0.7,1.26,0.0,0.1,7.0,3.6,10.8,False
20080310,2,6.9,15.0,0.63,1.26,0.0,5.1,8.8,4.4,13.4,False
20080311,6,6.4,15.3,0.68,1.26,0.41,9.5,7.9,5.6,11.4,False
20080312,6,9.3,21.5,0.66,1.26,0.02,0.8,8.8,5.9,11.4,False
20080313,7,9.6,21.1,0.66,1.26,0.32,5.1,5.9,3.2,8.8,False
20080314,5,5.6,16.9,0.79,1.26,0.11,3.2,5.3,3.0,7.7,False
20080315,5,3.0,8.2,0.66,1.26,0.0,1.5,6.3,0.9,11.9,False
20080316,7,3.9,10.2,0.8,1.26,1.05,8.2,7.5,4.7,12.0,False
20080317,7,6.3,14.9,0.78,1.26,0.02,0.5,3.9,0.8,7.1,False
20080318,7,6.5,13.8,0.83,1.26,0.21,2.1,0.7,-1.0,3.0,False
20080319,6,4.4,13.3,0.88,1.26,0.24,4.8,0.1,-2.2,4.5,False
20080320,7,4.7,13.4,0.83,1.26,0.23,2.8,0.6,-1.3,3.7,False
20080321,7,7.0,14.9,0.78,1.26,0.13,4.8,3.5,0.8,6.8,False
20080322,7,5.4,12.8,0.77,1.26,0.08,2.8,2.8,0.5,5.9,False
20080323,8,3.1,6.5,0.92,1.26,0.44,1.8,-0.6,-1.9,0.6,False
20080324,6,2.7,7.4,0.74,1.26,0.01,4.8,-0.4,-2.9,3.5,False
20080325,7,4.7,15.2,0.84,1.26,0.24,5.0,-0.5,-1.5,2.7,False
20080326,6,6.0,14.4,0.76,1.26,0.0,4.8,0.8,-1.4,4.3,False
20080327,5,3.6,9.1,0.75,1.26,0.0,3.1,2.9,-2.7,7.1,False
20080328,3,4.6,10.4,0.68,1.26,0.05,4.6,7.5,2.6,12.6,False
20080329,5,6.0,19.4,0.65,1.26,0.07,10.4,7.7,4.8,11.2,False
20080330,5,6.6,16.3,0.49,1.26,0.0,5.9,10.2,2.2,16.2,False
20080331,4,5.2,14.0,0.6,1.26,0.0,9.5,11.9,8.2,16.2,False
20080401,6,2.4,16.4,0.7,1.43,0.11,4.8,10.8,7.0,15.0,False
20080402,7,4.6,11.9,0.87,1.02,1.01,1.6,6.9,4.8,10.2,False
20080403,7,2.6,7.0,0.91,0.82,0.98,1.1,5.5,3.1,8.6,False
20080404,6,2.6,5.9,0.86,0.9,0.02,0.7,6.0,2.6,7.9,False
20080405,5,4.2,9.7,0.71,1.83,0.27,6.8,7.0,1.6,11.5,False
20080406,6,3.1,8.0,0.87,0.66,0.16,0.7,4.0,1.7,7.4,False
20080407,7,4.2,13.9,0.9,0.47,0.89,0.0,2.4,0.9,5.9,False
20080408,6,3.9,10.9,0.75,1.32,0.0,3.1,3.8,1.1,7.2,False
20080409,8,3.1,9.8,0.82,1.03,0.27,0.9,5.8,2.6,12.0,False
20080410,8,2.9,6.4,0.93,0.63,0.24,0.0,5.0,3.0,6.6,False
20080411,7,3.2,17.3,0.91,1.47,2.32,3.5,8.6,4.4,15.5,False
20080412,7,4.7,15.6,0.75,1.69,0.0,5.0,7.1,0.2,12.4,False
20080413,4,3.6,8.5,0.61,2.08,0.0,7.7,10.2,4.2,15.2,False
20080414,6,3.6,13.6,0.67,1.41,2.63,4.8,11.0,5.8,17.8,False
20080415,8,3.5,10.1,0.93,0.3,1.45,0.0,6.3,4.7,7.9,False
20080416,7,4.4,12.1,0.84,1.3,0.21,2.4,5.5,2.7,9.4,False
20080417,5,2.7,7.6,0.77,2.18,0.0,8.6,4.9,1.1,9.4,False
20080418,7,3.3,10.3,0.8,1.07,0.0,1.4,5.8,3.0,9.8,False
20080419,7,4.9,11.5,0.91,0.3,0.39,0.0,5.1,4.2,5.6,False
20080420,8,3.1,7.0,0.82,0.67,0.0,0.0,7.4,4.6,10.0,False
20080421,6,8.1,18.7,0.68,1.91,0.63,7.3,10.6,5.3,14.2,False
20080422,8,6.1,14.6,0.74,1.22,0.0,1.4,9.7,7.6,12.6,False
20080423,5,2.2,6.9,0.68,2.43,0.0,9.9,10.0,4.0,15.0,False
20080424,2,2.8,7.2,0.59,2.72,0.09,11.2,12.0,3.8,18.3,False
20080425,7,3.1,8.1,0.83,0.72,0.32,1.3,9.1,7.8,11.5,False
20080426,3,2.1,6.5,0.66,2.89,0.0,12.6,11.5,6.2,16.2,False
20080427,2,3.5,8.2,0.59,2.9,0.0,12.7,12.9,4.6,18.9,True
20080428,4,5.4,12.4,0.45,2.83,0.0,13.1,16.0,9.9,20.9,True
20080429,7,3.1,7.6,0.72,0.94,0.37,1.0,12.2,9.1,15.0,False
20080430,6,3.3,9.5,0.75,2.2,0.12,6.2,12.9,8.6,17.6,False
20080501,6,3.8,9.8,0.68,1.83,0.08,5.9,12.0,8.2,16.2,False
20080502,5,3.3,13.0,0.74,2.39,0.08,8.9,11.2,6.6,16.8,False
20080503,4,2.3,10.2,0.75,2.16,0.06,7.1,10.9,6.5,15.3,False
20080504,4,2.5,9.7,0.66,2.94,0.0,11.5,11.5,5.6,16.9,False
20080505,7,2.2,9.7,0.87,1.19,0.0,2.2,12.4,9.2,18.0,True
20080506,4,2.9,9.6,0.68,2.78,0.0,9.4,14.0,8.8,19.1,True
20080507,2,2.5,5.6,0.58,2.77,0.0,12.1,14.0,5.7,19.6,True
20080508,1,2.6,6.6,0.6,3.22,0.0,13.9,15.1,7.6,20.7,True
20080509,0,3.6,9.1,0.56,3.25,0.0,14.6,15.5,7.7,20.9,True
20080510,1,4.3,11.7,0.49,3.19,0.0,14.2,16.6,10.0,21.6,True
20080511,2,3.1,9.8,0.5,3.07,0.0,13.8,16.8,10.0,22.2,True
20080512,1,2.8,6.8,0.5,3.25,0.0,14.4,17.6,9.1,23.8,True
20080513,2,3.0,8.4,0.58,3.15,0.0,14.0,16.8,10.1,22.0,True
20080514,1,2.6,7.9,0.56,3.25,0.0,14.6,16.3,9.0,21.7,True
20080515,4,2.6,8.0,0.6,2.97,0.0,12.1,16.5,8.5,23.1,True
20080516,6,2.5,10.9,0.79,1.69,0.5,3.5,15.6,12.7,20.0,False
20080517,6,2.6,10.5,0.8,2.11,0.26,8.6,16.3,9.9,22.1,False
20080518,8,2.8,7.0,0.88,0.73,0.07,0.0,11.5,9.3,14.1,False
20080519,6,3.2,9.0,0.65,2.09,0.0,5.0,10.7,6.6,15.4,False
20080520,5,3.5,11.4,0.61,2.62,0.0,8.8,11.4,3.8,16.6,False
20080521,8,2.8,6.3,0.71,1.32,0.03,0.4,11.1,8.0,15.3,False
20080522,8,1.8,5.9,0.75,1.04,0.0,0.0,12.0,9.1,14.8,False
20080523,8,1.9,6.4,0.74,1.33,0.06,0.2,13.5,10.5,17.3,False
20080524,6,2.4,8.5,0.75,2.13,0.07,4.1,14.5,10.4,20.3,False
20080525,4,4.2,11.9,0.64,3.31,0.0,13.7,15.5,8.3,21.1,True
20080526,6,5.3,10.2,0.68,1.73,0.0,1.7,16.8,12.3,21.0,True
20080527,6,3.1,10.0,0.78,2.02,0.0,5.8,16.5,11.8,22.5,True
20080528,6,7.5,14.7,0.66,2.95,0.0,11.9,18.3,13.2,23.4,True
20080529,7,5.8,11.0,0.61,2.81,0.0,9.3,20.1,14.3,27.1,True
20080530,2,5.4,13.4,0.57,3.21,0.0,12.9,23.3,16.6,29.9,True
20080531,3,3.2,15.0,0.71,2.65,0.55,9.5,22.6,17.0,29.8,False
20080601,5,2.0,8.6,0.77,2.89,0.15,9.5,21.5,16.6,27.2,False
20080602,2,4.0,9.9,0.6,3.19,0.0,13.7,23.1,16.8,28.7,True
20080603,4,3.3,8.6,0.65,2.59,0.13,9.0,21.5,16.3,27.9,False
20080604,6,3.2,11.0,0.69,2.37,0.0,6.2,20.0,16.0,26.2,True
20080605,2,5.8,14.0,0.54,3.52,0.0,15.1,18.1,12.2,23.2,True
20080606,3,4.3,10.8,0.57,3.04,0.0,12.0,18.4,11.3,23.8,True
20080607,4,3.5,12.0,0.56,2.88,0.0,8.6,20.0,11.9,26.1,True
20080608,4,3.1,11.5,0.56,2.91,0.16,9.7,19.9,13.5,25.4,False
20080609,2,2.2,6.5,0.56,3.45,0.0,15.0,21.4,15.0,27.7,True
20080610,1,2.9,9.4,0.52,3.49,0.0,15.3,21.7,14.5,27.8,True
20080611,6,3.5,9.3,0.66,1.54,0.0,2.4,15.5,12.3,18.3,True
20080612,7,2.9,8.3,0.63,1.78,0.58,2.8,14.1,11.2,17.7,False
20080613,6,3.4,13.5,0.84,1.26,0.22,2.7,11.4,8.5,13.9,False
20080614,5,3.0,8.9,0.68,2.69,0.0,8.0,12.6,7.0,18.0,True
20080615,6,3.2,9.6,0.75,2.46,0.19,7.5,12.7,8.8,18.3,False
20080616,7,2.2,10.3,0.84,1.29,0.23,1.3,12.3,10.5,16.0,False
20080617,5,2.0,5.8,0.59,3.42,0.0,13.4,15.6,8.5,21.2,True
20080618,6,2.2,5.9,0.57,2.5,0.0,6.2,18.7,13.3,23.6,True
20080619,6,4.0,10.0,0.58,2.52,0.12,8.1,20.4,12.4,26.9,False
20080620,6,2.8,8.1,0.66,2.19,0.07,6.1,18.0,14.5,22.3,False
20080621,6,2.3,7.8,0.7,1.52,0.0,3.2,16.5,13.1,19.3,True
20080622,4,4.1,14.8,0.61,3.01,1.38,11.4,23.2,11.9,31.8,False
20080623,4,4.2,14.2,0.6,3.22,0.0,11.6,20.9,13.8,25.6,True
20080624,3,2.3,6.2,0.57,3.53,0.0,14.2,17.7,11.2,23.1,True
20080625,6,2.7,21.7,0.73,1.67,3.04,5.3,19.1,14.8,28.2,False
20080626,6,3.5,9.4,0.65,3.05,0.0,10.1,19.3,15.1,23.1,True
20080627,5,4.6,15.9,0.65,1.97,0.08,7.1,17.4,13.0,21.2,False
20080628,5,4.7,12.3,0.69,1.93,0.0,4.5,18.1,12.0,23.2,True
20080629,3,3.2,10.7,0.58,3.31,0.0,13.5,21.5,16.4,26.6,True
20080630,4,3.9,9.2,0.62,2.71,0.0,8.9,18.9,14.3,23.7,True
20080701,2,3.0,6.1,0.54,3.31,0.0,14.6,20.2,11.9,26.4,True
20080702,1,3.7,8.9,0.46,3.47,0.0,14.9,24.4,17.0,30.8,True
20080703,4,3.7,11.1,0.55,2.6,2.18,9.6,24.8,18.3,32.0,False
20080704,6,4.8,13.9,0.84,1.56,0.71,3.8,17.1,12.9,21.1,False
20080705,5,3.4,10.8,0.77,1.61,0.0,4.1,16.2,11.8,20.8,True
20080706,6,3.0,13.9,0.7,2.62,0.46,9.9,19.7,12.1,27.1,False
20080707,6,3.9,11.1,0.68,1.9,0.0,5.5,18.4,14.7,22.6,True
20080708,5,6.0,16.9,0.67,2.11,0.22,6.8,16.6,13.0,20.8,False
20080709,6,4.8,15.2,0.68,2.14,0.0,4.7,15.6,12.0,20.5,True
20080710,7,3.3,9.5,0.81,1.46,0.17,2.4,17.1,12.7,21.9,False
20080711,6,4.1,22.6,0.75,2.34,1.41,7.7,21.1,16.7,28.4,False
20080712,7,3.7,8.3,0.8,0.73,0.06,0.3,17.8,13.8,19.8,False
20080713,7,2.6,6.3,0.94,0.64,0.58,0.2,14.0,12.3,15.9,False
20080714,6,2.8,8.1,0.73,2.1,0.0,5.8,16.6,12.3,21.2,True
20080715,6,3.8,11.2,0.65,2.47,0.0,6.2,18.2,12.8,23.3,True
20080716,7,3.6,11.2,0.77,1.21,0.14,0.9,18.0,13.8,22.5,False
20080717,7,2.6,6.0,0.73,1.71,0.0,3.9,15.4,13.2,18.7,True
20080718,7,3.3,8.1,0.74,1.62,0.17,1.7,16.4,12.7,20.5,False
20080719,7,4.6,14.9,0.73,1.84,0.42,4.0,18.2,13.5,23.0,False
20080720,5,4.0,9.7,0.73,2.43,0.2,9.1,16.8,12.2,22.9,False
20080721,6,4.7,11.7,0.72,1.39,0.58,2.4,13.5,10.9,16.5,False
20080722,7,3.2,8.1,0.82,1.24,0.03,0.5,13.7,10.7,17.0,False
20080723,6,3.2,9.7,0.74,2.27,0.0,6.9,16.5,11.8,22.0,True
20080724,7,3.0,9.0,0.81,1.53,0.11,1.8,16.9,13.1,21.9,False
20080725,6,2.3,7.8,0.77,1.98,0.0,5.1,20.9,16.0,28.7,True
20080726,2,3.2,12.0,0.64,3.08,0.0,13.8,24.1,17.4,29.7,True
20080727,1,3.5,13.1,0.55,3.15,0.0,14.3,23.8,15.9,29.6,True
20080728,1,3.3,10.9,0.49,3.09,0.0,14.3,24.4,15.0,30.9,True
20080729,3,3.2,10.4,0.46,3.05,0.0,13.4,24.9,16.1,31.5,True
20080730,5,2.8,9.2,0.6,2.03,0.01,7.6,22.3,17.7,27.4,False
20080731,3,3.3,13.0,0.46,2.59,0.0,11.1,24.6,16.9,30.3,True
20080801,4,3.6,13.0,0.58,2.26,0.02,9.3,24.2,18.1,32.8,False
20080802,6,2.6,5.9,0.87,1.0,0.29,1.7,19.5,17.0,20.9,False
20080803,5,4.8,11.4,0.63,1.95,0.0,5.8,21.3,17.0,25.7,True
20080804,5,5.8,17.4,0.63,1.74,0.34,5.9,20.4,16.1,24.1,False
20080805,3,5.7,15.0,0.58,2.32,0.0,9.7,18.3,13.8,23.3,True
20080806,4,2.6,9.4,0.55,2.65,0.0,12.5,20.0,12.2,26.7,True
20080807,2,5.3,12.1,0.41,3.0,2.6,13.7,25.3,18.3,31.2,False
20080808,6,4.7,12.2,0.76,1.92,0.18,5.6,19.7,16.3,24.8,False
20080809,6,4.6,12.0,0.69,1.78,0.0,3.9,15.8,12.0,19.6,True
20080810,6,4.0,11.6,0.67,1.55,0.06,1.8,18.1,10.2,22.8,False
20080811,6,3.3,11.0,0.65,2.4,1.25,8.5,21.7,16.3,27.0,False
20080812,7,4.2,11.3,0.82,1.23,0.29,3.4,20.2,16.6,23.9,False
