DATE,KASSEL_wind_speed,KASSEL_wind_gust,KASSEL_humidity,KASSEL_pressure,KASSEL_global_radiation,KASSEL_precipitation,KASSEL_sunshine,KASSEL_temp_mean,KASSEL_temp_min,KASSEL_temp_max,KASSEL_picnic_weather
20071113,2.2,11.4,0.88,1.0102,0.17,0.4,0.0,2.7,0.0,4.4,False
20071114,3.4,8.7,0.89,1.0102,0.28,0.13,0.6,0.7,-0.3,2.0,False
20071115,3.0,8.3,0.85,1.0237,0.26,0.0,0.5,0.4,-2.3,2.1,False
20071116,1.7,5.5,0.93,1.0283,0.16,0.08,0.0,-1.0,-3.9,0.7,False
20071117,1.6,3.8,0.95,1.0263,0.16,0.0,0.0,2.0,0.4,3.7,False
20071118,1.3,7.2,0.87,1.0167,0.15,0.0,0.0,3.7,2.6,5.5,False
20071119,2.5,7.2,0.79,1.0128,0.15,0.02,0.0,2.7,0.5,3.6,False
20071120,1.7,6.9,0.79,1.0148,0.26,0.0,0.6,3.8,1.1,6.7,False
20071121,2.6,8.0,0.77,1.0111,0.21,0.0,0.3,4.8,1.7,7.0,False
20071122,2.5,6.4,0.83,1.0094,0.14,0.0,0.0,6.6,4.6,8.1,False
20071123,1.9,9.2,0.9,1.0137,0.14,0.28,0.0,6.2,1.6,7.7,False
20071124,1.6,10.0,0.79,1.0237,0.36,0.03,2.0,2.3,-0.4,4.9,False
20071125,4.0,14.1,0.88,1.0154,0.22,1.19,0.4,2.8,1.1,5.6,False
20071126,4.3,12.5,0.83,1.0213,0.25,0.59,0.7,1.9,0.3,3.1,False
20071127,2.5,9.5,0.82,1.0267,0.17,0.0,0.1,2.8,1.8,4.2,False
20071128,2.4,6.6,0.95,1.0234,0.13,0.0,0.0,0.2,-1.2,1.9,False
20071129,4.5,11.4,0.93,1.0108,0.13,0.07,0.0,0.1,-1.5,2.0,False
20071130,3.4,10.7,0.92,1.0093,0.13,0.41,0.0,3.7,1.4,5.7,False
20071201,3.7,11.5,0.87,1.0062,0.33,0.24,2.1,6.0,4.4,8.6,False
20071202,5.2,15.4,0.86,0.9986,0.13,1.01,0.0,6.8,5.3,8.3,False
20071203,3.6,15.3,0.8,0.9928,0.17,0.74,0.2,5.3,1.9,8.2,False
20071204,2.7,10.8,0.81,1.013,0.19,0.08,0.3,4.9,1.7,6.8,False
20071205,4.2,12.1,0.91,1.0162,0.13,0.07,0.0,7.1,4.4,8.8,False
20071206,3.5,11.8,0.9,1.0116,0.19,0.96,0.4,7.5,4.9,8.8,False
20071207,4.2,17.0,0.83,0.9966,0.39,0.87,3.6,8.0,4.0,11.6,False
20071208,3.3,12.2,0.79,1.0049,0.18,0.17,0.3,4.4,2.5,6.0,False
20071209,3.6,12.1,0.89,0.9918,0.17,0.4,0.2,5.2,2.6,7.9,False
20071210,2.3,8.6,0.92,0.9985,0.12,0.6,0.0,4.9,4.2,6.3,False
20071211,3.5,10.4,0.91,1.02,0.12,0.19,0.0,3.9,3.4,4.4,False
20071212,3.6,8.5,0.84,1.0349,0.12,0.0,0.0,3.6,2.8,4.4,False
20071213,2.4,5.8,0.79,1.0412,0.12,0.0,0.0,3.3,1.6,4.2,False
20071214,2.6,8.5,0.72,1.0397,0.12,0.0,0.0,0.8,0.2,1.6,False
20071215,2.4,7.7,0.76,1.0387,0.12,0.0,0.0,-0.4,-2.8,0.9,False
20071216,2.6,7.4,0.82,1.0401,0.4,0.0,4.2,-2.6,-4.4,-0.8,False
20071217,3.4,11.2,0.76,1.039,0.31,0.0,2.2,-0.8,-2.3,1.5,False
20071218,2.6,6.5,0.81,1.039,0.37,0.0,3.5,-1.5,-4.1,0.9,False
20071219,1.4,4.8,0.95,1.0413,0.12,0.0,0.0,-4.0,-4.8,-2.9,False
20071220,0.7,2.1,0.95,1.0382,0.3,0.0,2.0,-5.2,-7.5,-3.5,False
20071221,0.8,3.3,0.92,1.032,0.48,0.0,6.2,-5.9,-9.4,-1.4,False
20071222,2.2,5.5,0.95,1.0289,0.37,0.0,3.6,-5.8,-8.0,-4.4,False
20071223,2.8,6.9,0.95,1.0298,0.12,0.03,0.0,-4.2,-5.8,-2.2,False
20071224,2.8,8.6,0.98,1.0301,0.12,0.0,0.0,-2.7,-3.6,-2.0,False
20071225,3.6,10.1,0.95,1.0255,0.12,0.0,0.0,-2.7,-3.4,-2.1,False
20071226,3.9,10.1,0.91,1.0275,0.12,0.05,0.0,-1.9,-2.6,-1.3,False
20071227,4.4,11.5,0.93,1.0334,0.12,0.0,0.0,0.3,-1.3,1.5,False
20071228,4.9,11.8,0.93,1.0294,0.12,0.0,0.0,1.3,-0.4,2.1,False
20071229,5.0,15.1,0.89,1.0191,0.12,0.01,0.0,0.7,-1.7,2.9,False
20071230,3.0,10.7,0.89,1.0207,0.12,0.28,0.0,3.3,2.1,4.4,False
20071231,1.2,6.2,0.9,1.0284,0.19,0.1,0.4,1.7,0.0,4.0,False
20080101,1.1,4.1,0.93,1.027,0.12,0.0,0.0,-0.2,-0.9,0.9,False
20080102,2.3,9.5,0.79,1.0232,0.39,0.0,3.7,-1.1,-3.1,1.0,False
20080103,2.3,8.8,0.73,1.0134,0.15,0.0,0.1,-1.2,-2.5,-0.4,False
20080104,1.6,6.9,0.76,1.0143,0.47,0.0,5.3,-1.2,-3.0,1.3,False
20080105,2.9,8.4,0.84,1.0085,0.16,0.77,0.1,2.7,0.3,4.8,False
20080106,1.7,7.5,0.89,1.0108,0.24,0.02,0.9,2.7,-1.3,5.7,False
20080107,3.1,12.5,0.83,1.0122,0.31,0.5,1.8,3.6,-1.6,7.5,False
20080108,2.9,10.1,0.87,1.0205,0.42,0.0,3.8,3.0,-0.4,4.8,False
20080109,2.8,10.8,0.89,1.0158,0.29,0.03,1.4,2.1,-0.3,4.6,False
20080110,4.0,11.7,0.87,1.0156,0.21,0.01,0.4,4.3,0.3,7.6,False
20080111,3.1,9.9,0.72,1.0062,0.31,0.0,1.6,8.5,6.8,11.1,False
20080112,2.8,11.7,0.76,1.0068,0.14,0.01,0.0,5.2,-0.8,8.0,False
20080113,2.7,8.1,0.88,1.0185,0.42,0.0,3.3,0.8,-1.5,4.4,False
20080114,3.5,10.4,0.82,1.0107,0.23,0.0,0.5,2.9,-0.4,5.6,False
20080115,5.5,17.8,0.73,1.0032,0.14,0.04,0.0,7.0,5.4,8.8,False
20080116,4.0,14.2,0.81,0.998,0.22,0.03,0.4,6.4,2.3,9.2,False
20080117,3.5,14.5,0.84,1.0088,0.21,0.71,0.3,5.4,2.5,6.8,False
20080118,3.6,12.0,0.88,1.0124,0.2,0.33,0.2,6.6,4.2,9.1,False
20080119,3.3,12.7,0.9,1.0175,0.15,1.72,0.0,10.6,9.0,12.1,False
20080120,2.9,11.0,0.87,1.0193,0.15,0.12,0.0,10.7,8.8,11.9,False
20080121,3.9,14.5,0.82,1.012,0.15,1.07,0.0,9.1,7.0,10.8,False
20080122,3.3,12.6,0.77,1.0168,0.49,0.01,3.7,3.7,0.9,8.2,False
20080123,3.5,10.3,0.82,1.0306,0.3,0.0,0.9,2.0,-1.6,4.3,False
20080124,3.2,17.1,0.8,1.0278,0.16,0.18,0.0,5.0,3.7,6.7,False
20080125,3.1,9.6,0.73,1.0361,0.67,0.0,7.0,3.4,-1.0,7.1,False
20080126,3.7,12.0,0.74,1.0307,0.63,0.25,5.9,6.5,4.0,10.3,False
20080127,3.5,12.8,0.87,1.027,0.17,0.1,0.0,6.7,5.3,7.5,False
20080128,1.2,5.2,0.86,1.0332,0.17,0.0,0.0,6.6,4.7,7.6,False
20080129,1.3,5.1,0.75,1.0291,0.18,0.0,0.0,4.6,0.3,5.8,False
20080130,1.4,6.7,0.91,1.0231,0.18,0.12,0.0,1.1,-0.8,2.9,False
20080131,4.8,19.3,0.85,1.0169,0.18,0.07,0.0,0.4,-1.4,1.6,False
20080201,4.4,14.8,0.85,0.9989,0.23,0.13,0.1,2.7,0.7,5.2,False
20080202,3.1,12.2,0.79,1.0118,0.44,0.2,1.9,1.3,-2.6,4.3,False
20080203,2.4,9.0,0.71,1.0181,0.79,0.0,7.4,0.0,-3.6,4.7,False
20080204,2.2,8.2,0.76,1.0084,0.3,0.0,0.4,2.1,-2.1,5.0,False
20080205,4.7,15.6,0.85,1.0144,0.2,0.59,0.0,3.9,0.6,7.0,False
20080206,3.8,14.5,0.84,1.017,0.32,0.51,0.5,6.7,3.5,9.3,False
20080207,1.9,9.6,0.72,1.0364,0.79,0.0,6.6,4.4,1.2,8.4,False
20080208,2.3,6.8,0.71,1.0387,0.79,0.0,6.4,4.6,0.4,9.6,False
20080209,1.7,6.0,0.7,1.0377,0.92,0.0,8.5,3.3,-1.9,10.7,False
20080210,0.7,2.2,0.79,1.0377,0.92,0.0,8.3,3.6,-1.8,12.1,False
20080211,0.9,3.4,0.8,1.0374,0.85,0.0,6.8,4.2,-1.3,12.2,False
20080212,1.4,5.4,0.86,1.0368,0.81,0.0,5.8,2.6,-1.7,7.7,False
20080213,0.9,3.7,0.86,1.0369,0.93,0.0,7.7,1.1,-3.4,6.7,False
20080214,1.8,6.0,0.94,1.0374,0.23,0.0,0.0,-0.3,-3.1,0.9,False
20080215,2.7,7.3,0.68,1.04,0.86,0.0,6.0,-0.2,-3.9,3.1,False
20080216,1.4,4.1,0.64,1.0459,1.05,0.0,9.1,-2.8,-7.1,2.3,False
20080217,2.9,7.6,0.66,1.0413,1.05,0.0,8.7,-2.0,-6.8,4.0,False
20080218,1.4,5.8,0.73,1.0338,0.7,0.0,3.3,-0.6,-6.1,3.2,False
20080219,1.0,3.5,0.9,1.0279,0.26,0.0,0.0,1.6,-0.6,3.7,False
20080220,2.6,9.1,0.96,1.0216,0.31,0.15,0.1,0.9,-2.2,4.2,False
20080221,3.1,9.9,0.89,1.0222,0.39,0.0,0.4,4.7,0.4,8.1,False
20080222,3.4,13.5,0.77,1.0212,0.27,0.03,0.0,8.6,6.9,10.3,False
20080223,2.5,10.7,0.65,1.0258,0.72,0.0,2.9,9.0,5.2,12.7,False
20080224,2.2,8.6,0.83,1.0209,1.01,0.21,6.5,7.0,3.1,11.8,False
20080225,2.1,13.5,0.76,1.0201,1.02,0.02,6.4,7.0,3.8,11.0,False
20080226,4.0,13.1,0.83,1.0102,0.29,0.21,0.0,8.9,5.0,12.0,False
20080227,2.0,10.2,0.69,1.015,0.45,0.0,0.5,6.1,1.3,8.9,False
20080228,2.2,6.4,0.74,1.0215,0.83,0.01,3.5,4.8,-0.1,9.0,False
20080229,2.2,12.7,0.83,1.0128,0.36,1.36,0.1,6.4,4.1,9.4,False
20080301,5.1,22.1,0.77,0.9975,0.67,1.06,1.8,6.6,2.8,9.4,False
20080302,3.8,19.5,0.69,1.0043,0.65,0.14,1.6,8.1,5.5,11.8,False
20080303,2.4,13.2,0.68,1.0081,0.5,0.02,0.6,5.1,-1.4,8.6,False
20080304,2.5,11.2,0.67,1.0155,0.76,0.0,2.3,2.1,-1.4,5.7,False
20080305,2.9,11.0,0.63,1.028,1.31,0.0,7.5,0.3,-2.7,4.9,False
20080306,3.7,10.6,0.72,1.0233,0.34,0.0,0.0,1.3,-2.7,3.9,False
20080307,2.4,6.9,0.78,1.0156,0.46,0.05,0.3,5.9,3.1,9.7,False
20080308,2.1,9.2,0.79,1.0109,0.99,0.0,3.8,6.2,2.9,11.1,False
20080309,3.5,12.9,0.74,1.0043,0.56,0.0,0.7,6.2,2.1,9.2,False
20080310,4.9,19.2,0.68,0.9936,0.92,0.12,3.0,7.9,5.4,12.4,False
20080311,5.3,15.8,0.75,0.9904,0.76,0.47,1.8,7.3,5.6,10.1,False
20080312,4.4,18.1,0.7,0.9947,0.93,0.87,2.9,7.0,3.1,11.1,False
20080313,4.0,15.1,0.62,1.0099,1.37,0.29,6.8,6.5,4.1,10.4,False
20080314,2.5,11.5,0.8,1.0102,0.96,0.25,3.0,6.0,1.2,9.5,False
20080315,2.0,7.1,0.75,1.0113,1.46,0.29,7.4,5.8,-1.6,12.1,False
20080316,2.3,9.9,0.82,1.0004,0.96,0.16,2.8,8.2,4.5,13.3,False
20080317,3.7,12.7,0.72,1.0086,0.88,0.1,2.2,3.5,0.5,5.7,False
20080318,4.5,15.3,0.76,1.0112,1.12,0.48,3.9,2.1,0.1,5.6,False
20080319,3.2,11.6,0.8,1.0126,1.29,0.42,5.2,2.0,-0.8,5.8,False
20080320,3.6,13.1,0.78,1.0089,1.02,0.63,2.9,2.7,0.6,6.0,False
20080321,3.2,11.5,0.89,0.9806,0.91,0.48,2.1,2.0,0.3,6.7,False
20080322,2.8,10.2,0.85,0.9883,0.86,0.12,1.7,1.7,-1.5,5.0,False
20080323,2.4,9.3,0.77,0.9994,0.67,0.03,0.7,-2.7,-5.9,-0.5,False
20080324,2.8,10.9,0.84,0.9954,1.2,0.08,3.9,-2.2,-6.7,2.3,False
20080325,3.2,12.5,0.78,0.9989,1.17,0.28,3.6,-0.1,-2.8,3.6,False
20080326,1.9,9.0,0.77,1.0012,1.18,0.0,3.6,0.9,-2.4,6.0,False
20080327,1.2,6.1,0.82,1.0021,0.63,0.02,0.4,3.6,-0.6,8.5,False
20080328,3.6,15.3,0.71,1.0083,1.17,0.15,3.3,6.4,3.0,10.2,False
20080329,3.2,15.3,0.65,1.0143,1.33,0.0,4.4,7.4,4.4,11.4,False
20080330,3.3,13.8,0.44,1.0099,2.0,0.0,10.1,11.8,5.5,19.8,True
20080331,1.6,7.0,0.63,1.0161,0.76,0.0,0.8,10.3,6.4,13.4,False
20080401,2.7,13.1,0.68,1.0204,1.78,0.61,7.8,9.5,3.3,16.0,False
20080402,2.5,11.0,0.81,1.0185,0.8,0.26,0.9,6.7,3.6,10.8,False
20080403,3.7,11.6,0.8,1.0227,0.99,0.02,1.8,6.2,4.4,9.6,False
20080404,1.3,5.7,0.8,1.0257,0.57,0.14,0.1,6.2,4.0,9.2,False
20080405,3.0,11.0,0.93,1.0095,0.51,0.7,0.0,5.0,2.0,7.3,False
20080406,1.5,5.9,0.86,1.0019,0.83,0.38,0.9,2.8,0.9,7.5,False
20080407,2.2,9.3,0.89,1.002,0.52,0.28,0.0,2.1,-0.4,3.6,False
20080408,1.7,5.7,0.7,1.0061,1.71,0.0,6.3,3.5,-1.5,9.4,False
20080409,1.8,6.1,0.73,0.9999,0.53,0.28,0.0,5.2,2.9,8.9,False
20080410,1.8,4.6,0.86,0.9997,0.54,0.0,0.0,4.6,2.8,6.6,False
20080411,1.4,4.5,0.89,0.9999,0.54,0.22,0.0,5.9,3.1,8.4,False
20080412,2.2,8.4,0.73,1.0088,1.44,0.0,4.0,7.5,1.3,14.3,False
20080413,2.3,10.9,0.84,1.0124,1.17,1.17,2.3,7.2,3.3,12.6,False
20080414,2.5,10.8,0.88,1.0116,0.81,0.22,0.6,7.0,5.0,11.6,False
20080415,2.6,8.1,0.72,1.0191,1.05,0.0,1.6,5.8,3.6,9.2,False
20080416,2.7,7.5,0.65,1.0197,1.81,0.0,6.3,5.1,0.9,9.2,False
20080417,2.3,7.2,0.63,1.01,2.56,0.0,12.5,5.5,-0.9,12.0,False
20080418,3.3,10.0,0.67,1.0029,1.72,0.0,5.5,7.2,3.3,12.0,False
20080419,3.2,8.2,0.72,1.0022,0.58,0.0,0.0,7.1,5.5,9.4,False
20080420,2.4,7.3,0.72,1.0081,0.87,0.0,0.7,8.4,6.4,12.2,False
20080421,4.0,12.3,0.62,1.005,1.92,0.0,6.7,11.3,6.2,16.0,False
20080422,3.5,9.3,0.62,1.0087,1.19,0.0,2.0,10.8,7.9,14.9,False
20080423,1.4,5.4,0.56,1.0188,2.21,0.0,8.7,11.2,3.2,18.1,True
20080424,1.6,14.6,0.66,1.0222,1.53,0.2,3.8,11.4,5.6,17.4,False
20080425,2.0,12.8,0.81,1.0264,1.34,0.46,2.7,9.2,5.6,14.2,False
20080426,1.3,4.8,0.71,1.0285,1.38,0.0,2.7,10.5,3.0,17.4,False
20080427,1.3,7.5,0.61,1.0211,2.35,0.0,9.5,12.6,4.7,19.9,True
20080428,2.0,10.9,0.75,1.0077,1.74,0.23,4.9,12.3,9.0,21.4,False
20080429,1.5,7.8,0.7,1.0044,1.72,0.0,4.7,11.0,6.2,16.0,False
20080430,2.5,10.2,0.65,1.0028,2.25,0.12,8.4,11.7,3.9,19.8,False
20080501,2.5,9.7,0.71,1.0125,2.33,0.06,8.5,10.2,5.7,15.8,False
20080502,1.7,6.9,0.81,1.0223,1.87,0.41,5.0,9.2,4.9,15.1,False
20080503,1.6,6.4,0.64,1.0274,2.4,0.0,8.9,10.8,3.0,18.4,True
20080504,2.0,7.5,0.53,1.0259,2.78,0.0,12.1,12.9,4.8,19.4,True
20080505,2.0,7.2,0.6,1.0272,2.61,0.0,10.5,13.8,5.2,19.6,True
20080506,2.5,7.9,0.6,1.0259,2.85,0.0,12.5,16.0,9.3,22.1,True
20080507,1.4,5.7,0.57,1.0225,2.85,0.0,12.4,15.6,7.6,23.2,True
20080508,1.4,5.3,0.52,1.0194,3.02,0.0,13.9,16.2,7.1,23.9,True
20080509,2.2,7.6,0.47,1.0178,3.03,0.0,13.9,17.8,9.5,24.4,True
20080510,2.6,8.6,0.42,1.0196,3.06,0.0,14.1,18.0,11.3,24.1,True
20080511,3.1,10.2,0.45,1.0202,3.07,0.0,14.1,17.5,11.2,23.1,True
20080512,2.3,8.3,0.42,1.0184,2.97,0.0,13.0,18.3,10.7,24.9,True
20080513,2.7,10.2,0.48,1.0163,2.39,0.0,8.0,18.5,13.3,25.4,True
20080514,2.0,5.8,0.51,1.014,3.09,0.0,14.0,17.6,10.5,24.2,True
20080515,1.2,6.0,0.82,1.0096,1.49,0.91,2.3,14.3,11.0,20.7,False
20080516,2.0,7.3,0.81,1.0068,1.71,0.03,3.4,15.4,11.7,21.3,False
20080517,2.2,10.5,0.8,1.0051,1.6,0.02,2.8,14.2,10.5,20.3,False
20080518,2.2,6.7,0.76,1.0103,0.97,0.0,0.4,10.2,7.0,13.2,False
20080519,2.7,8.6,0.6,1.0138,1.69,0.0,3.2,10.9,7.5,16.6,False
20080520,3.0,8.0,0.56,1.0169,1.69,0.0,3.2,11.3,6.7,16.1,False
20080521,2.0,4.2,0.78,1.0177,2.42,0.0,7.8,13.1,7.9,17.7,False
20080522,2.4,7.5,0.78,1.0163,2.2,0.0,6.2,13.3,5.9,19.0,True
20080523,2.4,6.5,0.78,1.0163,1.36,0.0,1.6,14.0,9.9,18.7,True
20080524,2.4,10.3,0.78,1.0163,2.74,0.12,10.2,15.8,7.7,21.7,False
20080525,2.4,10.5,0.78,1.0163,1.53,0.4,2.3,16.2,11.6,22.0,False
20080526,2.4,4.5,0.78,1.0163,0.9,0.02,0.2,16.7,12.4,20.6,False
20080527,2.4,7.5,0.78,1.0163,1.97,0.0,4.6,17.7,13.1,24.0,True
20080528,2.0,6.6,0.78,1.0123,2.42,1.71,7.5,19.7,13.0,26.5,False
20080529,2.6,7.6,0.67,1.0103,2.38,0.0,7.2,21.4,14.8,28.2,True
20080530,2.5,11.6,0.71,1.0086,3.05,1.75,12.5,21.4,14.8,28.9,False
20080531,1.3,5.9,0.9,1.013,0.73,0.04,0.0,17.0,14.0,19.3,False
20080601,1.5,5.9,0.72,1.015,2.96,0.0,12.1,19.9,15.3,25.9,True
20080602,1.8,6.6,0.63,1.0115,2.63,0.23,9.5,22.5,13.7,29.9,False
20080603,2.0,8.4,0.81,1.0113,1.26,0.23,1.4,18.9,15.3,23.9,False
20080604,1.8,7.1,0.85,1.0137,0.74,0.02,0.0,18.0,15.3,20.3,False
20080605,2.8,9.2,0.56,1.0135,2.84,0.0,11.0,19.3,14.8,24.0,True
20080606,2.5,8.6,0.51,1.013,2.89,0.0,11.4,18.5,13.0,24.0,True
20080607,1.4,8.0,0.59,1.014,2.22,0.0,6.5,18.6,12.0,26.0,True
20080608,2.2,8.8,0.55,1.0184,2.9,0.0,11.4,20.1,12.7,27.0,True
20080609,1.8,6.7,0.47,1.0208,3.32,0.0,14.8,20.6,11.9,27.8,True
20080610,1.7,8.9,0.55,1.0188,3.28,0.0,14.5,20.6,12.2,27.3,True
20080611,2.7,8.8,0.6,1.0172,2.0,0.0,5.1,15.4,12.2,18.5,True
20080612,1.7,8.3,0.75,1.013,1.39,1.8,1.9,11.4,8.2,16.7,False
20080613,2.3,10.0,0.77,1.0134,1.57,0.14,2.7,10.9,8.4,15.0,False
20080614,2.0,12.2,0.78,1.0147,2.17,0.18,6.1,11.3,6.9,17.8,False
20080615,2.0,12.8,0.75,1.0103,2.1,0.02,5.7,12.4,8.7,18.3,False
20080616,1.5,7.5,0.67,1.0102,2.15,0.0,6.0,12.1,7.0,18.3,True
20080617,1.1,4.5,0.56,1.0132,2.86,0.0,11.0,14.4,5.4,21.0,True
20080618,1.7,6.0,0.58,1.0151,2.65,0.0,9.4,16.8,10.1,23.9,True
20080619,2.6,12.0,0.63,1.0128,2.07,0.14,5.5,17.4,11.5,23.9,False
20080620,2.1,8.2,0.62,1.0181,2.45,0.29,8.0,16.4,10.9,21.0,False
20080621,1.3,6.5,0.77,1.0208,1.97,0.14,4.9,15.7,11.5,20.7,False
20080622,2.1,14.4,0.73,1.0144,2.77,0.27,10.3,20.5,12.7,27.1,False
20080623,2.3,8.6,0.54,1.0171,3.35,0.0,15.0,18.8,13.5,24.1,True
20080624,2.2,6.0,0.61,1.0185,3.1,0.01,12.9,17.9,11.3,24.6,False
20080625,1.5,9.0,0.85,1.0145,1.3,2.46,1.5,17.3,14.5,22.6,False
20080626,1.8,6.9,0.65,1.0192,3.05,0.0,12.5,17.4,11.5,22.9,True
20080627,2.1,10.6,0.69,1.0172,2.19,0.06,6.3,15.6,11.5,21.1,False
20080628,2.4,9.7,0.72,1.0178,1.81,0.02,4.0,17.7,13.8,22.9,False
20080629,2.0,7.3,0.56,1.0171,3.21,0.0,13.9,19.4,12.7,26.0,True
20080630,1.5,6.5,0.57,1.0198,2.34,0.0,7.3,18.5,13.0,24.0,True
20080701,1.3,7.4,0.52,1.0171,3.32,0.0,14.9,20.9,11.9,28.4,True
20080702,1.4,9.7,0.49,1.0105,3.07,0.0,12.8,24.9,16.2,32.1,True
20080703,1.9,8.3,0.69,1.0092,1.99,0.05,5.1,21.5,15.6,27.1,False
20080704,2.2,9.7,0.63,1.0147,2.53,0.01,8.7,17.1,11.7,22.6,False
20080705,1.3,5.3,0.58,1.0146,2.86,0.0,11.2,18.1,11.0,24.4,True
20080706,2.2,8.8,0.61,1.0083,1.85,0.01,4.3,19.2,14.8,23.0,False
20080707,3.1,12.1,0.69,1.0062,2.06,0.13,5.6,15.7,12.3,21.5,False
20080708,2.9,9.8,0.78,1.0096,1.62,0.2,3.1,14.5,11.2,19.9,False
20080709,2.2,9.1,0.72,1.0144,1.62,0.15,3.1,14.9,9.4,20.0,False
20080710,2.2,8.8,0.73,1.0114,1.45,0.34,2.3,18.9,13.4,26.2,False
20080711,2.1,10.0,0.82,1.0082,1.27,0.08,1.5,18.1,14.7,22.7,False
20080712,2.1,9.2,0.77,1.0095,1.57,0.12,2.9,15.6,12.5,19.9,False
20080713,1.3,4.9,0.71,1.0136,1.1,0.0,0.9,14.8,10.6,19.2,True
20080714,1.6,9.4,0.68,1.0217,1.67,0.0,3.5,14.9,8.3,21.7,True
20080715,2.3,8.7,0.59,1.0243,2.86,0.01,11.6,19.4,11.4,26.7,False
20080716,1.8,7.8,0.83,1.0186,1.07,0.46,0.8,15.8,11.8,22.4,False
20080717,1.4,6.6,0.75,1.0147,1.7,0.07,3.7,14.2,9.1,19.1,False
20080718,1.6,6.0,0.84,1.0122,0.79,0.14,0.1,14.4,12.4,18.1,False
20080719,2.4,11.5,0.81,1.0093,1.63,0.46,3.4,15.8,10.9,23.6,False
20080720,2.1,9.4,0.77,1.0125,1.61,0.02,3.3,13.7,8.2,19.1,False
20080721,2.5,10.2,0.84,1.0157,0.7,1.07,0.0,10.9,7.4,14.9,False
20080722,3.2,10.4,0.72,1.0212,2.3,0.01,7.7,15.1,12.2,19.5,False
20080723,1.7,6.8,0.66,1.0247,2.91,0.01,12.5,16.7,10.0,22.8,False
20080724,2.2,9.0,0.58,1.0205,3.0,0.0,13.4,19.0,10.0,26.0,True
20080725,2.2,9.4,0.6,1.0144,2.22,0.01,7.3,22.4,16.7,27.9,False
20080726,1.9,7.8,0.58,1.0134,2.27,0.0,7.7,25.0,20.1,31.2,True
20080727,1.8,7.9,0.53,1.0162,2.79,0.0,11.8,24.8,16.5,31.8,True
20080728,2.6,10.4,0.39,1.0154,3.04,0.0,14.0,25.7,18.9,32.1,True
20080729,1.4,13.9,0.66,1.0161,2.13,2.98,6.9,21.9,17.3,30.9,False
20080730,1.3,4.8,0.73,1.0189,1.87,0.01,5.2,21.7,16.8,27.9,False
20080731,1.5,10.6,0.62,1.0161,2.28,0.01,8.1,23.5,17.2,30.9,False
20080801,2.1,8.8,0.62,1.0142,1.93,0.0,5.7,22.5,17.3,30.0,True
20080802,1.9,9.2,0.58,1.0163,1.71,0.0,4.3,20.6,17.2,24.4,True
20080803,2.4,9.8,0.62,1.0129,2.05,0.25,6.6,20.7,17.1,24.6,False
20080804,2.9,12.9,0.66,1.0079,1.82,0.04,5.1,18.5,12.8,23.5,False
20080805,2.1,9.2,0.65,1.0153,2.26,0.01,8.3,17.5,12.0,23.4,False
20080806,1.7,7.9,0.6,1.0146,2.66,0.01,11.6,20.8,12.2,28.7,False
20080807,2.2,17.2,0.62,1.0069,2.64,0.05,11.5,22.5,15.3,31.8,False
20080808,2.6,12.1,0.78,1.0064,1.72,1.12,4.7,17.3,13.3,22.6,False
20080809,1.6,6.2,0.7,1.0143,1.62,0.18,4.1,15.2,11.3,20.3,False
20080810,2.8,10.3,0.76,1.0089,0.86,0.12,0.5,16.9,12.8,21.0,False
20080811,2.2,7.7,0.66,1.0058,1.97,0.65,6.6,18.7,14.8,24.0,False
20080812,3.2,12.1,0.87,0.9991,0.74,0.15,0.2,17.7,15.9,20.3,False
20080813,3.6,13.8,0.7,1.0078,1.57,0.12,4.0,16.4,11.7,20.7,False
20080814,2.0,8.9,0.64,1.0147,2.21,0.0,8.7,16.4,11.4,22.1,True
20080815,1.5,6.3,0.72,1.0139,0.95,0.01,0.9,14.6,10.1,19.1,False
20080816,1.4,5.9,0.65,1.0131,2.6,0.0,12.2,15.4,7.9,22.8,True
20080817,1.6,6.6,0.62,1.0109,2.44,0.0,10.9,16.4,8.6,23.3,True
20080818,2.5,11.0,0.63,1.0108,1.37,0.1,3.1,18.8,13.9,23.5,False
20080819,3.2,11.8,0.78,1.0097,1.54,0.0,4.2,17.8,14.7,22.3,True
20080820,3.1,10.1,0.71,1.0129,1.31,0.02,2.8,17.0,14.2,22.2,False
20080821,2.7,9.8,0.68,1.0173,1.83,0.0,6.4,17.3,11.3,22.9,True
20080822,1.9,10.0,0.78,1.0125,1.16,1.21,2.1,16.8,12.9,23.6,False
20080823,1.9,10.4,0.83,1.0109,1.44,1.16,3.8,13.0,10.7,18.0,False
20080824,1.6,9.4,0.75,1.0135,1.4,0.12,3.6,14.7,11.3,20.6,False
20080825,2.0,6.5,0.87,1.0167,1.02,0.16,1.5,14.8,12.3,19.3,False
20080826,1.8,4.8,0.83,1.0222,0.67,0.0,0.2,15.8,11.9,19.7,True
20080827,1.6,7.9,0.74,1.021,1.99,0.0,8.3,18.3,13.9,25.0,True
20080828,1.2,5.4,0.79,1.0196,0.66,0.05,0.2,16.7,15.0,19.4,False
20080829,1.7,8.0,0.78,1.0189,1.38,0.0,3.8,17.5,14.3,21.5,True
20080830,1.4,6.0,0.67,1.0201,2.23,0.0,10.8,17.9,12.5,24.1,True
20080831,1.7,6.0,0.57,1.0152,2.23,0.0,11.0,19.4,12.5,26.5,True
