DATE,MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_picnic_weather
20071225,7,2.1,7.0,0.94,1.0294,0.26,0.0,0.3,-4.4,-6.9,-3.1,False
20071226,6,1.3,6.5,0.85,1.0305,0.51,0.0,3.6,-3.4,-7.7,0.2,False
20071227,6,0.8,2.8,0.91,1.0372,0.19,0.0,0.0,-0.3,-4.5,1.7,False
20071228,7,1.1,3.7,0.95,1.0354,0.48,0.0,3.0,-3.8,-5.8,-1.9,False
20071229,1,1.3,7.0,0.72,1.0265,0.72,0.56,7.8,-0.9,-8.4,9.1,False
20071230,7,2.8,9.2,0.87,1.0255,0.28,0.13,0.4,2.9,1.5,4.2,False
20071231,6,2.4,9.0,0.89,1.0296,0.19,0.12,0.0,0.8,-1.1,2.5,False
20080101,8,1.7,6.6,0.9,1.0273,0.2,0.0,0.0,-2.3,-3.5,-0.8,False
20080102,7,3.8,11.4,0.79,1.0211,0.45,0.0,2.3,-3.0,-4.3,-1.2,False
20080103,7,3.1,7.9,0.74,1.0122,0.54,0.0,3.8,-2.8,-5.8,0.1,False
20080104,4,2.0,5.1,0.8,1.0147,0.47,0.0,2.5,-1.7,-4.2,2.3,False
20080105,6,1.3,5.0,0.83,1.0157,0.35,0.7,1.0,0.0,-3.8,3.6,False
20080106,8,2.6,8.6,0.88,1.0151,0.24,0.12,0.1,3.3,0.4,5.5,False
20080107,6,3.5,15.3,0.84,1.0193,0.24,0.85,0.1,5.0,2.5,9.4,False
20080108,2,2.5,9.5,0.71,1.0254,0.76,0.0,7.8,3.7,-1.5,8.0,False
20080109,7,2.5,8.4,0.69,1.0211,0.21,0.0,0.0,4.1,-2.5,8.3,False
20080110,4,2.2,5.5,0.64,1.0211,0.74,0.0,7.1,7.0,3.9,12.1,False
20080111,2,2.6,6.8,0.57,1.0125,0.77,0.0,7.5,5.8,-0.4,12.3,False
20080112,6,3.1,9.0,0.75,1.0117,0.21,0.0,0.0,4.0,0.6,8.6,False
20080113,8,2.0,7.6,0.87,1.0197,0.28,0.0,0.2,2.5,0.9,3.9,False
20080114,7,1.3,4.7,0.94,1.0164,0.22,0.0,0.0,0.3,-1.5,2.8,False
20080115,3,1.7,5.8,0.74,1.0117,0.79,0.01,7.4,3.6,-0.6,9.7,False
20080116,8,1.6,11.0,0.73,1.0044,0.43,0.01,1.4,5.4,1.6,7.8,False
20080117,6,2.1,6.6,0.76,1.0145,0.59,0.75,3.5,5.6,1.6,9.4,False
20080118,7,4.8,14.3,0.77,1.0206,0.5,0.03,2.1,6.7,2.1,9.9,False
20080119,7,7.2,18.0,0.61,1.0266,0.46,0.0,1.6,10.9,9.5,12.9,False
20080120,6,4.3,12.9,0.63,1.0279,0.67,0.0,4.5,9.1,5.3,12.1,False
20080121,3,3.7,14.6,0.71,1.021,0.83,0.01,7.2,6.6,3.8,9.5,False
20080122,8,5.9,17.4,0.75,1.0184,0.34,0.44,0.4,5.0,0.4,8.8,False
20080123,1,2.1,6.1,0.65,1.0345,0.91,0.0,8.4,2.2,-0.5,6.0,False
20080124,3,1.4,6.3,0.53,1.0314,0.89,0.39,7.7,5.0,-0.4,11.5,False
20080125,5,2.4,11.2,0.82,1.0402,0.69,0.0,4.2,3.4,0.4,6.7,False
20080126,4,3.2,9.5,0.63,1.0381,0.93,0.0,8.0,3.3,-1.4,7.8,False
20080127,8,6.9,17.7,0.2,1.0304,0.26,0.0,0.0,9.3,6.2,10.9,False
20080128,3,2.0,8.1,0.6,1.034,0.84,0.0,6.1,6.0,0.9,10.5,False
20080129,1,1.4,5.9,0.83,1.0295,0.98,0.0,8.3,2.7,-1.9,8.4,False
20080130,8,2.9,11.8,0.85,1.0242,0.34,0.15,0.2,2.5,-0.8,5.9,False
20080131,7,2.3,8.7,0.83,1.0237,0.27,0.01,0.0,1.9,0.5,3.8,False
20080201,5,3.3,10.7,0.59,1.0073,0.72,0.36,3.7,6.4,1.9,11.9,False
20080202,5,3.5,13.2,0.79,1.0173,0.52,0.0,1.3,2.0,-1.2,5.0,False
20080203,0,2.2,6.4,0.72,1.02,1.09,0.0,9.3,0.8,-3.5,6.4,False
20080204,5,3.0,9.7,0.59,1.0106,0.7,0.2,3.1,5.6,1.2,12.7,False
20080205,7,2.6,9.9,0.68,1.0217,0.96,0.01,6.5,5.9,2.3,9.3,False
20080206,6,5.8,20.6,0.68,1.0236,0.69,0.37,2.7,8.2,4.5,11.4,False
20080207,4,2.9,9.2,0.76,1.0382,0.9,0.0,5.3,3.4,-1.4,6.8,False
20080208,0,1.7,6.7,0.7,1.0402,1.18,0.0,9.6,1.5,-3.3,7.5,False
20080209,0,2.5,7.7,0.65,1.0374,1.19,0.0,9.5,2.2,-2.3,7.4,False
20080210,1,2.4,8.8,0.72,1.0366,1.18,0.0,9.0,1.7,-2.2,6.0,False
20080211,1,2.3,7.9,0.74,1.0361,1.21,0.0,9.2,1.4,-2.7,7.0,False
20080212,2,2.0,7.6,0.68,1.0345,1.22,0.0,9.2,1.7,-2.7,7.2,False
20080213,3,1.5,4.2,0.87,1.0368,1.03,0.0,6.1,-1.8,-4.2,1.8,False
20080214,5,1.4,4.7,0.94,1.0363,1.15,0.02,7.6,-2.3,-4.9,1.9,False
20080215,8,2.1,8.3,0.85,1.0369,0.34,0.02,0.0,-1.3,-3.7,0.4,False
20080216,0,2.9,8.0,0.59,1.044,1.32,0.0,9.8,-3.0,-6.0,0.4,False
20080217,3,1.8,6.8,0.61,1.0424,1.32,0.0,9.5,-2.4,-7.1,3.5,False
20080218,1,2.1,7.2,0.5,1.0343,1.38,0.0,10.1,2.1,-4.0,9.5,False
20080219,1,1.5,7.2,0.6,1.027,1.39,0.0,10.0,3.5,-2.9,11.4,False
20080220,3,1.6,8.7,0.63,1.0234,1.31,0.0,8.5,5.1,-2.6,12.4,False
20080221,7,3.3,9.4,0.81,1.0263,0.54,0.06,0.5,7.4,6.1,9.9,False
20080222,7,4.6,12.8,0.73,1.0281,0.91,0.01,3.3,9.3,6.5,13.3,False
20080223,6,3.6,11.9,0.69,1.0291,1.15,0.0,5.8,10.0,5.7,14.1,False
20080224,1,1.4,6.6,0.65,1.0236,1.51,0.0,10.4,10.2,1.2,21.0,True
20080225,4,2.9,11.0,0.64,1.0228,1.17,0.0,5.7,10.5,5.2,14.1,False
20080226,1,3.6,12.9,0.65,1.0168,1.51,0.36,9.9,10.6,5.3,16.5,False
20080227,7,3.4,12.8,0.77,1.0189,0.48,0.0,0.1,7.5,4.5,9.5,False
20080228,7,1.4,4.8,0.68,1.0233,1.41,0.11,8.1,7.2,2.7,11.2,False
20080229,8,4.5,20.2,0.82,1.0174,0.42,0.62,0.0,9.6,6.9,11.7,False
20080301,6,9.6,28.9,0.7,1.0052,1.05,0.8,3.7,9.0,1.0,11.7,False
20080302,7,8.7,24.3,0.67,1.0104,0.48,0.0,0.1,10.2,8.0,12.5,False
20080303,8,5.8,19.0,0.73,1.0114,0.66,0.33,0.8,8.8,1.4,13.1,False
20080304,7,1.7,5.8,0.82,1.0149,0.45,0.23,0.0,2.4,0.3,3.9,False
20080305,5,3.1,9.9,0.71,1.0265,1.32,0.0,5.6,-0.6,-3.3,2.3,False
20080306,1,1.5,6.9,0.6,1.0274,1.86,0.0,11.0,-0.8,-5.6,4.5,False
20080307,6,2.1,7.4,0.64,1.0168,1.16,0.0,4.0,0.7,-3.8,5.2,False
20080308,7,2.7,7.6,0.77,1.014,0.47,0.01,0.0,2.9,1.3,5.0,False
20080309,2,1.6,4.2,0.67,1.0088,1.87,0.0,10.5,5.8,0.0,12.8,False
20080310,4,3.3,11.0,0.53,0.9984,1.76,0.16,9.1,9.5,2.7,17.2,False
20080311,7,5.2,16.3,0.64,1.0003,1.11,0.08,3.2,7.7,5.4,10.2,False
20080312,5,7.6,21.8,0.73,1.0031,0.9,0.85,1.7,9.1,4.0,13.0,False
20080313,6,6.0,17.2,0.69,1.0168,0.68,0.29,0.5,5.4,2.8,8.0,False
20080314,8,4.9,16.9,0.86,1.0138,0.57,1.15,0.1,8.0,4.3,11.1,False
20080315,7,2.2,7.1,0.84,1.012,1.53,0.02,6.1,9.3,5.2,14.7,False
20080316,7,3.8,14.5,0.75,1.0055,0.52,0.25,0.0,8.8,6.2,11.2,False
20080317,8,3.9,13.4,0.86,1.0081,0.53,0.49,0.0,5.1,2.3,7.1,False
20080318,4,3.7,11.1,0.65,1.0129,1.73,0.0,7.5,2.3,-0.1,6.2,False
20080319,7,3.5,12.3,0.72,1.0143,1.55,0.07,5.8,1.2,-1.2,4.7,False
20080320,5,4.6,17.9,0.82,1.0146,1.1,0.1,2.4,0.9,-1.2,3.4,False
20080321,8,6.5,19.4,0.84,0.9901,0.56,0.73,0.0,2.4,0.7,4.2,False
20080322,5,4.2,13.3,0.65,0.9901,1.73,0.0,6.9,3.2,0.4,7.6,False
20080323,7,3.5,9.4,0.77,0.9969,1.23,0.0,3.0,1.1,-1.2,4.0,False
20080324,6,3.8,12.2,0.65,0.9974,1.54,0.1,5.1,0.1,-2.4,4.1,False
20080325,6,5.6,19.3,0.76,1.0028,1.3,0.18,3.3,-0.4,-2.1,2.4,False
20080326,7,4.0,12.2,0.78,1.0048,0.83,0.0,0.7,2.2,-2.1,6.2,False
20080327,8,1.7,8.7,0.71,1.0029,0.66,0.03,0.1,5.6,2.5,8.5,False
20080328,4,2.3,7.1,0.66,1.0125,1.86,0.02,7.2,6.6,2.2,12.0,False
20080329,3,4.5,13.8,0.57,1.0197,2.25,0.0,10.4,8.6,5.0,13.0,False
20080330,4,3.0,9.6,0.47,1.0133,2.33,0.0,11.0,12.0,2.1,21.7,True
20080331,7,2.7,8.2,0.62,1.0165,1.69,0.0,5.5,10.3,7.2,14.1,False
20080401,7,3.1,11.0,0.72,1.0225,0.63,0.41,0.0,9.9,7.5,13.2,False
20080402,7,4.7,22.6,0.81,1.0207,1.15,0.76,1.9,7.2,4.7,10.4,False
20080403,8,3.4,10.4,0.91,1.0225,1.1,0.78,1.6,3.9,1.5,7.7,False
20080404,8,1.7,5.9,0.89,1.0264,0.65,0.17,0.0,4.9,3.5,7.2,False
20080405,6,2.9,10.1,0.74,1.013,1.86,0.5,6.3,6.7,3.0,10.5,False
20080406,7,2.7,10.0,0.8,1.0019,1.13,0.27,1.6,4.9,2.5,8.2,False
20080407,5,4.8,18.0,0.64,1.0051,1.91,0.0,6.4,2.8,-0.8,5.6,False
20080408,5,2.3,8.4,0.61,1.0054,2.24,0.0,8.9,4.9,-1.7,10.4,False
20080409,6,2.6,10.5,0.57,0.9974,1.88,0.0,6.0,12.2,5.3,18.0,True
20080410,6,2.4,7.6,0.69,0.9965,2.08,0.0,7.4,13.4,9.0,17.6,False
20080411,7,2.8,17.6,0.78,0.9976,1.73,0.5,4.8,12.4,5.4,20.1,False
20080412,7,3.1,10.8,0.73,1.0123,1.11,0.01,1.3,7.0,4.7,10.3,False
20080413,5,2.3,6.6,0.56,1.0151,1.89,0.0,5.7,10.0,5.8,14.6,False
20080414,4,3.8,12.3,0.68,1.0136,2.03,0.39,6.6,8.4,5.0,14.6,False
20080415,8,3.4,8.7,0.88,1.0182,0.78,0.18,0.1,5.3,3.5,7.7,False
20080416,7,2.0,7.1,0.78,1.0178,1.56,0.08,3.4,5.0,2.5,9.1,False
20080417,7,2.9,9.1,0.77,1.007,1.58,0.0,3.5,6.3,2.7,11.3,False
20080418,7,3.1,8.3,0.74,0.9973,2.16,0.02,7.2,9.5,3.6,15.9,False
20080419,7,3.3,14.7,0.81,0.9993,1.72,0.27,4.2,9.9,6.8,14.7,False
20080420,4,2.7,9.4,0.65,1.0044,2.77,0.0,11.7,12.4,4.5,19.1,True
20080421,8,3.3,14.8,0.83,0.9985,0.94,4.54,0.4,10.6,7.4,14.6,False
20080422,8,3.2,11.1,0.98,1.0033,0.83,0.65,0.1,8.7,6.9,10.8,False
20080423,6,1.8,6.1,0.79,1.0184,1.59,0.0,3.2,9.4,7.0,12.7,False
20080424,6,1.8,8.6,0.84,1.0243,1.56,0.66,3.0,10.0,6.3,15.2,False
20080425,7,3.4,14.5,0.77,1.0277,1.64,0.26,3.4,9.8,6.8,14.5,False
20080426,4,2.1,6.5,0.65,1.0287,2.56,0.0,9.4,10.8,4.9,16.6,False
20080427,4,2.5,7.2,0.58,1.0212,3.02,0.0,12.9,12.7,4.2,19.8,True
20080428,6,2.2,11.7,0.65,1.0096,2.29,2.59,7.3,15.4,10.1,22.6,False
20080429,6,2.7,10.8,0.87,1.0071,1.46,0.22,2.3,9.5,7.1,12.3,False
20080430,4,3.6,18.0,0.75,1.0044,2.79,1.0,10.8,11.1,4.9,20.2,False
20080501,6,2.4,10.2,0.7,1.0151,2.32,0.03,6.7,10.5,7.0,15.3,False
20080502,6,2.0,20.4,0.7,1.0225,2.3,0.19,6.5,11.8,6.8,17.0,False
20080503,4,2.0,8.3,0.65,1.025,2.91,0.0,11.1,12.9,7.6,18.6,True
20080504,4,2.6,8.5,0.63,1.023,2.98,0.0,11.6,12.4,6.0,18.3,True
20080505,1,2.3,8.1,0.64,1.0247,3.09,0.0,12.5,11.7,5.1,17.5,False
20080506,3,3.0,12.8,0.71,1.0238,2.96,0.01,11.3,12.9,6.0,19.8,False
20080507,2,2.8,9.3,0.66,1.0214,3.14,0.0,12.7,12.8,6.5,19.2,True
20080508,0,2.9,9.2,0.56,1.0184,3.34,0.0,14.4,13.8,5.4,20.9,True
20080509,0,3.5,11.2,0.53,1.0158,3.34,0.0,14.3,15.9,7.2,22.9,True
20080510,0,4.3,12.4,0.53,1.0163,3.36,0.0,14.4,16.2,10.1,22.3,True
20080511,1,3.5,10.4,0.56,1.016,3.29,0.0,13.7,15.8,7.4,22.5,True
20080512,0,2.8,10.0,0.51,1.0155,3.4,0.0,14.6,15.8,7.3,23.1,True
20080513,1,2.1,7.1,0.5,1.013,3.4,0.0,14.5,16.6,8.2,23.7,True
20080514,1,1.5,6.4,0.5,1.012,3.38,0.0,14.2,17.2,8.5,24.6,True
20080515,5,2.4,12.4,0.56,1.0092,2.97,0.97,10.6,18.1,10.6,24.6,False
20080516,7,2.3,7.8,0.7,1.0086,2.31,0.04,5.8,17.2,12.5,22.6,False
20080517,7,2.1,8.3,0.77,1.0061,1.85,1.14,3.1,16.4,12.4,20.0,False
20080518,8,2.3,7.2,0.96,1.0078,0.87,1.62,0.0,12.1,10.8,14.1,False
20080519,8,2.6,8.1,0.86,1.0098,1.05,0.0,0.2,12.3,10.3,15.3,False
20080520,8,3.8,13.2,0.84,1.0124,0.87,0.18,0.0,9.7,7.5,11.6,False
20080521,8,2.1,5.2,0.95,1.0144,0.88,0.04,0.0,9.1,7.2,11.4,False
20080522,8,1.8,4.7,0.88,1.0147,0.88,0.05,0.0,11.4,9.5,13.6,False
20080523,5,1.7,5.8,0.78,1.0133,2.34,0.05,5.7,13.6,9.6,19.0,False
20080524,6,2.1,7.5,0.76,1.0108,2.63,0.04,7.6,15.2,7.5,22.0,False
20080525,7,2.3,8.1,0.77,1.0128,2.64,0.0,7.6,16.8,11.7,22.3,True
20080526,8,1.7,8.3,0.76,1.0118,1.6,0.0,1.8,18.4,13.0,24.8,True
20080527,3,2.8,10.0,0.63,1.0093,3.26,0.0,12.3,22.7,14.5,30.5,True
20080528,7,2.6,8.7,0.57,1.0088,1.75,0.0,2.4,23.7,18.0,31.2,True
20080529,6,2.5,7.6,0.7,1.0073,2.69,0.0,7.8,23.3,16.9,29.4,True
20080530,5,2.2,11.9,0.71,1.0078,3.07,0.03,10.6,20.6,15.1,29.7,False
20080531,4,3.3,10.6,0.68,1.0132,3.11,0.0,10.9,19.6,15.1,24.8,True
20080601,2,2.0,6.9,0.64,1.0144,3.29,0.0,13.1,20.9,14.0,27.4,True
20080602,4,2.8,11.3,0.62,1.0095,2.93,0.01,10.4,21.8,15.9,29.5,False
20080603,7,2.9,9.7,0.71,1.013,1.25,0.0,1.1,17.9,15.3,22.0,True
20080604,8,2.5,8.7,0.85,1.0122,1.65,3.3,2.7,17.0,14.0,21.7,False
20080605,7,2.0,6.3,0.95,1.0104,1.02,0.58,0.4,15.7,13.3,19.8,False
20080606,7,2.7,7.5,0.82,1.0104,1.56,4.33,2.3,16.5,12.8,20.7,False
20080607,8,3.0,7.5,0.95,1.0141,0.93,0.49,0.2,13.7,12.2,17.0,False
20080608,6,1.8,13.8,0.8,1.0168,2.03,0.0,4.6,15.7,12.4,22.4,True
20080609,4,2.2,7.7,0.72,1.0191,3.38,0.0,13.6,18.0,11.4,23.6,True
20080610,3,2.1,8.8,0.69,1.0181,3.05,0.0,11.1,19.7,13.1,26.0,True
20080611,7,2.9,10.0,0.83,1.0158,1.26,0.35,1.1,16.8,12.9,22.0,False
20080612,7,1.6,12.5,0.75,1.0121,1.96,1.06,4.2,15.2,11.1,20.0,False
20080613,6,3.0,12.5,0.79,1.0148,1.64,0.28,2.6,11.0,8.4,15.1,False
20080614,6,1.7,8.0,0.69,1.0154,1.94,0.04,4.1,12.3,7.0,17.0,False
20080615,6,2.5,10.1,0.65,1.0117,2.4,0.08,6.7,13.8,9.2,18.4,False
20080616,8,1.8,5.6,0.83,1.0103,0.98,0.4,0.3,12.7,10.7,16.1,False
20080617,7,1.7,6.5,0.9,1.0121,1.14,0.08,0.7,13.9,11.5,17.3,False
20080618,6,1.5,7.5,0.82,1.0163,1.93,0.26,4.0,16.0,12.5,21.0,False
20080619,4,2.7,10.2,0.61,1.0157,3.23,0.0,12.4,18.9,10.6,26.2,True
20080620,5,2.5,9.8,0.6,1.0188,3.22,0.0,12.3,20.5,16.1,26.7,True
20080621,2,1.8,6.9,0.62,1.0197,3.49,0.0,14.4,21.3,13.4,27.9,True
20080622,2,2.3,9.6,0.52,1.0163,3.51,0.25,14.6,25.1,16.1,32.6,False
20080623,4,2.5,9.2,0.65,1.017,3.22,0.56,12.3,23.4,17.7,29.4,False
20080624,3,1.9,9.2,0.73,1.0162,2.74,0.01,8.9,22.2,17.9,27.4,False
20080625,4,2.2,18.0,0.64,1.0146,2.95,0.98,10.4,23.5,16.9,30.6,False
20080626,8,1.6,6.6,0.75,1.0194,0.98,0.01,0.3,19.8,17.0,22.6,False
20080627,4,3.0,12.3,0.64,1.0184,2.94,0.03,10.3,20.3,16.4,25.4,False
20080628,4,2.5,8.9,0.58,1.0205,2.85,0.0,9.7,20.4,16.3,25.3,True
20080629,1,1.7,11.7,0.62,1.0174,3.51,2.01,14.7,22.3,14.7,28.6,False
20080630,5,2.1,7.6,0.73,1.0192,2.58,0.04,7.9,20.6,16.9,25.6,False
20080701,1,2.2,8.5,0.63,1.0156,3.56,0.0,15.1,22.1,14.9,28.4,True
20080702,5,2.0,9.8,0.65,1.0116,2.84,0.4,9.7,22.3,16.5,30.0,False
20080703,5,2.3,19.4,0.72,1.01,2.79,0.66,9.4,20.5,16.0,29.5,False
20080704,5,2.9,10.5,0.69,1.016,1.98,0.0,4.4,17.3,14.1,20.5,True
20080705,2,1.8,9.3,0.59,1.0145,3.44,0.0,14.3,19.1,12.8,24.8,True
20080706,5,2.3,18.3,0.67,1.0094,2.53,0.14,7.7,20.7,16.9,29.1,False
20080707,6,2.9,8.6,0.8,1.0112,1.8,0.56,3.5,15.4,13.2,18.7,False
20080708,5,4.5,15.0,0.61,1.0147,2.35,0.0,6.6,16.8,13.8,21.2,True
20080709,6,2.8,10.0,0.68,1.0177,1.78,0.1,3.4,16.6,13.1,19.7,False
20080710,3,2.1,7.1,0.55,1.0143,3.23,0.0,12.8,21.5,15.8,28.7,True
20080711,3,2.3,19.8,0.55,1.0102,3.04,1.88,11.4,23.4,16.2,32.3,False
20080712,7,2.3,11.5,0.84,1.0123,1.26,0.99,1.2,17.1,14.8,20.7,False
20080713,8,2.3,7.0,0.92,1.0123,0.76,2.01,0.0,14.4,13.0,15.8,False
20080714,8,2.6,8.1,0.88,1.0204,1.2,0.91,1.0,14.1,12.8,17.4,False
20080715,4,2.6,7.4,0.62,1.0268,2.63,0.0,8.6,17.4,12.0,22.9,True
20080716,2,2.8,10.5,0.62,1.0194,3.13,2.07,12.3,19.9,13.9,26.2,False
20080717,8,1.7,7.4,0.87,1.0157,0.84,0.9,0.1,14.6,12.5,16.8,False
20080718,7,2.1,8.5,0.77,1.0149,1.3,0.08,1.4,15.8,13.2,19.7,False
20080719,4,3.2,11.9,0.61,1.0133,2.95,0.11,11.1,19.8,13.8,25.3,False
20080720,6,2.8,8.4,0.77,1.014,2.05,0.46,5.1,17.3,12.7,23.7,False
20080721,5,3.5,12.5,0.64,1.0187,2.55,0.09,8.3,14.6,10.7,18.8,False
20080722,7,3.7,11.8,0.77,1.0227,1.23,0.26,1.2,12.6,10.2,16.7,False
20080723,6,2.1,6.3,0.75,1.0236,1.7,0.0,3.3,14.6,11.3,18.8,True
20080724,6,2.2,8.9,0.71,1.0181,2.39,0.0,7.4,16.4,9.9,23.0,True
20080725,4,2.0,7.1,0.71,1.0131,3.25,0.0,13.8,19.3,12.3,25.4,True
20080726,6,2.4,11.4,0.66,1.0122,2.93,0.0,11.3,22.2,15.6,28.2,True
20080727,4,2.7,8.3,0.64,1.0143,2.85,0.0,10.8,23.0,18.5,28.2,True
20080728,2,2.4,8.5,0.62,1.0145,3.13,0.0,13.0,22.5,15.5,28.9,True
20080729,4,1.8,10.3,0.65,1.0158,2.74,0.0,10.1,23.0,17.1,30.0,True
20080730,5,1.9,6.7,0.58,1.0174,2.73,0.0,10.1,23.6,17.1,30.2,True
20080731,5,2.2,9.4,0.51,1.0162,2.8,0.0,10.7,24.2,18.7,31.0,True
20080801,6,2.8,12.5,0.68,1.0163,2.17,1.18,6.3,22.0,16.3,28.9,False
20080802,5,1.8,7.9,0.71,1.0178,1.93,0.05,4.9,21.0,17.3,25.9,False
20080803,3,3.0,9.9,0.64,1.0162,2.83,0.0,11.1,22.2,18.0,27.8,True
20080804,6,4.5,16.7,0.63,1.0119,2.23,0.42,6.9,21.9,15.7,26.1,False
20080805,6,2.5,7.1,0.75,1.017,1.7,0.0,3.7,18.3,15.0,22.0,True
20080806,3,1.9,6.9,0.63,1.015,3.14,0.0,13.9,21.1,13.5,27.7,True
20080807,3,2.5,13.2,0.6,1.0091,2.92,0.2,12.2,23.4,15.0,33.0,False
20080808,6,3.6,12.5,0.73,1.0102,1.57,0.36,3.1,18.4,15.0,23.6,False
20080809,6,2.8,9.2,0.74,1.0153,1.67,0.05,3.7,16.9,14.0,20.7,False
20080810,5,2.1,7.1,0.57,1.0117,3.04,0.0,13.5,20.1,13.4,27.2,True
20080811,6,2.2,8.8,0.66,1.007,2.23,0.81,7.3,20.8,16.1,28.1,False
20080812,6,2.6,14.9,0.76,1.0039,1.85,0.63,4.9,19.7,13.8,30.3,False
20080813,6,2.4,6.5,0.71,1.0138,1.55,0.03,3.2,17.4,13.9,21.9,False
20080814,6,1.9,7.4,0.69,1.015,2.14,1.53,6.9,18.9,15.0,24.5,False
20080815,8,2.8,9.6,0.91,1.0112,0.65,1.29,0.0,13.8,11.9,15.5,False
20080816,5,2.3,7.1,0.7,1.0131,2.09,0.0,6.7,14.2,9.8,19.5,True
20080817,5,1.7,6.9,0.63,1.0122,2.61,0.0,10.7,16.2,8.1,22.7,True
20080818,1,2.2,8.2,0.57,1.0145,2.92,0.0,13.4,19.9,13.4,26.7,True
20080819,4,2.2,10.6,0.63,1.0128,2.58,1.29,10.7,21.4,15.8,29.0,False
20080820,7,2.3,6.4,0.72,1.0173,0.71,0.0,0.1,17.3,15.4,20.0,True
20080821,5,1.4,5.0,0.68,1.019,1.95,0.0,6.1,18.2,12.5,23.7,True
20080822,7,2.0,11.1,0.76,1.0137,2.05,1.29,6.9,18.8,13.9,25.9,False
20080823,7,3.2,10.1,0.79,1.0142,1.07,0.36,1.3,14.4,11.1,17.7,False
20080824,2,2.5,7.5,0.68,1.0156,2.6,0.0,11.5,15.0,10.8,21.1,True
20080825,6,1.6,5.8,0.76,1.0182,1.35,0.15,2.7,15.7,10.4,21.3,False
20080826,6,1.7,5.8,0.73,1.0224,2.12,0.0,7.8,18.1,13.9,23.7,True
20080827,1,1.3,4.5,0.71,1.0213,2.46,0.0,10.7,18.4,12.4,25.4,True
20080828,4,1.9,6.8,0.71,1.0189,2.23,0.0,8.9,19.3,14.0,25.1,True
20080829,7,1.6,6.6,0.72,1.0192,1.71,0.0,5.1,17.8,14.5,22.5,True
20080830,0,2.6,8.0,0.68,1.0184,2.59,0.0,12.2,18.7,13.1,24.3,True
20080831,2,1.9,4.8,0.7,1.0153,2.4,0.0,10.7,19.3,11.1,26.9,True
20080901,7,2.2,11.7,0.78,1.0166,1.15,0.6,1.7,18.8,15.8,22.8,False
20080902,3,1.4,4.4,0.75,1.0134,2.17,0.0,9.0,19.3,14.6,25.2,True
20080903,6,2.6,18.4,0.66,1.0079,2.25,0.49,9.9,21.5,16.1,28.8,False
20080904,7,1.5,6.5,0.78,1.0093,1.0,0.15,1.1,18.1,15.9,22.3,False
20080905,5,2.5,8.6,0.64,1.007,2.1,0.0,8.8,21.3,15.7,27.6,True
20080906,4,2.8,11.4,0.64,1.0069,2.19,0.01,9.8,20.9,14.2,27.3,False
20080907,7,1.7,6.4,0.87,1.0147,0.59,0.57,0.0,14.2,13.1,15.3,False
20080908,3,1.8,5.8,0.71,1.0183,2.03,0.0,8.6,15.9,11.8,21.6,True
20080909,1,1.4,5.2,0.66,1.0182,2.38,0.0,12.2,17.6,9.0,26.4,True
20080910,6,1.7,5.5,0.64,1.017,1.57,0.0,5.0,20.1,14.3,25.3,True
20080911,3,2.1,11.6,0.75,1.012,2.13,0.45,10.1,19.7,13.8,26.9,False
20080912,7,3.3,12.8,0.85,1.0099,0.81,0.15,0.6,16.5,13.3,21.5,False
20080913,8,3.6,14.2,0.78,1.0124,0.74,0.08,0.4,13.2,10.4,15.2,False
20080914,8,2.6,9.9,0.79,1.0183,0.55,0.41,0.0,8.4,7.0,10.5,False
20080915,8,2.4,6.3,0.91,1.0203,0.55,0.71,0.0,7.0,6.3,8.0,False
20080916,8,2.1,7.3,0.8,1.0211,0.54,0.0,0.0,7.8,5.7,9.6,False
20080917,7,2.3,6.2,0.77,1.0227,0.84,0.0,0.9,7.1,4.0,10.6,False
20080918,5,2.6,7.7,0.68,1.0232,1.86,0.0,8.6,8.4,2.5,13.6,False
20080919,3,2.3,7.0,0.66,1.0239,1.83,0.0,8.5,9.7,4.1,14.9,False
20080920,8,2.3,7.2,0.67,1.0285,0.63,0.0,0.2,8.8,5.5,12.0,False
20080921,7,1.9,5.9,0.73,1.0226,1.09,0.0,2.5,9.4,6.9,13.5,False
20080922,8,1.6,4.6,0.89,1.018,0.57,0.4,0.1,8.5,6.9,10.7,False
20080923,6,1.3,4.5,0.86,1.0173,0.79,0.0,0.9,8.4,4.2,11.5,False
20080924,8,1.4,6.6,0.83,1.0206,0.86,0.11,1.3,8.3,2.7,12.3,False
20080925,8,2.0,9.8,0.91,1.0254,0.48,0.6,0.0,9.2,8.3,11.5,False
20080926,7,3.2,9.8,0.78,1.0311,1.02,0.03,2.4,9.8,6.9,13.4,False
20080927,2,2.9,11.8,0.79,1.0297,1.35,0.0,5.1,9.0,4.6,15.0,False
20080928,4,1.2,4.6,0.83,1.0257,1.46,0.0,6.3,7.3,3.1,15.0,False
20080929,5,2.2,8.2,0.75,1.0187,1.36,0.0,5.5,10.4,3.4,16.0,False
20080930,7,3.7,15.0,0.72,1.0134,1.03,0.05,2.8,11.9,8.8,15.6,False
