DATE,OSLO_cloud_cover,OSLO_wind_speed,OSLO_wind_gust,OSLO_humidity,OSLO_pressure,OSLO_global_radiation,OSLO_precipitation,OSLO_sunshine,OSLO_temp_mean,OSLO_temp_min,OSLO_temp_max,OSLO_picnic_weather
20071006,4,1.3,5.9,0.84,1.0254,0.92,0.0,7.0,7.9,2.4,13.0,False
20071007,3,2.2,11.5,0.69,1.0141,0.91,0.0,7.2,10.2,8.1,15.4,False
20071008,1,2.4,8.7,0.57,1.0179,0.97,0.0,8.4,7.2,2.0,13.7,False
20071009,3,1.6,9.0,0.7,1.0229,0.98,0.0,9.0,5.0,0.0,10.6,False
20071010,3,1.9,5.5,0.69,1.0229,0.79,0.0,6.0,5.2,1.8,10.9,False
20071011,8,1.4,6.2,0.84,1.0121,0.27,0.48,0.2,5.8,1.0,9.3,False
20071012,5,3.6,15.1,0.6,1.0187,0.87,0.0,7.9,5.3,2.8,9.3,False
20071013,6,1.2,3.7,0.72,1.025,0.81,0.0,7.1,5.3,0.8,10.5,False
20071014,8,1.1,5.9,0.89,1.0164,0.19,0.0,0.0,9.9,5.0,12.2,False
20071015,8,1.5,4.8,0.89,1.0096,0.45,0.01,2.0,10.3,8.9,11.8,False
20071016,4,3.9,10.7,0.78,1.0019,0.61,0.0,4.4,11.3,10.2,15.2,False
20071017,2,2.5,9.2,0.65,1.0042,0.82,0.0,8.6,8.0,4.7,13.0,False
20071018,2,2.6,11.1,0.5,1.0184,0.7,0.0,6.5,4.5,0.7,10.0,False
20071019,3,2.2,12.4,0.61,1.0315,0.74,0.0,7.8,2.7,-2.5,8.4,False
20071020,7,0.7,3.9,0.69,1.0322,0.26,0.0,0.5,5.0,1.5,7.9,False
20071021,7,1.4,4.6,0.78,1.0306,0.16,0.0,0.0,7.3,5.6,8.5,False
20071022,8,3.2,9.5,0.84,1.0296,0.15,0.0,0.0,7.8,7.4,9.0,False
20071023,2,1.2,5.9,0.84,1.0319,0.64,0.0,6.8,5.9,3.6,9.6,False
20071024,7,0.8,3.6,0.9,1.0339,0.26,0.0,0.7,3.9,2.0,6.3,False
20071025,8,1.0,3.0,0.88,1.0318,0.47,0.0,4.0,3.2,1.0,4.8,False
20071026,6,1.6,4.7,0.9,1.0287,0.47,0.2,4.2,2.3,-0.8,3.7,False
20071027,8,3.7,9.3,0.9,1.022,0.13,0.03,0.0,7.5,3.7,8.9,False
20071028,8,6.3,19.0,0.92,1.0083,0.13,0.62,0.0,9.5,8.5,10.2,False
20071029,6,3.2,12.4,0.87,1.0018,0.3,0.0,1.6,9.0,7.9,10.6,False
20071030,2,1.4,8.0,0.75,1.0065,0.56,0.0,7.3,4.2,1.5,8.6,False
20071031,6,2.1,11.2,0.81,1.0126,0.12,0.0,0.0,3.0,-2.3,7.4,False
20071101,2,2.7,10.6,0.6,1.0144,0.52,0.0,7.1,7.9,4.9,13.0,False
20071102,6,1.8,6.1,0.74,1.0253,0.19,0.01,0.6,2.2,-2.1,8.2,False
20071103,1,2.2,8.8,0.67,1.0115,0.52,0.0,7.8,6.8,1.5,13.4,False
20071104,3,1.8,11.4,0.61,1.025,0.51,0.0,7.7,3.2,0.6,9.2,False
20071105,7,2.7,11.8,0.86,1.0121,0.13,0.7,0.1,4.7,-1.9,8.1,False
20071106,2,3.4,11.8,0.6,1.0055,0.46,0.0,6.9,4.0,1.7,8.2,False
20071107,5,1.5,7.1,0.68,0.9965,0.32,0.0,3.5,2.4,0.3,5.6,False
20071108,8,2.4,9.7,0.83,0.9906,0.09,3.24,0.0,4.1,-1.0,8.4,False
20071109,5,5.4,19.2,0.59,0.99,0.28,0.0,2.9,2.9,1.3,7.9,False
20071110,2,2.5,12.0,0.52,0.9985,0.42,0.0,7.1,1.0,-2.9,5.6,False
20071111,3,1.1,11.3,0.71,0.998,0.31,0.0,3.9,-1.3,-4.8,3.2,False
20071112,1,3.0,7.9,0.61,1.0097,0.39,0.0,6.8,1.7,-2.7,4.8,False
20071113,7,4.6,10.6,0.64,1.0132,0.1,0.0,0.1,1.1,-1.0,2.2,False
20071114,8,3.4,11.5,0.6,1.0194,0.08,0.0,0.0,0.0,-0.6,2.0,False
20071115,5,1.1,5.3,0.81,1.0201,0.23,0.0,2.6,-3.7,-6.2,-0.6,False
20071116,7,0.5,3.2,0.88,1.0163,0.07,0.0,0.0,-1.7,-4.2,0.0,False
20071117,4,0.5,3.1,0.92,1.0151,0.32,0.0,6.0,0.1,-2.2,3.2,False
20071118,8,0.6,3.8,0.98,1.016,0.07,0.0,0.0,0.9,0.0,1.8,False
20071119,8,2.3,8.1,0.94,1.0219,0.07,0.02,0.0,0.6,-1.5,3.0,False
20071120,7,1.0,7.8,0.91,1.0215,0.2,0.01,2.5,-0.9,-3.4,1.0,False
20071121,8,1.2,4.7,0.91,1.0142,0.06,0.38,0.0,0.7,0.0,1.5,False
20071122,8,1.2,4.6,0.96,1.0008,0.06,1.65,0.0,2.3,0.2,3.1,False
20071123,3,3.5,15.5,0.75,1.0093,0.21,0.0,3.5,0.8,-1.6,6.6,False
20071124,7,2.3,10.0,0.87,1.0082,0.07,0.37,0.1,-0.7,-5.5,3.4,False
20071125,7,2.4,16.6,0.76,0.996,0.09,0.0,0.4,0.9,0.4,3.6,False
20071126,2,5.3,16.2,0.44,1.0102,0.17,0.0,2.6,1.0,-1.6,2.6,False
20071127,5,3.0,13.9,0.48,1.0205,0.24,0.0,5.5,0.2,-1.8,2.6,False
20071128,8,0.9,3.8,0.85,1.0091,0.05,1.82,0.0,-0.3,-3.0,1.1,False
20071129,7,3.4,9.9,0.93,0.9912,0.06,0.58,0.1,1.9,0.9,3.3,False
20071130,8,3.5,9.6,0.91,0.9969,0.05,0.54,0.0,0.8,0.4,2.0,False
20071201,8,2.9,8.7,0.91,0.9855,0.05,1.47,0.0,3.5,0.6,6.0,False
20071202,5,2.4,7.2,0.93,0.9846,0.12,0.24,1.5,2.0,-0.5,5.4,False
20071203,7,3.8,10.2,0.86,0.9818,0.07,0.03,0.3,2.5,1.8,4.2,False
20071204,2,0.9,6.3,0.84,0.9994,0.17,0.54,4.2,-1.0,-2.2,2.2,False
20071205,8,1.8,8.3,0.96,0.9936,0.05,0.17,0.0,4.4,-2.6,7.8,False
20071206,6,4.2,11.4,0.86,0.9867,0.07,0.45,0.4,6.3,5.3,7.8,False
20071207,8,1.7,7.8,0.89,0.9783,0.04,0.04,0.0,3.9,3.5,5.5,False
20071208,7,1.7,10.5,0.74,0.9865,0.11,0.0,1.7,2.5,1.7,4.0,False
20071209,8,3.7,8.2,0.86,0.9924,0.04,0.03,0.0,0.9,-0.4,1.7,False
20071210,8,2.8,9.8,0.81,1.0038,0.04,0.0,0.0,2.1,1.5,2.7,False
20071211,2,3.8,10.2,0.69,1.0259,0.16,0.0,4.8,0.4,-0.4,2.1,False
20071212,1,0.9,9.7,0.83,1.0404,0.17,0.0,5.4,-3.6,-5.5,0.0,False
20071213,3,1.5,4.8,0.86,1.0404,0.15,0.0,4.3,-6.6,-8.8,-4.0,False
20071214,2,1.1,3.2,0.85,1.0386,0.15,0.0,4.4,-9.2,-10.7,-7.3,False
20071215,4,0.7,2.8,0.91,1.0414,0.12,0.0,2.8,-7.6,-9.5,-6.1,False
20071216,5,1.0,3.1,0.91,1.0415,0.04,0.0,0.0,-7.6,-9.5,-5.8,False
20071217,1,0.5,4.0,0.88,1.0443,0.1,0.0,1.7,-7.1,-10.9,-3.7,False
20071218,0,0.5,2.5,0.88,1.0419,0.12,0.0,2.5,-8.8,-9.9,-6.2,False
20071219,7,1.0,3.5,0.9,1.0372,0.04,0.0,0.0,-9.2,-11.6,-7.8,False
20071220,1,0.5,3.0,0.88,1.0335,0.11,0.0,2.1,-9.2,-10.8,-6.7,False
20071221,5,0.7,2.2,0.93,1.0294,0.04,0.01,0.0,-8.8,-10.9,-7.4,False
20071222,8,0.5,2.6,0.95,1.0224,0.04,0.18,0.0,-4.8,-7.6,-3.2,False
20071223,5,0.6,1.9,0.93,1.02,0.04,0.0,0.0,-5.4,-8.3,-3.7,False
20071224,8,2.0,11.6,0.95,1.0135,0.04,0.0,0.0,0.5,-8.3,4.4,False
20071225,7,1.9,7.2,0.92,1.012,0.04,0.61,0.0,0.4,-1.1,4.7,False
20071226,8,1.8,6.4,0.94,1.0088,0.06,0.0,0.4,1.5,0.3,2.6,False
20071227,8,5.2,15.6,0.91,1.0089,0.04,0.04,0.0,5.6,0.7,6.8,False
20071228,5,2.1,8.6,0.89,1.0043,0.04,0.39,0.0,2.6,0.5,6.2,False
20071229,6,3.2,11.1,0.94,0.9936,0.04,0.07,0.0,4.6,2.8,6.7,False
20071230,3,1.2,5.4,0.85,1.0084,0.12,0.0,2.2,0.5,-0.3,3.8,False
20071231,2,2.8,9.8,0.69,1.0274,0.18,0.0,5.5,0.0,-2.2,2.8,False
20080101,6,5.0,10.6,0.75,1.0349,0.04,0.11,0.0,-0.7,-2.9,0.4,False
20080102,8,3.7,10.6,0.84,1.0384,0.04,0.13,0.0,0.4,-0.4,1.3,False
20080103,7,5.2,11.0,0.8,1.0358,0.08,0.09,0.6,-2.3,-2.8,-0.2,False
20080104,8,4.5,12.8,0.75,1.0312,0.04,0.0,0.0,-2.3,-3.2,-1.1,False
20080105,8,4.0,10.2,0.85,1.0132,0.05,1.84,0.0,-2.1,-4.5,-1.3,False
20080106,8,1.9,6.7,0.91,1.0059,0.05,0.1,0.0,-1.4,-1.9,-0.9,False
20080107,8,2.7,6.9,0.92,1.0052,0.05,0.42,0.0,0.6,-1.7,1.5,False
20080108,8,1.7,8.8,0.93,1.0048,0.05,0.09,0.0,0.7,-0.1,1.6,False
20080109,8,2.9,10.6,0.92,1.0002,0.05,0.67,0.0,1.9,-0.1,3.1,False
20080110,7,3.7,11.7,0.86,0.9942,0.13,0.98,1.8,2.9,2.2,4.0,False
20080111,4,3.1,12.7,0.83,0.9904,0.22,0.0,5.7,2.8,0.7,5.2,False
20080112,8,3.2,10.9,0.91,0.9949,0.05,0.66,0.0,0.4,-1.4,1.4,False
20080113,5,1.4,6.0,0.89,1.0049,0.13,0.47,1.6,-1.4,-4.5,0.6,False
20080114,8,3.7,10.4,0.94,1.001,0.06,0.56,0.0,2.8,-1.0,4.2,False
20080115,8,4.7,14.2,0.92,0.9892,0.06,1.41,0.0,4.5,1.5,5.2,False
20080116,8,3.2,9.6,0.91,0.9822,0.06,1.4,0.0,3.9,1.6,5.9,False
20080117,3,2.3,7.6,0.85,0.9955,0.23,0.06,4.8,1.6,0.5,4.0,False
20080118,8,2.9,6.0,0.91,0.9999,0.06,0.93,0.0,1.8,-1.8,2.8,False
20080119,5,3.8,15.2,0.67,0.9878,0.2,0.0,3.2,3.5,1.9,6.2,False
20080120,3,1.5,9.2,0.79,1.0006,0.16,0.0,1.6,0.7,-1.9,3.3,False
20080121,5,3.0,9.9,0.78,0.9962,0.21,0.0,3.0,-0.7,-2.4,2.3,False
20080122,1,2.0,11.3,0.64,1.0128,0.31,0.0,6.7,-2.1,-3.5,1.3,False
20080123,8,0.9,6.0,0.88,1.0157,0.07,0.34,0.0,-1.9,-5.7,1.0,False
20080124,4,1.9,10.9,0.83,1.001,0.31,0.0,5.9,2.5,1.0,5.5,False
20080125,4,4.2,14.3,0.63,0.9989,0.29,0.09,5.1,3.7,-0.9,6.4,False
20080126,4,3.0,14.9,0.61,0.9997,0.17,0.13,1.2,2.3,-0.4,5.4,False
20080127,4,2.5,12.1,0.63,1.0129,0.33,0.0,5.9,0.6,-2.0,3.2,False
20080128,5,0.5,3.6,0.76,1.0183,0.33,0.0,5.4,0.2,-2.7,3.1,False
20080129,7,1.4,7.1,0.73,1.012,0.2,0.15,1.5,3.9,0.1,7.6,False
20080130,7,1.4,5.4,0.86,1.0076,0.24,0.08,2.3,0.2,-0.7,4.9,False
20080131,8,3.9,15.5,0.92,0.9915,0.09,1.43,0.0,-0.1,-4.8,3.3,False
20080201,8,3.6,12.4,0.92,0.9705,0.1,2.8,0.0,1.1,0.3,2.0,False
20080202,6,3.4,13.3,0.72,0.9892,0.28,0.08,2.7,-1.9,-4.3,1.7,False
20080203,8,1.9,7.6,0.9,1.0023,0.1,0.38,0.0,-2.2,-7.6,0.0,False
20080204,7,2.7,9.4,0.83,1.0062,0.13,0.58,0.1,1.0,-0.1,3.1,False
20080205,8,2.0,7.9,0.93,1.0047,0.11,0.31,0.0,1.6,0.0,3.5,False
20080206,8,3.2,8.8,0.91,1.0022,0.11,0.8,0.0,1.5,0.9,2.7,False
20080207,7,1.6,7.3,0.73,1.0229,0.37,0.0,4.0,2.4,1.0,4.6,False
20080208,8,1.5,5.6,0.91,1.0272,0.12,0.06,0.0,2.3,0.0,3.3,False
20080209,5,1.7,9.1,0.89,1.0273,0.45,0.01,5.5,4.0,2.0,7.2,False
20080210,7,1.4,7.4,0.88,1.0323,0.36,0.0,3.0,2.5,0.7,4.8,False
20080211,3,1.1,8.1,0.83,1.0388,0.41,0.0,4.1,1.6,-0.4,5.1,False
20080212,8,1.8,5.6,0.96,1.0346,0.14,0.0,0.0,-0.5,-1.0,0.2,False
20080213,3,1.2,5.3,0.88,1.0344,0.44,0.0,4.1,-0.8,-2.9,1.8,False
20080214,1,2.0,8.5,0.59,1.041,0.61,0.0,8.2,-0.9,-4.7,3.3,False
20080215,2,1.9,6.7,0.57,1.0437,0.63,0.0,8.2,-2.2,-4.5,1.4,False
20080216,6,0.9,4.1,0.79,1.0366,0.48,0.0,4.3,-4.5,-8.5,-1.8,False
20080217,4,1.4,7.3,0.75,1.0184,0.51,0.0,4.7,2.6,-2.3,7.8,False
20080218,6,1.1,4.3,0.75,1.0174,0.55,0.0,5.4,3.1,-0.1,7.9,False
20080219,6,0.8,4.8,0.78,1.0188,0.49,0.01,3.9,3.6,1.8,7.3,False
20080220,8,1.2,4.1,0.95,1.013,0.17,0.03,0.0,1.8,1.5,3.1,False
20080221,8,4.6,13.0,0.88,0.9969,0.18,0.0,0.0,3.4,0.0,5.5,False
20080222,6,4.2,16.2,0.62,0.9844,0.39,0.0,1.7,4.8,2.6,7.6,False
20080223,5,3.9,14.0,0.53,0.9993,0.69,0.0,6.9,5.5,3.4,8.5,False
20080224,6,2.9,11.0,0.78,0.9958,0.59,0.0,4.6,6.0,4.3,9.5,False
20080225,4,2.9,13.0,0.52,1.0008,0.73,0.08,7.1,4.1,0.2,8.2,False
20080226,8,2.9,11.7,0.91,0.9878,0.2,1.07,0.0,4.0,2.8,5.0,False
20080227,6,2.3,10.4,0.71,0.9847,0.54,0.0,3.2,4.8,2.9,8.4,False
20080228,5,3.5,14.0,0.57,1.0029,0.8,0.0,7.5,3.7,-0.7,7.4,False
20080229,7,3.4,10.2,0.67,0.9958,0.68,0.35,5.0,3.2,0.1,6.3,False
20080301,8,3.0,9.7,0.86,0.9727,0.24,0.02,0.0,2.5,1.5,4.3,False
20080302,4,1.4,6.8,0.77,0.9826,0.86,0.0,6.1,0.9,-3.0,4.4,False
20080303,6,2.6,7.8,0.56,0.996,0.85,0.0,5.8,0.8,-1.3,4.1,False
20080304,3,2.7,11.6,0.48,1.0088,0.9,0.0,6.3,-2.0,-5.7,1.8,False
20080305,6,3.6,12.9,0.55,1.0096,0.38,0.05,0.6,0.2,-3.4,1.3,False
20080306,1,3.0,15.5,0.59,0.998,1.19,0.0,9.8,1.7,-2.8,7.6,False
20080307,7,1.6,7.4,0.67,1.0049,0.31,0.33,0.1,-0.5,-5.0,2.8,False
20080308,8,3.9,10.5,0.89,0.9962,0.34,0.56,0.2,3.8,0.7,5.5,False
20080309,7,4.2,12.6,0.88,0.99,0.35,0.5,0.2,5.3,3.2,7.3,False
20080310,8,2.1,10.8,0.89,0.991,0.29,0.67,0.0,3.8,1.9,5.3,False
20080311,8,3.8,15.4,0.85,0.9858,0.3,0.9,0.0,5.0,3.3,7.2,False
20080312,7,4.3,10.6,0.83,0.9795,0.44,0.08,0.6,4.5,3.4,6.6,False
20080313,7,2.1,10.4,0.81,0.9914,0.43,0.0,0.5,3.6,3.1,5.5,False
20080314,7,0.7,3.4,0.87,0.9993,0.36,0.06,0.1,3.2,0.6,5.7,False
20080315,3,1.1,4.2,0.79,1.0057,1.46,0.0,10.8,2.4,-1.7,8.2,False
20080316,6,2.2,8.4,0.69,1.0033,1.34,0.01,9.0,2.5,-2.2,8.9,False
20080317,4,5.4,15.9,0.43,1.0014,1.42,0.0,9.7,1.2,-0.6,5.7,False
20080318,2,4.4,11.7,0.55,1.0051,1.41,0.0,9.4,1.3,-2.2,5.5,False
20080319,4,4.5,11.0,0.4,1.0089,1.41,0.0,9.1,1.3,-1.8,5.9,False
20080320,6,3.3,12.2,0.59,0.9992,1.13,0.39,5.7,-1.8,-6.3,1.7,False
20080321,8,6.8,14.1,0.73,0.9905,0.37,0.25,0.0,-2.5,-3.1,0.0,False
20080322,1,4.6,11.7,0.46,1.0004,1.7,0.0,11.9,-5.6,-9.3,-1.6,False
20080323,2,2.6,8.0,0.56,0.9948,1.72,0.0,11.8,-6.3,-13.1,-1.1,False
20080324,7,3.7,8.0,0.76,0.9888,0.63,0.43,1.1,-4.4,-8.8,-1.0,False
20080325,7,5.1,11.2,0.81,0.99,0.72,0.13,1.6,-2.1,-4.5,0.8,False
20080326,5,3.2,8.5,0.66,0.997,1.62,0.0,9.8,-1.2,-2.9,2.7,False
20080327,3,1.7,6.1,0.53,1.0021,1.8,0.0,11.6,-1.7,-8.5,4.4,False
20080328,7,3.0,11.5,0.78,1.0074,0.58,0.38,0.6,0.4,-4.7,4.5,False
20080329,8,2.2,8.2,0.88,1.0023,0.42,0.75,0.0,2.3,1.2,3.5,False
20080330,8,3.0,16.8,0.89,1.007,0.43,1.69,0.0,4.2,1.4,7.2,False
20080331,8,2.1,12.0,0.89,1.0124,0.43,0.0,0.0,5.3,4.3,7.0,False
20080401,8,1.9,6.1,0.85,1.0163,0.52,0.08,0.2,4.4,2.4,6.8,False
20080402,8,3.1,6.7,0.85,1.0132,0.45,0.65,0.0,5.2,3.9,6.6,False
20080403,6,1.9,6.7,0.76,1.021,1.28,0.0,5.0,6.7,4.6,11.2,False
20080404,8,2.3,9.3,0.86,1.0116,0.46,0.0,0.0,4.3,1.0,8.2,False
20080405,5,2.0,8.1,0.66,1.001,1.91,0.55,10.7,4.1,-0.8,9.4,False
20080406,8,5.9,14.5,0.87,1.0007,0.48,1.55,0.0,2.9,1.6,6.6,False
20080407,8,4.3,13.9,0.85,1.0032,0.48,0.38,0.0,3.1,2.7,5.3,False
20080408,6,2.1,8.6,0.74,1.005,1.25,0.0,4.2,3.1,0.9,6.2,False
20080409,8,1.6,6.0,0.79,0.9973,0.5,0.57,0.0,2.6,0.4,4.5,False
20080410,8,1.8,5.0,0.83,0.9999,0.7,0.48,0.6,3.3,0.9,5.9,False
20080411,7,1.8,8.6,0.74,1.0063,1.53,0.22,6.1,4.9,1.8,9.3,False
20080412,8,2.9,11.0,0.85,1.0075,0.52,0.4,0.0,2.5,0.6,6.7,False
20080413,8,1.9,9.5,0.86,1.0075,0.72,0.27,0.6,4.0,2.3,6.9,False
20080414,6,2.0,7.3,0.77,1.0078,1.11,0.03,2.7,5.1,3.8,9.3,False
20080415,6,2.8,9.7,0.81,1.0168,1.11,0.15,2.6,3.8,1.3,6.2,False
20080416,5,3.3,8.4,0.64,1.0222,2.12,0.0,10.6,5.6,2.0,9.6,False
20080417,3,4.1,9.7,0.44,1.0203,2.15,0.0,10.7,6.6,2.6,10.7,False
20080418,1,4.5,10.1,0.47,1.013,2.5,0.0,13.9,6.5,2.2,10.7,False
20080419,1,2.6,8.3,0.49,1.0118,2.53,0.0,14.0,7.7,2.6,13.5,False
20080420,2,2.1,6.2,0.53,1.0146,2.56,0.0,14.1,8.6,0.6,15.9,False
20080421,1,2.0,6.6,0.45,1.0178,2.58,0.0,14.1,10.0,2.4,17.2,False
20080422,2,2.2,7.0,0.43,1.0212,2.6,0.0,14.1,11.2,5.5,17.3,False
20080423,6,2.1,7.1,0.55,1.0231,2.25,0.0,10.6,9.2,2.8,16.2,False
20080424,3,2.3,7.9,0.56,1.022,2.58,0.0,13.5,7.9,1.5,14.7,False
20080425,7,1.9,5.7,0.76,1.0203,1.74,0.0,6.2,8.0,1.7,13.3,False
20080426,7,3.1,10.6,0.8,1.0216,1.27,0.65,2.9,9.0,6.6,14.1,False
20080427,6,3.1,7.5,0.92,1.0172,0.61,0.71,0.0,9.1,8.1,10.0,False
20080428,7,1.7,7.7,0.72,1.0102,0.91,0.0,0.9,13.0,9.1,16.5,False
20080429,6,3.0,12.3,0.42,1.007,1.39,0.0,3.4,15.1,11.1,20.0,True
20080430,8,4.2,11.8,0.48,1.0106,0.63,0.02,0.0,13.9,12.2,16.9,False
20080501,8,3.1,13.6,0.83,1.012,0.64,0.53,0.0,10.8,9.8,14.4,False
20080502,8,1.4,6.9,0.81,1.0182,1.24,0.6,1.8,10.7,9.0,14.1,False
20080503,4,1.8,6.1,0.65,1.0246,2.52,0.0,11.1,11.9,6.9,18.0,True
20080504,4,2.3,6.6,0.58,1.0278,2.71,0.0,12.8,12.8,6.4,18.1,True
20080505,6,2.3,7.2,0.51,1.0289,2.21,0.0,8.1,13.0,7.2,18.9,True
20080506,5,1.9,6.7,0.49,1.0271,2.65,0.0,11.9,14.6,8.4,20.2,True
20080507,2,2.0,5.7,0.42,1.0222,2.96,0.0,14.8,15.2,7.7,22.1,True
20080508,1,1.6,6.6,0.4,1.02,3.03,0.0,15.4,16.2,9.1,23.6,True
20080509,1,1.6,6.4,0.49,1.0191,3.02,0.0,15.1,15.8,8.0,23.7,True
20080510,1,1.6,7.1,0.56,1.0208,3.09,0.0,15.7,16.1,7.4,24.8,True
20080511,6,2.8,9.4,0.56,1.0197,2.0,0.0,5.9,14.6,7.4,21.2,True
20080512,5,4.6,18.3,0.35,1.0252,3.08,0.0,15.3,10.1,7.1,18.2,True
20080513,3,2.5,7.6,0.38,1.0224,2.91,0.0,13.4,10.9,3.0,17.8,False
20080514,6,2.5,8.8,0.42,1.0153,2.55,0.0,10.0,12.3,5.2,19.2,True
20080515,6,3.0,7.4,0.58,1.009,1.38,0.1,2.0,9.9,8.3,16.7,False
20080516,7,3.2,11.2,0.78,1.0036,1.45,0.24,2.3,8.3,6.2,13.6,False
20080517,7,5.1,13.0,0.75,1.0067,1.94,0.17,5.1,4.2,2.3,7.8,False
20080518,6,3.0,11.3,0.64,1.0105,2.01,0.02,5.5,5.3,1.7,11.0,False
20080519,4,2.2,10.7,0.6,1.0124,2.85,0.05,12.2,7.3,0.6,13.2,False
20080520,4,2.0,9.3,0.62,1.0155,2.56,0.07,9.6,8.2,1.8,12.6,False
20080521,6,1.7,7.2,0.63,1.0193,1.66,0.0,3.2,9.5,5.0,15.5,False
20080522,5,2.4,9.1,0.61,1.0202,2.53,0.0,9.2,11.0,4.5,17.2,False
20080523,4,3.2,6.9,0.58,1.0207,2.64,0.12,10.0,12.0,6.0,17.6,False
20080524,8,4.4,10.7,0.79,1.0241,0.75,0.13,0.0,8.6,7.9,15.1,False
20080525,4,2.3,11.5,0.58,1.0256,2.47,0.0,8.5,12.1,7.8,18.3,True
20080526,4,2.3,8.4,0.48,1.0211,2.84,0.0,11.5,13.4,5.6,18.8,True
20080527,2,2.8,9.3,0.46,1.023,3.38,0.0,16.5,14.3,8.1,21.8,True
20080528,5,1.9,7.5,0.47,1.0225,3.33,0.0,16.0,16.2,7.3,22.9,True
20080529,5,1.6,5.6,0.46,1.0214,2.62,0.0,9.5,15.7,8.2,23.0,True
20080530,3,1.6,4.7,0.37,1.0183,3.05,0.0,13.1,19.1,10.0,27.4,True
20080531,4,2.1,7.9,0.4,1.0182,3.18,0.0,14.3,21.2,13.0,28.0,True
20080601,1,2.4,9.3,0.42,1.019,3.22,0.0,14.9,20.0,11.8,27.7,True
20080602,0,3.0,9.9,0.4,1.0178,3.35,0.0,16.0,20.3,12.0,27.8,True
20080603,3,2.5,8.0,0.41,1.0202,3.22,0.0,14.8,20.9,17.3,25.9,True
20080604,4,2.0,6.9,0.41,1.0221,3.36,0.0,16.0,20.7,12.8,27.4,True
20080605,1,1.9,6.5,0.36,1.0212,3.46,0.0,16.8,20.8,12.5,27.9,True
20080606,1,1.7,5.9,0.36,1.0176,3.45,0.0,16.7,22.5,12.7,31.0,True
20080607,1,2.0,8.6,0.39,1.0178,3.38,0.0,16.0,22.3,14.5,29.8,True
20080608,5,3.2,12.5,0.39,1.0151,2.73,0.0,10.7,20.8,13.5,27.3,True
20080609,6,4.0,12.9,0.37,1.0135,2.1,0.0,6.3,17.8,13.2,23.6,True
20080610,5,5.0,14.1,0.4,0.9999,2.23,0.0,7.1,17.7,15.8,22.2,True
20080611,5,4.0,11.0,0.38,1.0004,2.71,0.0,10.5,13.5,9.1,18.8,True
20080612,6,2.5,8.6,0.46,1.0046,1.43,0.0,2.5,13.1,7.8,17.0,False
20080613,7,2.4,7.7,0.68,1.0035,1.57,0.56,3.2,11.5,9.0,15.6,False
20080614,3,2.3,11.5,0.62,1.0041,1.27,0.01,1.8,12.5,9.4,16.2,False
20080615,7,2.0,9.5,0.74,1.0041,1.88,0.78,4.9,10.0,7.3,13.0,False
20080616,7,2.3,8.7,0.71,1.0044,1.8,0.02,4.4,11.6,8.6,17.1,False
20080617,6,2.7,9.3,0.66,1.0068,2.77,0.0,10.9,13.7,6.7,20.0,True
20080618,7,3.7,12.1,0.7,1.0063,1.75,0.08,4.1,14.0,12.2,17.7,False
20080619,8,3.5,11.8,0.85,1.003,0.64,1.09,0.0,13.2,11.6,14.9,False
20080620,5,4.3,11.0,0.65,1.0019,2.19,0.06,6.8,14.4,11.0,19.4,False
20080621,3,3.8,13.3,0.46,1.006,3.04,0.0,13.0,15.0,9.0,20.9,True
20080622,7,2.0,8.9,0.68,1.0083,1.69,1.38,3.8,11.5,7.6,18.0,False
20080623,6,2.4,10.8,0.75,0.9961,1.94,0.71,5.2,14.5,10.6,20.6,False
20080624,4,3.0,10.9,0.44,1.0091,2.83,0.0,11.4,13.9,10.3,18.4,True
20080625,4,2.5,7.5,0.5,1.0118,3.22,0.0,14.5,13.4,6.4,18.1,True
20080626,6,2.3,9.2,0.69,1.0083,2.13,0.22,6.4,13.9,8.7,20.3,False
20080627,7,1.9,9.4,0.8,1.0067,1.51,0.18,2.9,12.6,9.3,16.7,False
20080628,5,1.8,6.5,0.67,1.0066,2.26,0.0,7.3,15.0,10.4,20.1,True
20080629,6,2.8,8.3,0.7,1.0075,2.43,0.05,8.5,16.4,12.8,21.6,False
20080630,5,3.2,10.9,0.57,1.0072,2.62,0.0,9.9,17.3,13.2,23.3,True
20080701,6,2.0,9.2,0.46,1.0152,3.06,0.0,13.3,17.2,10.7,23.2,True
20080702,3,2.1,7.7,0.57,1.0174,2.95,0.0,12.5,18.3,13.9,24.1,True
20080703,2,2.8,9.4,0.41,1.0168,3.24,0.0,14.9,21.7,12.5,28.4,True
20080704,2,3.6,11.4,0.41,1.0157,3.34,0.0,15.8,23.2,17.4,28.7,True
20080705,6,1.7,23.3,0.63,1.0103,2.43,2.7,8.6,20.7,16.7,29.5,False
20080706,8,3.7,10.4,0.84,1.0056,0.63,5.6,0.0,12.2,11.3,18.4,False
20080707,8,3.6,12.0,0.86,1.0052,0.63,0.15,0.0,10.6,9.5,11.9,False
20080708,5,2.7,9.2,0.58,1.0051,2.94,0.0,12.6,14.8,9.6,20.6,True
20080709,3,1.8,6.6,0.52,1.0045,3.0,0.0,13.2,17.6,8.8,24.1,True
20080710,2,2.9,10.6,0.54,1.004,3.09,0.18,14.0,18.6,14.4,24.5,False
20080711,6,3.2,10.2,0.72,1.001,2.31,0.01,8.0,16.9,14.0,21.6,False
