DATE,PERPIGNAN_wind_speed,PERPIGNAN_humidity,PERPIGNAN_pressure,PERPIGNAN_global_radiation,PERPIGNAN_precipitation,PERPIGNAN_temp_mean,PERPIGNAN_temp_min,PERPIGNAN_temp_max,PERPIGNAN_picnic_weather
20070704,11.9,0.46,1.0164,2.61,0.0,22.6,19.7,25.4,True
20070705,7.5,0.43,1.0211,3.56,0.0,22.0,16.9,27.2,True
20070706,3.2,0.42,1.0181,3.42,0.0,25.4,19.1,31.6,True
20070707,2.8,0.6,1.016,3.19,0.0,24.2,18.4,29.9,True
20070708,4.0,0.71,1.0162,2.34,0.14,23.4,19.1,27.7,False
20070709,7.8,0.54,1.0186,1.52,0.0,20.8,18.3,23.4,True
20070710,9.8,0.44,1.0189,3.3,0.0,21.2,16.4,26.0,True
20070711,7.2,0.56,1.0192,2.75,0.0,21.6,16.9,26.2,True
20070712,3.8,0.54,1.0195,3.48,0.0,24.4,19.0,29.8,True
20070713,3.5,0.69,1.0171,3.32,0.0,22.1,14.9,29.3,True
20070714,5.2,0.82,1.0181,2.78,0.0,22.6,19.4,25.8,True
20070715,5.6,0.62,1.0157,3.33,0.0,23.3,17.7,28.9,True
20070716,5.2,0.68,1.0142,3.15,0.0,24.0,19.4,28.6,True
20070717,2.3,0.7,1.0164,3.14,0.0,24.9,19.9,29.9,True
20070718,3.0,0.56,1.0157,3.15,0.0,26.1,19.8,32.4,True
20070719,2.9,0.66,1.0135,3.13,0.0,24.3,21.0,27.6,True
20070720,6.6,0.6,1.016,1.93,0.0,22.6,20.6,24.5,True
20070721,4.1,0.61,1.0157,2.14,0.2,22.8,17.9,27.8,False
20070722,2.6,0.72,1.0126,2.2,0.0,20.8,15.6,25.9,True
20070723,4.9,0.59,1.0043,2.03,0.0,27.1,17.8,36.4,True
20070724,7.4,0.43,1.0142,3.16,0.0,24.7,20.6,28.8,True
20070725,3.5,0.38,1.0158,3.37,0.0,24.6,17.4,31.8,True
20070726,2.9,0.5,1.0146,3.15,0.0,24.2,17.5,31.0,True
20070727,2.6,0.47,1.0165,2.96,0.0,27.4,22.3,32.5,True
20070728,6.1,0.46,1.0192,2.73,0.0,28.4,24.7,32.2,True
20070729,5.8,0.51,1.0179,3.29,0.0,27.2,21.7,32.8,True
20070730,7.2,0.52,1.0153,3.27,0.0,25.5,22.3,28.7,True
20070731,3.0,0.56,1.013,3.25,0.0,25.1,19.9,30.3,True
20070801,4.8,0.8,1.0121,2.15,0.0,24.7,20.6,28.7,True
20070802,5.3,0.52,1.0155,1.68,0.0,25.7,22.9,28.5,True
20070803,5.5,0.38,1.0192,3.16,0.0,25.7,20.4,31.0,True
20070804,2.0,0.47,1.0186,3.21,0.0,23.4,16.5,30.3,True
20070805,3.0,0.75,1.0137,2.69,0.0,22.4,16.5,28.4,True
20070806,4.4,0.81,1.0122,0.84,0.44,24.7,21.1,28.2,False
20070807,7.0,0.63,1.0139,0.98,0.5,19.2,15.7,22.6,False
20070808,7.3,0.54,1.0151,2.3,0.0,20.6,15.8,25.5,True
20070809,6.8,0.44,1.0156,3.08,0.0,22.0,17.3,26.6,True
20070810,6.6,0.42,1.013,2.89,0.0,23.4,18.2,28.5,True
20070811,3.9,0.61,1.0104,3.02,0.0,23.5,17.4,29.6,True
20070812,3.2,0.66,1.0109,1.99,0.0,23.5,18.0,29.0,True
20070813,4.0,0.53,1.0122,2.51,0.0,26.4,21.5,31.2,True
20070814,3.0,0.72,1.0124,2.72,0.0,23.3,18.3,28.3,True
20070815,4.4,0.76,1.0097,2.48,0.0,24.8,21.2,28.5,True
20070816,6.5,0.53,1.0166,1.04,0.0,22.4,20.4,24.4,True
20070817,6.1,0.49,1.0201,2.53,0.0,21.6,17.7,25.5,True
20070818,2.2,0.48,1.0152,2.85,0.0,22.8,16.3,29.4,True
20070819,6.8,0.53,1.0139,0.83,0.0,22.4,19.6,25.2,True
20070820,6.6,0.6,1.0105,2.02,0.62,21.8,17.3,26.3,False
20070821,7.2,0.59,1.0074,2.6,0.0,19.2,15.0,23.5,True
20070822,4.1,0.57,1.0125,1.78,0.02,20.8,16.6,25.1,False
20070823,2.1,0.76,1.016,1.81,0.12,18.9,13.9,23.9,False
20070824,2.2,0.83,1.0216,1.63,0.0,20.4,17.3,23.6,True
20070825,2.2,0.64,1.0238,2.31,0.0,22.9,16.5,29.3,True
20070826,1.4,0.55,1.0214,2.03,0.0,25.2,18.9,31.4,True
20070827,1.9,0.68,1.0164,2.66,0.0,24.2,17.8,30.7,True
20070828,1.9,0.83,1.0114,2.44,0.0,23.7,18.9,28.5,True
20070829,5.6,0.77,1.0084,1.3,0.0,23.8,20.3,27.2,True
20070830,11.5,0.51,1.0138,2.67,0.0,22.4,19.2,25.6,True
20070831,9.7,0.44,1.0182,2.65,0.0,22.6,18.5,26.6,True
20070901,5.5,0.47,1.0189,2.69,0.0,23.6,18.0,29.1,True
20070902,2.2,0.49,1.0172,2.5,0.0,20.4,13.1,27.7,True
20070903,6.6,0.48,1.0166,2.53,0.0,22.6,16.2,28.9,True
20070904,8.0,0.47,1.0181,2.54,0.0,22.2,19.0,25.3,True
20070905,5.9,0.27,1.0215,2.77,0.0,21.3,15.0,27.6,True
20070906,7.2,0.33,1.02,2.68,0.04,22.2,16.4,28.0,False
20070907,7.5,0.42,1.0187,2.64,0.0,23.6,18.7,28.4,True
20070908,3.6,0.45,1.0172,2.54,0.0,23.6,17.8,29.5,True
20070909,4.8,0.4,1.015,2.59,0.0,25.7,19.5,31.9,True
20070910,3.8,0.42,1.0165,2.39,0.0,24.0,17.5,30.4,True
20070911,6.5,0.43,1.0164,2.51,0.0,24.2,19.9,28.6,True
20070912,1.9,0.52,1.0188,2.48,0.0,20.1,14.4,25.8,True
20070913,2.6,0.77,1.0192,1.9,0.54,20.2,14.7,25.8,False
20070914,2.6,0.83,1.0198,1.13,0.22,22.2,19.0,25.4,False
20070915,4.3,0.49,1.0197,2.18,0.0,25.8,20.6,31.0,True
20070916,2.2,0.78,1.0179,1.94,0.02,20.4,15.7,25.0,False
20070917,2.6,0.86,1.0137,1.64,1.44,20.2,15.4,25.1,False
20070918,7.0,0.57,1.0184,1.96,0.0,19.8,17.3,22.2,True
20070919,5.7,0.4,1.0221,2.24,0.0,18.4,14.0,22.9,True
20070920,2.1,0.57,1.0229,2.25,0.0,16.3,10.4,22.2,True
20070921,2.8,0.84,1.0221,1.07,0.0,16.2,11.2,21.3,True
20070922,2.1,0.89,1.0217,0.97,0.0,21.8,19.1,24.4,True
20070923,1.2,0.78,1.0215,1.14,0.0,22.2,18.9,25.4,True
20070924,2.4,0.68,1.0185,2.03,0.0,20.2,15.0,25.5,True
20070925,6.8,0.55,1.0179,0.79,0.0,18.1,16.6,19.6,True
20070926,7.7,0.61,1.014,2.17,0.0,16.0,12.6,19.5,True
20070927,10.2,0.52,1.0108,2.0,0.0,13.4,10.8,15.9,False
20070928,4.2,0.55,1.0135,2.06,0.0,16.4,11.4,21.5,True
20070929,2.0,0.79,1.0151,1.64,0.0,14.9,8.4,21.4,True
20070930,3.7,0.93,1.0191,0.98,0.0,17.6,12.7,22.5,True
20071001,3.6,0.91,1.0202,1.33,0.0,21.2,17.3,25.0,True
20071002,3.4,0.91,1.0186,0.72,0.0,19.9,17.8,22.0,True
20071003,4.1,0.91,1.0164,0.59,0.0,19.9,17.7,22.1,True
20071004,3.1,0.89,1.0173,1.11,1.26,20.7,18.2,23.2,False
20071005,2.5,0.94,1.0156,0.54,0.04,20.4,18.5,22.4,False
20071006,5.4,0.69,1.0158,1.56,0.0,20.9,16.5,25.3,True
20071007,4.9,0.68,1.0179,1.45,0.0,22.0,19.3,24.8,True
20071008,6.2,0.67,1.021,1.06,0.0,21.6,19.3,23.8,True
20071009,7.5,0.62,1.0229,1.61,0.08,20.2,17.7,22.7,False
20071010,3.2,0.76,1.0196,0.49,0.78,17.3,14.6,20.0,False
20071011,3.9,0.63,1.0211,1.64,0.0,17.6,13.3,21.8,True
20071012,4.3,0.64,1.0199,1.79,0.0,16.0,9.6,22.5,True
20071013,2.5,0.66,1.0184,1.76,0.0,17.4,12.7,22.2,True
20071014,2.6,0.88,1.0198,1.68,0.04,15.6,9.7,21.4,False
20071015,2.6,0.88,1.0204,1.27,0.02,15.2,9.3,21.2,False
20071016,3.1,0.91,1.0206,1.35,0.04,16.6,11.9,21.4,False
20071017,2.6,0.88,1.0213,0.95,0.0,17.8,14.5,21.0,True
20071018,7.4,0.62,1.0225,1.58,0.0,18.4,14.3,22.6,True
20071019,3.6,0.49,1.0229,1.69,0.0,16.2,13.2,19.2,True
20071020,5.8,0.32,1.0222,1.55,0.0,16.7,12.9,20.5,True
20071021,4.4,0.27,1.0212,1.71,0.0,13.4,6.9,19.8,True
20071022,5.0,0.35,1.0151,1.48,0.0,15.6,10.1,21.2,True
20071023,4.6,0.42,1.0115,1.51,0.0,16.8,11.8,21.7,True
20071024,2.8,0.67,1.0119,1.55,0.16,10.4,5.2,15.7,False
20071025,4.1,0.79,1.014,0.23,0.14,9.9,7.7,12.1,False
20071026,7.1,0.73,1.0166,0.19,0.54,11.1,9.5,12.7,False
20071027,3.9,0.64,1.0252,1.46,0.0,14.8,10.5,19.1,True
20071028,2.5,0.58,1.0217,1.53,0.0,17.3,10.4,24.2,True
20071029,4.4,0.61,1.0173,1.44,0.0,14.4,8.0,20.9,True
20071030,11.0,0.57,1.0164,1.3,0.0,13.6,12.0,15.2,False
20071031,10.8,0.52,1.0199,1.27,0.0,13.3,10.6,16.0,False
20071101,6.3,0.51,1.0245,1.43,0.0,14.6,11.1,18.2,True
20071102,4.2,0.55,1.026,1.39,0.0,15.2,10.3,20.1,True
20071103,4.9,0.68,1.0232,1.36,0.0,12.8,7.1,18.6,True
20071104,5.2,0.67,1.0197,1.36,0.0,14.3,9.9,18.7,True
20071105,5.1,0.6,1.0241,1.24,0.0,13.2,9.2,17.2,False
20071106,7.7,0.54,1.0271,1.2,0.0,13.8,11.1,16.4,False
20071107,8.2,0.4,1.0261,1.17,0.0,14.8,10.7,18.8,True
20071108,6.8,0.41,1.0214,1.34,0.0,14.1,10.5,17.7,False
20071109,9.4,0.47,1.0242,1.3,0.0,14.4,10.9,17.8,False
20071110,6.1,0.47,1.0265,1.28,0.0,12.7,9.8,15.6,False
20071111,9.3,0.52,1.0214,1.3,0.0,12.0,8.7,15.3,False
20071112,6.3,0.49,1.02,1.19,0.0,14.0,11.8,16.2,False
20071113,8.6,0.54,1.017,1.24,0.0,12.7,9.3,16.1,False
20071114,9.2,0.55,1.0113,0.96,0.04,11.6,9.6,13.7,False
20071115,10.6,0.43,1.0153,1.18,0.0,6.8,5.5,8.2,False
20071116,10.1,0.41,1.0203,1.21,0.0,5.1,2.6,7.7,False
20071117,5.9,0.3,1.0191,1.24,0.0,8.3,3.8,12.9,False
20071118,1.8,0.59,1.0119,1.16,0.0,4.3,-2.0,10.6,False
20071119,3.5,0.62,1.0082,0.86,0.0,7.2,-1.6,16.1,False
20071120,9.2,0.88,1.0071,0.23,0.1,14.1,10.7,17.5,False
20071121,3.7,0.93,1.0057,0.85,0.02,16.1,12.2,20.0,False
20071122,2.2,0.89,1.0062,0.63,0.4,13.4,9.1,17.6,False
20071123,6.9,0.66,1.0132,0.95,0.0,12.8,10.9,14.8,False
20071124,8.6,0.6,1.0193,1.0,0.0,12.0,9.9,14.2,False
20071125,9.9,0.55,1.023,1.07,0.0,9.8,6.6,13.1,False
20071126,12.4,0.55,1.0214,1.05,0.0,11.8,9.9,13.7,False
20071127,6.8,0.54,1.0212,1.05,0.0,11.0,8.6,13.3,False
20071128,2.5,0.64,1.0182,0.99,0.0,8.0,1.2,14.9,False
20071129,5.7,0.52,1.0153,1.0,0.0,10.0,6.3,13.7,False
20071130,4.9,0.52,1.0161,1.02,0.0,14.2,9.9,18.4,True
20071201,3.6,0.65,1.018,0.98,0.0,11.7,4.6,18.8,True
20071202,1.8,0.73,1.0204,0.95,0.0,11.5,5.8,17.1,False
20071203,8.6,0.6,1.0151,0.38,0.0,12.0,7.0,16.9,False
20071204,8.1,0.67,1.0216,0.93,0.0,15.8,12.8,18.9,True
20071205,3.8,0.75,1.0244,0.96,0.0,11.2,5.9,16.6,False
20071206,6.0,0.57,1.0251,0.83,0.0,13.5,8.7,18.3,True
20071207,8.9,0.62,1.0179,0.19,0.3,16.1,14.3,17.9,False
20071208,5.6,0.7,1.0163,0.87,0.44,13.0,9.9,16.1,False
20071209,12.2,0.63,1.0081,0.93,0.06,13.0,9.1,16.9,False
20071210,10.9,0.64,1.015,0.76,0.22,10.5,7.6,13.4,False
20071211,12.7,0.59,1.0235,0.95,0.0,8.8,7.3,10.4,False
20071212,9.8,0.5,1.0284,0.95,0.0,8.0,5.6,10.5,False
20071213,3.6,0.56,1.0301,0.94,0.0,6.8,2.2,11.5,False
20071214,6.2,0.5,1.0252,0.96,0.0,7.0,1.1,12.9,False
20071215,4.1,0.74,1.0236,0.7,0.96,4.9,1.7,8.1,False
20071216,1.8,0.88,1.0257,0.86,0.0,3.4,-1.3,8.0,False
20071217,1.9,0.86,1.0239,0.71,0.0,3.0,-1.5,7.5,False
20071218,2.4,0.85,1.0278,0.6,0.0,5.5,0.5,10.5,False
20071219,2.0,0.84,1.0326,0.84,0.0,5.4,-1.3,12.1,False
20071220,2.8,0.84,1.0294,0.64,0.0,6.6,0.4,12.9,False
20071221,3.6,0.83,1.0247,0.55,0.92,10.6,7.5,13.6,False
20071222,3.0,0.95,1.0242,0.08,2.06,9.7,8.3,11.1,False
20071223,2.2,0.86,1.0253,0.82,0.0,10.9,7.8,14.0,False
20071224,2.1,0.73,1.0253,0.9,0.0,9.2,3.3,15.2,False
20071225,2.0,0.83,1.023,0.91,0.0,6.2,1.0,11.4,False
20071226,6.0,0.64,1.0272,0.69,0.0,9.0,2.8,15.1,False
20071227,4.3,0.63,1.0314,0.93,0.0,10.4,6.7,14.2,False
20071228,1.8,0.85,1.0311,0.8,0.0,5.0,-0.5,10.6,False
20071229,1.1,0.8,1.0285,0.85,0.04,4.6,-2.2,11.4,False
20071230,9.0,0.67,1.0255,0.85,0.08,9.2,5.7,12.7,False
20071231,7.5,0.52,1.0245,0.95,0.0,10.7,7.4,14.0,False
20080101,1.8,0.81,1.0198,0.9,0.0,3.0,-2.3,8.3,False
20080102,2.1,0.85,1.0099,0.36,0.0,5.0,0.1,9.9,False
20080103,4.9,0.87,0.9978,0.4,3.54,7.8,2.1,13.5,False
20080104,3.3,0.83,1.0096,0.25,1.6,10.0,8.3,11.6,False
20080105,1.2,0.96,1.0168,0.34,0.04,12.7,8.1,17.2,False
20080106,7.0,0.75,1.0194,0.55,0.0,13.8,8.3,19.2,True
20080107,3.4,0.76,1.0246,0.62,0.0,13.6,8.2,19.1,True
20080108,2.8,0.78,1.0231,0.39,0.0,11.0,9.9,12.1,False
20080109,1.2,0.91,1.0225,0.22,0.0,10.6,9.5,11.6,False
20080110,1.5,0.92,1.0204,0.28,0.0,11.0,9.4,12.6,False
20080111,6.2,0.68,1.0087,0.66,0.16,12.4,5.8,19.0,False
20080112,8.4,0.6,1.0159,0.87,0.0,9.4,7.3,11.4,False
20080113,4.1,0.76,1.0146,0.94,0.0,7.8,2.8,12.9,False
20080114,2.7,0.72,1.0122,0.39,0.0,9.2,5.0,13.4,False
20080115,1.8,0.78,1.0108,0.74,0.0,7.8,1.6,14.0,False
20080116,7.7,0.71,1.008,0.55,0.14,8.8,5.3,12.2,False
20080117,3.8,0.7,1.0187,0.77,0.22,12.6,9.4,15.8,False
20080118,5.9,0.73,1.0264,0.84,0.0,14.4,9.6,19.1,True
20080119,4.8,0.64,1.031,1.09,0.0,15.5,13.5,17.5,False
20080120,2.2,0.84,1.0293,1.07,0.0,9.2,4.7,13.8,False
20080121,2.8,0.74,1.0262,1.08,0.0,9.8,2.6,17.1,False
20080122,9.5,0.63,1.0252,0.7,0.0,13.8,11.9,15.8,False
20080123,5.6,0.66,1.0286,1.13,0.0,13.4,8.7,18.0,True
20080124,3.0,0.84,1.0312,0.81,0.0,7.4,1.0,13.8,False
20080125,7.3,0.55,1.0339,0.99,0.0,11.2,5.8,16.6,False
20080126,1.5,0.71,1.0354,1.17,0.0,9.2,1.9,16.4,False
20080127,4.5,0.48,1.032,1.25,0.0,11.2,0.3,22.2,True
20080128,6.3,0.3,1.0275,1.09,0.0,17.0,13.8,20.2,True
20080129,2.6,0.63,1.0265,1.15,0.0,9.0,4.4,13.6,False
20080130,6.3,0.59,1.0278,1.23,0.0,7.2,2.9,11.6,False
20080131,5.0,0.66,1.0249,1.25,0.0,9.4,7.3,11.4,False
20080201,1.4,0.79,1.0162,0.86,0.0,7.0,1.8,12.1,False
20080202,5.5,0.6,1.0183,1.17,0.0,9.4,7.0,11.8,False
20080203,6.5,0.68,1.0119,1.16,0.18,7.2,-1.2,15.5,False
20080204,6.1,0.66,1.0152,1.12,0.0,10.4,7.1,13.8,False
20080205,1.6,0.72,1.0246,1.3,0.0,8.5,0.3,16.7,False
20080206,4.4,0.67,1.0305,1.33,0.0,11.0,1.5,20.4,True
20080207,2.1,0.66,1.0318,1.38,0.0,13.8,6.3,21.2,True
20080208,2.1,0.8,1.0315,1.36,0.0,7.5,1.6,13.4,False
20080209,3.1,0.82,1.0298,1.43,0.0,8.4,1.4,15.4,False
20080210,2.7,0.83,1.0292,1.4,0.0,7.0,0.0,14.0,False
20080211,3.6,0.76,1.0284,1.31,0.0,7.8,1.5,14.1,False
20080212,2.3,0.79,1.0298,1.03,0.0,6.5,0.1,12.9,False
20080213,2.8,0.79,1.0315,1.4,0.0,6.8,-0.4,13.9,False
20080214,3.3,0.79,1.0296,1.33,0.0,9.4,4.6,14.3,False
20080215,2.2,0.86,1.0265,1.21,0.0,7.4,1.9,12.8,False
20080216,1.9,0.81,1.0322,1.23,0.0,5.7,0.0,11.4,False
20080217,6.5,0.73,1.0349,1.09,0.0,8.0,2.2,13.9,False
20080218,5.6,0.69,1.0269,1.56,0.0,12.6,8.8,16.4,False
20080219,5.7,0.82,1.0221,0.69,0.0,12.2,10.2,14.1,False
20080220,5.0,0.9,1.0231,0.54,0.0,12.4,10.8,14.0,False
20080221,2.3,0.76,1.0276,1.49,0.0,13.6,8.9,18.3,True
20080222,2.2,0.71,1.0294,1.66,0.0,12.8,5.7,19.9,True
20080223,3.1,0.73,1.0279,1.68,0.0,11.2,4.8,17.7,False
20080224,4.1,0.82,1.0245,1.56,0.06,11.1,5.7,16.5,False
20080225,2.3,0.91,1.0227,0.86,0.24,14.0,10.5,17.4,False
20080226,1.7,0.93,1.0214,0.91,0.04,15.2,12.5,18.0,False
20080227,3.6,0.71,1.0205,1.65,0.0,16.6,11.9,21.4,True
20080228,1.8,0.84,1.0226,0.88,0.0,11.6,7.2,16.1,False
20080229,2.6,0.71,1.024,1.23,0.0,14.9,8.2,21.6,True
20080301,8.7,0.6,1.0214,1.14,0.0,16.5,13.1,19.9,True
20080302,3.4,0.58,1.0192,1.89,0.0,16.0,10.6,21.5,True
20080303,8.2,0.58,1.0177,1.74,0.0,15.0,11.5,18.5,True
20080304,12.4,0.57,1.0165,1.79,0.04,8.2,5.3,11.1,False
20080305,11.9,0.4,1.0192,1.97,0.0,6.6,4.2,9.1,False
20080306,12.4,0.42,1.019,2.0,0.0,6.8,3.2,10.3,False
20080307,11.0,0.52,1.013,1.31,0.0,9.8,7.7,11.8,False
20080308,6.6,0.53,1.0132,1.71,0.0,11.4,7.7,15.0,False
20080309,3.0,0.64,1.0102,1.36,0.02,9.4,4.7,14.0,False
20080310,4.6,0.67,1.0034,0.94,0.02,7.4,1.2,13.5,False
20080311,11.1,0.58,1.0107,1.67,0.0,15.2,10.0,20.5,True
20080312,8.5,0.52,1.0186,1.35,0.0,17.6,14.0,21.2,True
20080313,3.4,0.66,1.0199,1.4,0.0,16.8,13.1,20.4,True
20080314,2.2,0.79,1.0156,2.1,0.0,12.9,6.2,19.6,True
20080315,2.4,0.9,1.0118,0.36,0.04,11.8,9.4,14.3,False
20080316,6.7,0.49,1.0144,1.51,0.0,15.3,10.9,19.7,True
20080317,5.0,0.58,1.0111,1.58,0.0,15.6,12.6,18.7,True
20080318,4.2,0.63,1.0072,1.45,0.0,12.5,7.1,17.9,False
20080319,6.0,0.51,1.0116,2.1,0.0,10.7,5.7,15.7,False
20080320,9.4,0.37,1.0171,2.32,0.0,9.8,5.9,13.7,False
20080321,10.3,0.5,1.0032,0.53,0.02,11.4,6.8,16.0,False
20080322,7.8,0.59,0.9949,2.01,0.0,10.5,5.4,15.6,False
20080323,9.7,0.52,1.0004,2.01,0.0,7.0,5.2,8.9,False
20080324,9.8,0.6,1.0042,1.6,0.0,9.0,4.9,13.0,False
20080325,7.6,0.66,1.0102,1.71,0.02,13.2,10.3,16.0,False
20080326,6.5,0.64,1.0068,1.4,0.8,13.4,9.2,17.5,False
20080327,3.8,0.64,1.0063,0.82,0.02,9.2,7.1,11.3,False
20080328,5.5,0.64,1.0151,1.43,0.0,13.2,8.0,18.5,True
20080329,4.0,0.69,1.0198,2.42,0.0,13.8,10.0,17.5,False
20080330,5.3,0.74,1.0127,1.43,0.94,15.0,7.6,22.4,False
20080331,8.7,0.62,1.0186,1.66,0.02,10.8,6.8,14.9,False
20080401,10.8,0.5,1.0234,2.61,0.0,14.2,9.8,18.7,True
20080402,10.1,0.56,1.0239,2.24,0.0,17.4,14.4,20.4,True
20080403,9.7,0.55,1.0221,2.4,0.0,16.6,13.8,19.4,True
20080404,6.5,0.39,1.0203,2.71,0.0,16.4,11.5,21.2,True
20080405,5.5,0.36,1.0118,2.72,0.0,15.8,9.2,22.4,True
20080406,6.8,0.5,1.0044,2.26,0.0,13.2,8.1,18.3,True
20080407,3.6,0.48,1.0051,0.92,0.0,9.2,7.5,10.9,False
20080408,3.4,0.78,1.0006,2.05,0.0,11.0,6.3,15.7,False
20080409,3.5,0.84,0.9965,1.53,0.0,15.0,11.2,18.9,True
20080410,3.2,0.87,0.9956,1.72,0.02,15.2,12.5,17.9,False
20080411,8.1,0.56,1.0047,0.64,0.0,11.4,9.6,13.1,False
20080412,5.7,0.5,1.015,2.72,0.0,14.0,9.7,18.4,True
20080413,6.3,0.65,1.0164,2.66,0.04,12.4,5.3,19.5,False
20080414,9.0,0.54,1.0202,2.66,0.0,13.2,9.6,16.7,False
20080415,5.1,0.47,1.0211,2.95,0.0,13.0,7.3,18.6,True
20080416,3.4,0.73,1.0133,1.85,0.0,9.9,5.1,14.7,False
20080417,3.0,0.83,0.9994,0.49,0.42,13.0,9.8,16.3,False
20080418,6.6,0.72,0.9929,1.57,0.04,12.6,5.7,19.6,False
20080419,4.6,0.67,0.9995,2.61,0.0,12.8,5.0,20.6,True
20080420,4.9,0.77,0.997,1.6,0.32,13.4,8.2,18.5,False
20080421,4.6,0.72,1.0046,1.64,0.68,13.2,7.6,18.7,False
20080422,7.8,0.53,1.0134,2.9,0.0,15.8,12.0,19.5,True
20080423,5.8,0.58,1.0193,2.4,0.0,16.2,9.8,22.6,True
20080424,6.1,0.46,1.0254,3.05,0.0,17.8,11.7,24.0,True
20080425,3.8,0.45,1.026,2.85,0.0,17.8,9.8,25.9,True
20080426,3.2,0.64,1.0228,3.05,0.0,17.1,11.0,23.2,True
20080427,4.7,0.75,1.0194,2.64,0.0,17.3,11.6,23.0,True
20080428,3.8,0.76,1.0121,0.66,0.22,15.0,11.6,18.4,False
20080429,3.5,0.67,1.0063,3.11,0.0,14.2,8.9,19.4,True
20080430,4.3,0.68,1.0079,0.89,0.04,13.3,9.1,17.5,False
20080501,3.8,0.75,1.015,3.13,0.0,12.5,6.0,19.0,True
20080502,2.9,0.83,1.0206,2.57,0.0,13.5,7.8,19.2,True
20080503,2.4,0.76,1.0204,2.83,0.0,16.0,10.7,21.3,True
20080504,1.7,0.72,1.0185,2.93,0.0,16.2,9.4,23.1,True
20080505,5.4,0.6,1.0176,1.7,0.0,19.1,14.2,24.0,True
20080506,2.7,0.79,1.0188,1.44,0.0,17.3,15.3,19.3,True
20080507,4.2,0.72,1.0168,2.96,0.0,18.1,13.9,22.3,True
20080508,4.9,0.73,1.0136,2.77,0.0,17.6,12.5,22.6,True
20080509,3.3,0.87,1.0117,0.7,0.54,16.6,15.5,17.6,False
20080510,2.0,0.86,1.0109,1.05,1.18,16.4,12.9,19.9,False
20080511,2.3,0.83,1.014,1.37,0.02,16.6,14.4,18.8,False
20080512,1.6,0.72,1.0147,1.86,0.1,16.9,13.2,20.6,False
20080513,2.3,0.69,1.0134,3.09,0.0,16.8,11.4,22.3,True
20080514,3.8,0.66,1.0104,2.23,0.0,18.6,12.2,25.1,True
20080515,2.9,0.71,1.0084,2.63,0.0,20.0,13.8,26.3,True
20080516,3.2,0.84,1.0073,1.69,0.68,18.8,14.7,22.9,False
20080517,3.8,0.74,1.0078,1.21,0.24,18.3,15.1,21.5,False
20080518,5.3,0.57,1.007,2.44,0.0,19.2,15.2,23.1,True
20080519,9.3,0.57,1.0047,2.75,0.22,19.7,15.8,23.6,False
20080520,8.5,0.5,1.0075,2.95,0.0,19.6,15.5,23.7,True
20080521,4.1,0.49,1.0106,2.92,0.0,20.4,14.9,26.0,True
20080522,2.5,0.58,1.0125,1.73,0.0,18.6,13.7,23.4,True
20080523,3.9,0.68,1.0075,2.44,0.0,20.3,11.9,28.8,True
20080524,6.1,0.59,1.0044,2.56,0.48,21.9,17.8,26.0,False
20080525,4.2,0.91,1.0075,0.36,0.68,17.2,16.4,18.0,False
20080526,2.9,0.87,1.0065,2.49,1.1,18.0,12.1,24.0,False
20080527,2.7,0.93,1.0048,0.33,1.82,16.4,15.6,17.2,False
20080528,2.8,0.86,1.0107,1.79,0.0,16.1,11.1,21.1,True
20080529,2.3,0.8,1.0099,2.69,0.0,19.3,15.2,23.4,True
20080530,2.2,0.79,1.0115,2.18,0.0,19.6,14.6,24.5,True
20080531,3.5,0.85,1.0133,1.59,0.0,19.0,16.6,21.4,True
20080601,3.1,0.89,1.0123,0.52,0.44,16.8,15.7,17.8,False
20080602,3.4,0.72,1.0144,2.58,0.0,18.7,13.6,23.8,True
20080603,7.4,0.58,1.0168,2.31,0.0,19.7,15.4,24.0,True
20080604,6.6,0.53,1.0163,3.54,0.0,19.8,16.3,23.4,True
20080605,7.2,0.51,1.0138,3.12,0.0,20.1,16.2,24.0,True
20080606,8.8,0.58,1.0159,2.32,0.0,20.1,16.5,23.7,True
20080607,8.3,0.49,1.0174,3.48,0.0,17.8,14.0,21.7,True
20080608,8.6,0.5,1.0159,3.48,0.0,18.2,14.6,21.9,True
20080609,4.0,0.62,1.0173,2.92,0.0,21.4,17.0,25.7,True
20080610,2.6,0.69,1.0182,2.81,0.0,20.6,16.9,24.4,True
20080611,3.8,0.66,1.0162,1.83,0.0,20.2,14.9,25.5,True
20080612,10.2,0.54,1.0141,3.3,0.0,23.2,18.9,27.4,True
20080613,7.0,0.58,1.0148,2.72,0.0,21.0,17.7,24.2,True
20080614,5.1,0.49,1.0162,3.21,0.0,19.8,15.3,24.3,True
20080615,2.4,0.78,1.0112,1.55,0.0,17.2,13.2,21.1,True
20080616,3.0,0.34,1.0057,1.95,0.04,19.8,13.6,25.9,False
20080617,5.5,0.52,1.0126,1.73,0.32,20.2,16.6,23.9,False
20080618,2.9,0.58,1.0167,3.51,0.0,21.7,16.2,27.1,True
20080619,2.3,0.6,1.0175,3.41,0.0,21.6,14.8,28.3,True
20080620,2.5,0.53,1.0181,3.2,0.0,25.1,19.1,31.1,True
20080621,2.6,0.67,1.0177,3.07,0.0,25.9,20.9,30.9,True
20080622,4.0,0.72,1.017,3.5,0.0,25.0,17.5,32.5,True
20080623,4.4,0.73,1.0164,3.08,0.0,24.4,20.0,28.8,True
